Contour,Area,testModel (normalized mode 1),testModel (normalized mode 2)
UID_32_19_2_all-15,15255.5,2.4332,-1.97256
UID_32_19_3_all-15,43002,-0.775334,-0.856097
UID_32_1_1_all-38,47406.2,-0.872847,-1.37854
UID_32_1_2_all-33,47675.3,-1.03071,-0.855482
UID_32_1_3_all-18,44804.7,-0.889906,-0.835528
UID_32_1_4_all-41,47829.4,-1.00146,-0.951207
UID_32_1_5_all-23,38882.2,-0.629105,-0.643974
UID_32_1_6_all-23,45536.5,-0.863021,-1.06748
UID_32_20_1_all-23,43928.2,-0.870924,-0.793337
UID_32_21_1_all-24,42111.3,-0.756339,-0.650468
UID_32_21_2_all-20,44125.6,-0.779607,-1.02242
UID_32_21_3_all-31,42308.6,-0.782423,-0.687694
UID_32_21_4_all-23,44251.6,-0.9098,-0.658646
UID_32_21_5_all-13,34628.9,-0.423283,-0.463081
UID_32_21_6_all-31,20313.6,2.31844,-0.691586
UID_32_21_7_all-6,33654.7,-0.464758,-0.153497
UID_32_22_1_all-17,40126.4,-0.758053,-0.433157
UID_32_22_2_all-7,27473.4,-0.258605,0.452836
UID_32_22_3_all-19,31685.2,-0.357421,-0.156368
UID_32_22_4_all-7,27466.5,-0.236099,0.420867
UID_32_22_5_all-17,36913,-0.645912,-0.181593
UID_32_22_6_all-17,36010.4,-0.591462,-0.160648
UID_32_23_1_all-23,33231.2,-0.493591,0.0277262
UID_32_23_2_all-14,9571.51,2.57876,-1.62637
UID_32_23_3_all-12,10421.7,2.11664,-1.26867
UID_32_23_4_all-16,44013,-0.849761,-0.806975
UID_32_23_5_all-18,42035.8,-0.856301,-0.466007
UID_32_23_6_all-22,43014,-0.833597,-0.763872
UID_32_24_1_all-11,32688.4,-0.464071,0.0684848
UID_32_24_2_all-20,17233.8,2.46842,-1.30213
UID_32_24_3_all-22,46094.7,-0.929334,-0.911077
UID_32_24_4_all-5,45244.6,-0.773976,-1.33735
UID_32_24_5_all-17,44206.4,-0.854496,-0.829872
UID_32_24_6_all-26,41037.8,-0.773223,-0.559354
UID_32_24_7_all-11,38330.9,-0.459617,-1.13209
UID_32_25_1_all-11,34637.8,-0.435989,-0.421505
UID_32_25_2_all-11,35705.6,-0.451687,-0.695434
UID_32_25_3_all-5,31308.4,-0.43651,0.208787
UID_32_25_4_all-19,39656.5,-0.777649,-0.298348
UID_32_26_10_all-12,32745.8,-0.518461,0.205737
UID_32_26_11_all-12,41349.8,-0.752273,-0.67031
UID_32_26_1_all-4,2164.99,1.91342,0.128553
UID_32_26_2_all-13,35042.7,-0.577158,-0.0759775
UID_32_26_3_all-20,7341.03,2.60658,-1.70915
UID_32_26_4_all-14,8298.86,2.88274,-2.04657
UID_32_26_5_all-25,41646.8,-0.699673,-0.822669
UID_32_26_6_all-8,7648.92,2.64499,-0.977984
UID_32_26_7_all-19,24664.6,2.40923,0.191319
UID_32_26_8_all-11,6306.74,2.81316,-1.18377
UID_32_26_9_all-33,14000.4,2.13068,-1.24525
UID_32_27_1_all-14,5506.58,2.3308,-0.953413
UID_32_27_2_all-27,46805.9,-1.00224,-0.800055
UID_32_27_3_all-8,37508.7,-0.568896,-0.53162
UID_32_28_1_all-27,47052.2,-0.979928,-0.940025
UID_32_28_2_all-21,13693.6,1.83543,-0.0515114
UID_32_28_3_all-22,36953.2,-0.508164,-0.532807
UID_32_28_4_all-20,39071.3,-0.68388,-0.500157
UID_32_28_5_all-17,11716.6,2.71868,-1.6384
UID_32_29_1_all-15,32987.4,-0.474947,0.0442885
UID_32_29_2_all-14,9745.49,2.14116,-2.14686
UID_32_29_3_all-7,45769.8,-0.793259,-1.37015
UID_32_29_4_all-15,43937.4,-0.840455,-0.820697
UID_32_29_5_all-28,40909,-0.774148,-0.536204
UID_32_29_6_all-32,41658.2,-0.837354,-0.449824
UID_32_29_7_all-30,38203.1,-0.456082,-1.12251
UID_32_29_8_all-11,33318.9,-0.48368,-0.0264687
UID_32_29_9_all-27,35052.6,-0.519693,-0.245156
UID_32_2_1_all-25,5631.37,2.48775,-2.45848
UID_32_2_2_all-20,34145.3,-0.511667,-0.056017
UID_32_2_3_all-13,35306.4,-0.609862,0.00262609
UID_32_2_4_all-12,8104.49,2.93046,-1.3108
UID_32_2_5_all-20,21772.9,2.70256,-0.393379
UID_32_2_6_all-19,36601.3,-0.583475,-0.33194
UID_32_2_7_all-27,45722.3,-0.838291,-1.11685
UID_32_30_1_all-23,39256.7,-0.569559,-0.86595
UID_32_30_2_all-5,32578.7,-0.245092,-0.507322
UID_32_30_3_all-9,9136.63,2.98764,-1.62507
UID_32_30_4_all-18,37416.7,-0.590846,-0.425605
UID_32_30_5_all-13,47416.8,-0.969646,-1.00196
UID_32_31_1_all-20,41263.6,-0.724005,-0.700323
UID_32_31_2_all-18,49440.6,-1.08475,-0.946517
UID_32_31_3_all-5,42166.7,-0.814135,-0.600488
UID_32_31_4_all-6,2036.51,1.63522,0.614098
UID_32_31_5_all-12,42922.6,-0.782149,-0.885531
UID_32_31_6_all-15,37133.6,-0.591566,-0.359713
UID_32_32_1_all-15,19987.4,2.15894,0.270302
UID_32_32_2_all-20,34987.9,-0.599977,0.0512314
UID_32_32_3_all-17,45672.5,-1.0058,-0.622065
UID_32_33_1_all-17,34264.6,-0.521832,-0.10297
UID_32_33_2_all-15,34655.6,-0.43785,-0.42817
UID_32_33_3_all-10,32578.4,-0.457057,0.039093
UID_32_33_4_all-17,34797.8,-0.518553,-0.198352
UID_32_33_5_all-17,39488.1,-0.770682,-0.289328
UID_32_33_6_all-17,19805.1,2.48151,-1.15808
UID_32_33_7_all-20,10327.7,2.63268,-1.55127
UID_32_34_10_all-5,10560.1,2.7278,-1.5911
UID_32_34_11_all-7,39172.5,-0.717381,-0.372514
UID_32_34_12_all-9,37690.2,-0.659424,-0.310097
UID_32_34_1_all-3,33533.1,-0.388459,-0.281108
UID_32_34_2_all-9,32970.1,-0.477617,0.0493023
UID_32_34_3_all-5,38272.8,-0.692418,-0.295683
UID_32_34_4_all-6,28276.9,-0.27354,0.308185
UID_32_34_5_all-4,28978.1,-0.347753,0.441072
UID_32_34_6_all-19,45947.8,-1.02014,-0.635812
UID_32_34_7_all-15,36235.4,-0.60465,-0.185847
UID_32_34_8_all-8,40513.9,-0.800821,-0.38023
UID_32_34_9_all-15,39162.7,-0.673318,-0.481261
UID_32_35_1_all-20,37017.9,-0.636549,-0.186876
UID_32_35_2_all-27,44029,-0.789157,-0.820043
UID_32_35_3_all-12,35536.3,-0.582475,-0.11537
UID_32_35_4_all-19,33726.4,-0.52824,0.0419079
UID_32_35_5_all-14,38095.5,-0.705038,-0.231076
UID_32_36_1_all-18,38751.1,-0.655676,-0.520607
UID_32_36_2_all-21,43974.3,-0.910901,-0.630612
UID_32_36_3_all-14,12026.6,2.93806,-1.82043
UID_32_37_1_all-17,42989.5,-0.865622,-0.632501
UID_32_37_2_all-33,40002.7,-0.434825,-1.80972
UID_32_37_3_all-27,42888.9,-0.69263,-1.15434
UID_32_37_4_all-33,45730.4,-0.994282,-0.6837
UID_32_37_5_all-22,37990.9,-0.548818,-0.810809
UID_32_37_6_all-24,43937.6,-0.841183,-0.824242
UID_32_38_1_all-12,38563.2,-0.652735,-0.493517
UID_32_38_2_all-12,45636.5,-0.850419,-1.11407
UID_32_3_1_all-30,44957.2,-0.688169,-1.61602
UID_32_3_2_all-29,37416.8,-0.575288,-0.512225
UID_32_3_3_all-23,35578.1,-0.391236,-0.759
UID_32_3_4_all-19,41812.9,-0.778721,-0.573184
UID_32_3_5_all-29,41519.6,-0.787912,-0.572316
UID_32_3_6_all-10,2068.58,2.82917,-2.34643
UID_32_3_7_all-29,46502.9,-0.93012,-0.979927
UID_32_3_8_all-22,36717.9,-0.637019,-0.170656
UID_32_4_1_all-15,46991.9,-0.819572,-1.2402
UID_32_4_2_all-21,42165.7,-0.797608,-0.654325
UID_32_4_3_all-15,39795.7,-0.755579,-0.376868
UID_32_4_4_all-17,42047.4,-0.784709,-0.649017
UID_32_5_1_all-28,45077.7,-0.927525,-0.757521
UID_32_5_2_all-32,22831.8,2.27751,-0.457812
UID_32_5_3_all-11,5974.88,2.74696,-1.25864
UID_32_6_1_all-19,40852.6,-0.733561,-0.582858
UID_32_6_2_all-25,36811.3,-0.643341,-0.155756
UID_32_6_3_all-19,43690.6,-0.877016,-0.678377
UID_32_6_4_all-23,40061.8,-0.746057,-0.435112
UID_32_6_5_all-3,28982.7,-0.280465,0.220764
UID_32_6_6_all-33,9204.55,2.1339,-1.13084
UID_32_6_7_all-6,3324.47,2.69652,-1.84616
UID_32_6_8_all-19,47164.6,-1.01349,-0.840127
UID_32_7_10_all-14,7456.8,1.41087,1.93985
UID_32_7_11_all-32,39640.6,-0.661096,-0.536009
UID_32_7_12_all-28,42798,-0.814988,-0.720461
UID_32_7_13_all-15,36012.4,-0.563359,-0.356798
UID_32_7_1_all-7,2553.92,1.43238,3.57124
UID_32_7_2_all-17,43818.8,-0.662639,-1.40226
UID_32_7_3_all-15,46340.2,-0.741007,-1.34903
UID_32_7_4_all-12,6038.59,2.54394,-2.80758
UID_32_7_5_all-27,38760.5,-0.524812,-0.781641
UID_32_7_6_all-21,39860,-0.703162,-0.535029
UID_32_7_7_all-26,44426.9,-0.9049,-0.728777
UID_32_7_8_all-18,42898.9,-0.803427,-0.71789
UID_32_7_9_all-29,40881.7,-0.820008,-0.378956
UID_32_8_1_all-16,39051.2,-0.746086,-0.256121
UID_32_8_2_all-4,34150.9,-0.574335,0.0782871
UID_32_8_3_all-21,33839.7,-0.493519,-0.0585512
UID_32_8_4_all-19,35655.4,-0.606778,-0.0628059
UID_32_8_5_all-6,42655.5,-0.61787,-1.07887
UID_32_8_6_all-16,28348.2,-0.287849,0.38332
UID_32_8_7_all-31,49747.8,-0.951699,-1.46708
UID_32_8_8_all-13,31598.7,-0.40181,0.046318
UID_32_8_9_all-21,7177.19,2.44933,-2.13474
UID_32_9_1_all-16,10033.6,2.07706,-0.172362
UID_32_9_2_all-26,39186.3,-0.71237,-0.360623
UID_32_9_3_all-22,36906.2,-0.595485,-0.347177
UID_33_10_1_all-2,28134,-0.298795,0.485287
UID_33_10_2_all-3,27250,-0.264316,0.546282
UID_33_10_3_all-3,4408.27,2.8453,-1.06779
UID_33_10_4_all-8,36616.2,-0.669052,-0.0549608
UID_33_10_5_all-2,30244.6,-0.274642,-0.0241912
UID_33_10_6_all,5883.14,2.90574,-2.04845
UID_33_11_1_all-21,37529.6,-0.708815,-0.1164
UID_33_12_1_all-5,39457.5,-0.714869,-0.431677
UID_33_12_2_all-6,26912.7,-0.283808,0.700138
UID_33_12_3_all-16,39074.5,-0.745932,-0.270793
UID_33_12_4_all-18,46180.2,-0.779045,-1.09025
UID_33_12_5_all-18,1095.5,1.61678,4.10408
UID_33_12_6_all-7,40343.4,-0.470392,-0.92048
UID_33_13_1_all-15,29991,-0.359908,0.3009
UID_33_13_2_all-15,48838.6,-0.679852,-1.28803
UID_33_13_3_all-22,39690.9,-0.769487,-0.340224
UID_33_13_4_all-6,43962.1,-0.915989,-0.632006
UID_33_14_1_all-7,40346.6,-0.796013,-0.373446
UID_33_14_2_all-10,41395.7,-0.772724,-0.512062
UID_33_14_3_all-12,38134.7,-0.562376,-0.638818
UID_33_14_4_all-10,23336.2,0.0133974,0.568442
UID_33_14_5_all-5,36260.1,-0.634946,-0.0873576
UID_33_15_1_all-2,32820.4,-0.54139,0.25111
UID_33_15_2_all-3,34234.6,-0.555016,0.0361369
UID_33_15_3_all-5,31605.7,-0.470727,0.27748
UID_33_15_4_all-15,32459.6,-0.53101,0.300842
UID_33_16_1_all-8,33297.7,-0.512435,0.0706208
UID_33_16_2_all-9,35924.1,-0.558567,-0.202463
UID_33_16_3_all-9,26513.9,-0.214394,0.575496
UID_33_16_4_all-25,39439.2,-0.758036,-0.328399
UID_33_16_5_all-6,43181.2,-0.886387,-0.586519
UID_33_17_1_all-3,42270.2,-0.793452,-0.722131
UID_33_18_1_all-14,45493.5,-0.906219,-0.937478
UID_33_18_2_all-16,32065,0.0188827,-1.28453
UID_33_18_3_all-14,31253.9,-0.440024,0.265045
UID_33_19_1_all-3,46130.1,-0.85696,-0.999286
UID_33_19_2_all-9,38002.1,-0.667482,-0.334847
UID_33_1_1_all-6,33227.7,-0.464594,-0.0517016
UID_33_1_2_all-6,8455.48,2.77063,-0.933801
UID_33_1_3_all-10,6461.72,2.52628,-2.78681
UID_33_1_4_all-3,32167.2,-0.517111,0.307388
UID_33_1_5_all-7,29144.3,-0.376002,0.487173
UID_33_1_6_all-9,30992,-0.446375,0.323784
UID_33_1_7_all-10,31948.6,-0.505485,0.324477
UID_33_1_8_all-5,34216.6,-0.41288,-0.393904
UID_33_20_1_all-6,32101.4,-0.505526,0.298076
UID_33_20_2_all-4,27511.5,-0.285652,0.541566
UID_33_20_3_all-9,44968.4,-0.904901,-0.829552
UID_33_20_4_all-3,38270,-0.698746,-0.27078
UID_33_21_1_all-10,34141.2,-0.488415,-0.101039
UID_33_21_2_all-7,39496.7,-0.753981,-0.33978
UID_33_21_3_all-7,31619.8,-0.15232,-0.144293
UID_33_21_4_all-4,35068.9,-0.532317,-0.139963
UID_33_21_5_all-5,42656.7,-0.879992,-0.488506
UID_33_21_6_all-17,45854.2,-0.911305,-0.886816
UID_33_21_7_all-10,41117.4,-0.814152,-0.441511
UID_33_21_8_all-9,35993.2,-0.646836,-0.0260853
UID_33_22_1_all-8,33697.2,-0.524354,0.0346979
UID_33_22_2_all-13,35832.3,-0.541111,-0.215805
UID_33_22_3_all-7,39535.4,-0.764305,-0.324243
UID_33_22_4_all-12,28702.9,-0.254279,0.213506
UID_33_22_5_all-6,43223.3,-0.89546,-0.572087
UID_33_23_1_all-18,36413.3,-0.608395,-0.179399
UID_33_23_2_all-10,29931.2,-0.0794728,0.141287
UID_33_23_3_all-16,48475.4,-0.931315,-0.996041
UID_33_23_4_all-9,37224.9,-0.667127,-0.181
UID_33_23_5_all-20,43052.9,-0.864238,-0.626827
UID_33_24_1_all-16,42910.4,-0.894883,-0.5103
UID_33_24_2_all-10,38415.7,-0.0338836,-2.07821
UID_33_24_3_all-11,25639.3,-0.203928,0.725917
UID_33_24_4_all-7,31875.4,-0.43069,0.126833
UID_33_24_5_all-15,37336.9,-0.32549,-0.994506
UID_33_24_6_all-18,35553.9,-0.593776,-0.0965363
UID_33_24_7_all-8,44720.4,-0.919166,-0.71707
UID_33_25_1_all-5,29075.8,-0.198798,0.169494
UID_33_25_2_all-8,27499.3,-0.260233,0.522539
UID_33_25_3_all-18,31413.1,-0.412168,0.133958
UID_33_25_4_all-6,47644.1,-0.939703,-1.08731
UID_33_25_5_all-19,32711.2,-0.507652,0.176224
UID_33_25_6_all-10,39399.6,-0.700547,-0.472539
UID_33_26_1_all-26,49718.1,-0.562333,-2.26841
UID_33_26_2_all-25,41148.6,-0.787085,-0.520033
UID_33_26_3_all-16,32804.5,-0.461933,0.0552965
UID_33_26_4_all-14,30597.9,-0.420928,0.354501
UID_33_27_1_all-17,40113.1,-0.708187,-0.53793
UID_33_27_2_all-11,42159.5,-0.873405,-0.441291
UID_33_27_3_all-24,33967.2,-0.538633,0.0333149
UID_33_27_4_all-14,28205.4,-0.304834,0.460561
UID_33_27_5_all-11,37336.4,-0.684136,-0.14386
UID_33_28_1_all-12,48098.2,-0.984474,-1.04671
UID_33_28_2_all-15,33174.3,-0.503085,0.0778818
UID_33_28_3_all-7,44822.6,-0.866488,-0.889833
UID_33_28_4_all-11,31032.8,-0.430385,0.251862
UID_33_28_5_all-6,34157.7,-0.524081,-0.0257072
UID_33_28_6_all-18,31923.3,-0.437725,0.150327
UID_33_28_7_all-23,36753.8,-0.603497,-0.30028
UID_33_29_1_all-13,39460.9,-0.693483,-0.472797
UID_33_29_2_all-10,36795.6,-0.537052,-0.41068
UID_33_29_3_all-13,43387,-0.815365,-0.766238
UID_33_29_4_all-19,40215.9,-0.742927,-0.460717
UID_33_29_5_all-13,30062.2,-0.388156,0.344975
UID_33_29_6_all-17,32683.3,-0.389119,-0.13356
UID_33_29_7_all-10,34271.1,-0.535052,-0.00202638
UID_33_2_1_all-15,27503.5,-0.282451,0.542452
UID_33_2_2_all-15,31736.1,-0.421866,0.122516
UID_33_2_3_all-11,36714.5,-0.588689,-0.267916
UID_33_2_4_all-16,34938.2,-0.575033,-0.0244618
UID_33_2_5_all-14,34400.2,-0.565115,0.0369627
UID_33_2_6_all-12,30720.7,-0.425361,0.331732
UID_33_2_7_all-12,40432,-0.786318,-0.377756
UID_33_2_8_all-4,42756.7,-0.862995,-0.558815
UID_33_30_1_all-4,25077,0.0198016,0.270392
UID_33_30_2_all-3,24252.3,-0.171074,0.910041
UID_33_30_3_all-13,30759.9,-0.38041,0.166348
UID_33_30_4_all-20,28317.6,2.00703,-0.614616
UID_33_30_5_all-10,47955.6,-1.03766,-0.900639
UID_33_31_1_all-5,34395.5,-0.59596,0.13002
UID_33_31_2_all-4,40585,-0.369704,-1.42639
UID_33_32_1_all-34,34483.2,-0.557013,-0.0140238
UID_33_32_2_all-10,34840.1,-0.537516,-0.142374
UID_33_32_3_all-29,37824.7,-0.696248,-0.180139
UID_33_32_4_all-12,31997.2,-0.467199,0.177391
UID_33_32_5_all-13,33903.4,-0.58524,0.182331
UID_33_32_6_all-46,41555.7,-0.79527,-0.602506
UID_33_33_1_all-19,41226.3,-0.835717,-0.385217
UID_33_33_2_all-10,49050.8,-1.01941,-1.08052
UID_33_34_1_all-21,40441.5,-0.730323,-0.574376
UID_33_36_1_all-24,33910.4,-0.494205,-0.10715
UID_33_36_2_all-19,41439.6,-0.828273,-0.416018
UID_33_36_3_all-21,37142.8,-0.657249,-0.19812
UID_33_36_4_all-33,36520.2,-0.657663,-0.0954499
UID_33_36_5_all-17,36444.1,-0.499168,-0.4982
UID_33_37_1_all-6,49007.8,-1.01287,-1.08611
UID_33_3_1_all-11,6855.03,2.52101,-2.84641
UID_33_3_2_all-3,32338.9,-0.525099,0.296664
UID_33_3_3_all-6,33952.5,-0.543533,0.0559443
UID_33_3_4_all-9,29377.3,-0.389801,0.478787
UID_33_3_5_all-7,31137.3,-0.45248,0.31568
UID_33_3_6_all-17,32044.3,-0.512508,0.326208
UID_33_3_7_all-13,42807.6,-0.874981,-0.52372
UID_33_4_10_all-8,33756.7,-0.511178,-0.00415011
UID_33_4_11_all-23,40319.4,-0.788056,-0.375764
UID_33_4_12_all-19,47652.8,1.38848,-2.58466
UID_33_4_13_all-20,49067.2,-1.022,-1.09511
UID_33_4_14_all-13,29888,-0.364486,0.297425
UID_33_4_1_all-9,29888.6,-0.37814,0.353677
UID_33_4_2_all-37,42250.6,-0.779993,-0.806187
UID_33_4_3_all-11,28178,-0.304703,0.480026
UID_33_4_4_all-15,34834,-0.556966,-0.107043
UID_33_4_5_all-13,32179.7,-0.497573,0.238897
UID_33_4_6_all-17,42871.3,-0.735624,-0.99189
UID_33_4_7_all-19,34315.5,-0.540928,0.0208436
UID_33_4_8_all-9,36728.6,-0.243759,-0.561628
UID_33_4_9_all-32,45080.3,-0.972269,-0.610554
UID_33_5_1_all-16,36662.4,-0.624552,-0.177759
UID_33_5_2_all-12,30940.2,-0.415547,0.242952
UID_33_5_3_all-7,38866.7,-0.726958,-0.282259
UID_33_5_4_all-12,37329.2,-0.674889,-0.179001
UID_33_5_5_all-23,43298.7,-0.868693,-0.65381
UID_33_6_1_all-7,46920.2,-0.980603,-0.867286
UID_33_6_2_all-13,49783.5,-0.928771,-1.20314
UID_33_6_3_all-21,47701.6,-0.978365,-1.01137
UID_33_6_4_all-15,40550.1,-0.518585,-1.04677
UID_33_7_10_all-12,49897.1,-0.883153,-1.61958
UID_33_7_11_all-7,29222.9,-0.370792,0.464547
UID_33_7_12_all-8,8602.07,2.83086,-1.70331
UID_33_7_1_all-15,32630,-0.465978,0.090363
UID_33_7_2_all-4,25559.9,-0.196873,0.699684
UID_33_7_3_all-26,44900.4,-0.968908,-0.619102
UID_33_7_4_all-7,38454,-0.761731,-0.143301
UID_33_7_5_all-9,35010,-0.577406,-0.025178
UID_33_7_6_all-6,38168.7,-0.711139,-0.214112
UID_33_7_7_all-12,29295.5,-0.386748,0.499771
UID_33_7_8_all-18,46678.7,-0.971656,-0.908426
UID_33_7_9_all-20,43547.7,-0.884865,-0.591476
UID_33_8_1_all-11,39988.4,-0.775827,-0.355194
UID_33_8_2_all-9,37655.1,-0.685086,-0.188309
UID_33_9_1_all-9,31568.8,-0.4151,0.101007
UID_33_9_2_all-10,33613.2,-0.53059,0.0698849
UID_33_9_3_all-22,35758,-0.0823155,-1.12936
UID_33_9_4_all-17,47097.6,-1.00536,-0.870398
UID_34_10_10_all-10,42477.1,-0.824644,-0.633561
UID_34_10_11_all-12,23025.5,-0.0890408,0.966281
UID_34_10_1_all-18,43638.8,-0.895108,-0.605978
UID_34_10_2_all-13,31605.9,-0.339368,-0.119928
UID_34_10_3_all-24,30294.7,0.254948,-1.12337
UID_34_10_4_all-12,9983.96,2.00731,-0.985638
UID_34_10_5_all-12,28962.7,-0.283905,0.344269
UID_34_10_6_all-11,8852.34,2.08959,0.955967
UID_34_10_7_all-14,6179.56,2.08483,0.194022
UID_34_10_8_all-16,45084,-0.914655,-0.839539
UID_34_10_9_all-7,7228.17,2.73657,-0.948628
UID_34_11_10_all-19,44385.6,-0.206129,-1.9462
UID_34_11_11_all-7,22960.3,-0.0132033,0.704142
UID_34_11_12_all-16,37326.2,0.816306,-0.596431
UID_34_11_1_all-9,33271.5,-0.545438,0.189557
UID_34_11_2_all-12,26376.3,-0.247624,0.670091
UID_34_11_3_all-8,5732.83,2.59342,-0.339053
UID_34_11_4_all-16,6526.56,2.98363,-1.91485
UID_34_11_5_all-9,21716.5,-0.0397481,1.11584
UID_34_11_6_all-11,26087.7,-0.238369,0.732812
UID_34_11_7_all-10,28972.5,-0.234262,-0.0131559
UID_34_11_8_all-27,18980.4,2.43984,-0.653958
UID_34_11_9_all-14,38047.3,-0.712693,-0.196039
UID_34_12_10_all-16,36380,-0.615052,-0.214268
UID_34_12_11_all-10,14222.2,2.10239,-3.04323
UID_34_12_12_all-9,21573.8,-0.0134593,1.0866
UID_34_12_13_all-13,30254.5,-0.38509,0.308997
UID_34_12_14_all-21,39060.7,-0.744093,-0.292269
UID_34_12_15_all-8,21071.3,-0.0104731,1.17631
UID_34_12_1_all-9,28686,-0.0628021,0.0575092
UID_34_12_2_all-12,34413.3,-0.569797,0.0453451
UID_34_12_3_all-5,35600.4,-0.591098,-0.0922919
UID_34_12_4_all-19,41544.7,-0.289873,-2.00329
UID_34_12_5_all-11,25979.6,-0.236408,0.75336
UID_34_12_6_all-8,27773.9,-0.274351,0.474271
UID_34_12_7_all-20,25629.8,0.187395,0.536871
UID_34_12_8_all-3,3435.59,2.67193,-1.36585
UID_34_12_9_all-27,13899.7,2.68371,-1.88094
UID_34_13_10_all-21,41645.9,-0.858496,-0.423244
UID_34_13_11_all-4,3772.2,2.55883,-1.65055
UID_34_13_12_all-8,49491.7,-0.588874,-1.35093
UID_34_13_13_all-14,27585.4,-0.300079,0.604317
UID_34_13_14_all-10,22160.4,-0.0419533,1.04117
UID_34_13_15_all-13,34168.4,-0.243698,-0.911227
UID_34_13_1_all-15,388.136,1.80722,4.49186
UID_34_13_2_all-15,23067.9,-0.0776285,0.933003
UID_34_13_3_all-7,3030.54,2.89708,-1.45374
UID_34_13_4_all-10,26198.6,-0.108326,0.491677
UID_34_13_5_all-6,41759.5,-0.524941,-1.18922
UID_34_13_6_all-15,39887.5,-0.794867,-0.279217
UID_34_13_7_all-15,5707.38,2.27437,-0.977159
UID_34_13_8_all-6,25102.1,-0.134531,0.644492
UID_34_13_9_all-17,21449.1,0.0465367,0.860782
UID_34_14_10_all-29,47520.3,-1.04044,-0.789429
UID_34_14_1_all-18,42797.8,-0.789021,-0.800821
UID_34_14_2_all-16,25307,-0.18056,0.741041
UID_34_14_3_all-18,31247.2,-0.439101,0.261345
UID_34_14_4_all-19,3479.66,2.61132,-1.12185
UID_34_14_5_all-10,8269.61,2.52534,-0.512833
UID_34_14_6_all-23,34034.8,-0.38261,-0.204531
UID_34_14_7_all-14,14768.6,1.58085,0.90746
UID_34_14_8_all-26,38260.5,-0.720859,-0.209246
UID_34_14_9_all-15,30202.6,0.0310061,-0.991619
UID_34_15_10_all-30,37688.3,-0.641972,-0.318316
UID_34_15_1_all-22,38098.4,-0.632719,-0.406571
UID_34_15_2_all-14,12553.3,2.53804,-0.862922
UID_34_15_3_all-13,25529.8,-0.16432,0.625193
UID_34_15_4_all-21,35430.5,-0.607727,-0.0370991
UID_34_15_5_all-8,6961.3,2.42924,-1.78807
UID_34_15_6_all-56,48198,-1.06278,-0.859893
UID_34_15_7_all-12,34067.6,-0.549389,0.0459491
UID_34_15_8_all-10,27630.7,-0.0535713,-0.026661
UID_34_15_9_all-8,21550.6,-0.00798989,1.06389
UID_34_16_1_all-18,37323.4,-0.0364302,-1.92056
UID_34_16_2_all-9,5307.68,1.11086,2.96587
UID_34_16_3_all-20,36995.7,-0.674511,-0.121305
UID_34_16_4_all-19,38266.9,-0.619789,-0.559947
UID_34_16_5_all-29,18888.8,1.39949,-1.84189
UID_34_16_6_all-8,25661.4,-0.131117,0.451511
UID_34_16_7_all-14,21495.1,0.0626477,0.909459
UID_34_17_10_all-11,42529.4,-0.794108,-0.664764
UID_34_17_11_all-27,38098.3,-0.574624,-0.648757
UID_34_17_12_all-15,31804,-0.466243,0.248807
UID_34_17_13_all-9,34506.8,-0.53971,-0.0784604
UID_34_17_14_all-33,35149.8,-0.600386,0.00330123
UID_34_17_15_all-20,21698.6,0.0625278,0.847805
UID_34_17_16_all-12,2300.62,2.03718,-0.514795
UID_34_17_17_all-22,42085.9,-0.854443,-0.478301
UID_34_17_18_all-15,2738.85,2.56754,-0.210958
UID_34_17_1_all-14,31796.7,-0.496786,0.327427
UID_34_17_2_all-7,25715.6,-0.20008,0.693288
UID_34_17_3_all-20,30687.4,2.92025,0.0113239
UID_34_17_4_all-17,35125.9,-0.594129,-0.0130553
UID_34_17_5_all-35,44616.1,-0.934293,-0.679736
UID_34_17_6_all-23,38785.3,-0.708895,-0.32038
UID_34_17_7_all-22,40532.9,-0.793162,-0.399356
UID_34_17_8_all-17,34332.9,-0.44048,-0.303499
UID_34_17_9_all-28,41227.4,-0.823013,-0.419543
UID_34_18_10_all-27,6768.3,2.40605,-1.99734
UID_34_18_11_all-26,40047.5,-0.809689,-0.277557
UID_34_18_12_all-18,27164.6,-0.27695,0.615406
UID_34_18_13_all-23,29556.9,1.51703,-0.25762
UID_34_18_1_all-6,26246.4,-0.00723228,0.0268337
UID_34_18_2_all-20,32780,-0.222392,-0.917397
UID_34_18_3_all-7,34137.5,-0.589692,0.162483
UID_34_18_4_all-11,33900.2,-0.0555125,-1.17332
UID_34_18_5_all-24,3981.2,1.28553,3.32912
UID_34_18_6_all-22,30626.8,2.05017,-0.37377
UID_34_18_7_all-16,4357.04,2.7576,-1.80964
UID_34_18_8_all-15,30098.4,0.196951,-1.13143
UID_34_18_9_all-24,38331.1,-0.675234,-0.33719
UID_34_19_10_all-14,28096.9,-0.356042,0.649049
UID_34_19_11_all-9,3999.2,1.95686,-0.210225
UID_34_19_12_all-15,23244.2,-0.0651698,0.821918
UID_34_19_13_all-12,25443.3,-0.218791,0.801132
UID_34_19_14_all-4,31591.2,-0.470648,0.295025
UID_34_19_15_all-9,33931.6,-0.5138,-0.0501244
UID_34_19_16_all-19,17865,0.731607,0.973603
UID_34_19_1_all-8,22768.7,-0.0474395,0.903034
UID_34_19_2_all-19,27609.4,-0.292424,0.578996
UID_34_19_3_all-10,23338.8,-0.0901004,0.873637
