Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9
UID_H20_19_1_hem-9,-96.0948,53.5617,-54.7513,-9.31876,-36.417,36.4223,-9.73515,66.0176,-45.0898
UID_H20_19_2_hem-10,-231.576,152.283,-7.75668,-10.0228,19.8304,33.2398,-10.4839,2.97006,15.6154
UID_H20_19_3_hem-3,-217.541,132.86,9.39915,-36.9537,6.51799,47.9221,17.4089,7.80872,-1.00924
UID_H20_1_1_hem-4,-86.4883,-74.879,-27.3876,-9.072,-7.11337,-8.23745,3.89426,-5.47443,4.96472
UID_H20_1_2_hem-2,19.7754,-145.38,7.27589,9.11288,2.87568,-5.88596,2.52646,-4.1565,3.47497
UID_H20_1_3_hem-2,61.447,-147.062,33.1385,13.2884,11.7593,-6.4387,0.389231,-3.96914,2.71692
UID_H20_20_1_hem-8,-199.18,210.461,53.3927,-25.0278,42.2333,-5.27602,37.589,-16.5159,-17.8296
UID_H20_20_2_hem-2,29.5069,-155.683,6.47487,12.2618,-0.045313,-0.203192,-7.43181,1.02788,4.1939
UID_H20_20_3_hem,540.42,-172.174,104.486,51.7035,107.503,54.0562,4.39177,6.79649,-40.5686
UID_H20_20_4_hem-4,-72.2886,-15.7286,-9.24419,-9.28713,-20.3768,20.2984,-44.6386,12.8619,10.6288
UID_H20_20_5_hem-9,38.0858,-167.77,2.15797,12.6147,-7.80217,-6.21745,2.48747,-5.76677,-0.842301
UID_H20_22_1_hem-2,-20.2929,4.08721,-33.073,54.2639,-13.5739,-40.8257,-48.1206,6.78642,-14.1522
UID_H20_23_1_hem-3,-6.57392,-122.07,-22.2512,10.4848,-23.2277,8.40702,11.1306,17.7199,1.08448
UID_H20_23_2_hem-2,-5.65507,-98.7415,6.20885,-3.57423,5.42579,3.50827,8.01333,6.86159,5.10535
UID_H20_23_3_hem-2,59.1539,-135.757,-5.76493,16.8357,20.1188,8.7652,-6.8976,-12.6699,7.88081
UID_H20_24_1_hem-3,29.444,-118.963,4.28262,3.08498,-0.217402,-16.7818,-27.7148,-11.9617,-3.93758
UID_H20_24_2_hem-2,48.0726,-136.97,22.924,-4.55117,-5.78911,-33.6121,17.3689,-6.90027,6.79481
UID_H20_25_1_hem-2,28.3841,-77.6061,65.1671,16.8105,32.7046,20.4666,7.00085,5.18885,2.07842
UID_H20_26_1_hem-2,-163.033,8.20111,-15.1726,-24.7699,-7.97734,12.6137,14.7922,-5.18916,-10.4289
UID_H20_27_1_hem-2,-166.32,14.4066,-14.8885,-26.1666,-8.7349,14.3901,15.3833,-4.04882,-7.71528
UID_H20_27_2_hem-2,34.6484,-130.1,30.4393,9.79814,5.01374,-2.30643,10.2041,9.94602,10.0868
UID_H20_28_1_hem-6,18.7126,-117.224,4.58478,2.69031,3.10732,-2.37432,3.77506,-7.84492,-17.4451
UID_H20_28_2_hem-5,21.7638,-131.581,14.3485,5.99576,-8.44358,15.7287,-4.16931,6.04576,-8.2832
UID_H20_28_3_hem-36,-214,28.2006,-59.8686,-32.0948,-15.6737,10.4715,3.0073,-6.71328,-4.82754
UID_H20_28_4_hem-10,-190.715,33.1166,-33.3198,-28.4753,-15.3499,25.3034,11.1043,6.32681,-1.33481
UID_H20_28_5_hem-12,-62.6056,21.9758,20.767,-5.89039,14.6147,-7.44658,-3.64647,-6.78962,-15.597
UID_H20_28_6_hem-6,37.9199,-145.721,18.3391,8.34021,4.86511,-0.620842,7.52739,-1.14665,-4.07962
UID_H20_29_1_hem-4,19.6131,-120.544,13.2006,14.5353,3.98898,-24.818,10.6825,-4.4021,-1.33476
UID_H20_29_2_hem-11,-23.6512,-105.021,1.59681,5.9518,2.92673,4.61234,7.88388,1.23581,2.84708
UID_H20_29_3_hem-9,-10.3158,-119.693,-0.840206,1.60144,-9.49666,-3.69051,0.81525,-15.0285,0.579296
UID_H20_29_4_hem-6,16.3365,-73.0701,61.5229,8.7155,21.7269,16.0807,3.1457,-1.22295,2.76695
UID_H20_29_5_hem-9,7.80312,-135.696,6.71628,12.1435,2.23409,-13.1763,9.18293,-0.73006,-1.59266
UID_H20_29_6_hem-2,692.321,20.048,-14.3732,-68.1318,19.172,-8.39486,-6.879,39.9124,-34.6359
UID_H20_29_7_hem-6,-5.71625,-109.779,-2.24232,3.86237,4.64444,-2.37077,-2.5886,3.55534,4.24295
UID_H20_2_1_hem-3,-70.2439,-67.3748,-9.20041,-5.9844,-1.6769,-0.721533,10.7406,-2.43929,5.8848
UID_H20_2_2_hem-13,-154.011,32.4401,10.3358,-5.53438,-8.03752,17.9101,-9.13041,16.9942,18.1238
UID_H20_2_3_hem-23,-166.088,-7.60618,-39.873,-35.9776,-14.6726,-8.31752,-0.530644,-14.9157,4.90382
UID_H20_2_4_hem-4,-94.4065,54.1691,33.6216,-57.1085,38.0527,8.7988,31.7315,-35.1037,6.6216
UID_H20_2_5_hem-2,65.5268,-168.278,28.0009,17.6726,7.3107,-2.99018,9.61006,0.922417,9.2916
UID_H20_2_6_hem-5,-33.671,-106.583,-11.4046,-2.42767,-4.35308,-5.0407,-3.36851,-5.13908,2.97258
UID_H20_30_1_hem,759.155,237.302,-137.788,-34.4483,3.3608,59.8473,-26.8616,26.7258,-39.0458
UID_H20_30_2_hem-18,-197.788,41.637,-34.1451,-33.1223,-7.42246,13.7338,1.51728,2.02769,7.53511
UID_H20_30_3_hem-3,-96.2694,3.46814,16.84,-18.8026,4.42081,21.9169,14.1239,18.2116,-10.0283
UID_H20_31_1_hem-5,-123.228,18.6454,-46.5387,-7.03801,12.4484,-50.2617,-26.8117,-9.64133,13.3444
UID_H20_31_2_hem-14,-46.5963,-0.644385,-49.9347,55.6198,-79.6131,21.1861,-19.9819,22.5542,35.2445
UID_H20_31_3_hem-16,-60.6818,-25.3331,-31.5625,42.8045,-11.3399,-3.36676,-10.6565,7.55571,-1.64742
UID_H20_31_4_hem-5,64.3351,-91.1504,58.607,20.748,26.891,-11.6978,-17.3388,-5.65466,17.7299
UID_H20_32_1_hem-4,49.42,-96.6954,55.5657,5.40974,33.1369,19.6468,3.55905,-7.9985,-8.2303
UID_H20_32_2_hem-2,-42.417,-88.2977,-30.4292,-2.70623,-14.463,-13.4133,-19.4351,5.37368,0.0814465
UID_H20_33_1_hem-6,-94.8102,-72.7619,-34.5292,-3.71009,-7.55639,-4.91037,10.3582,-11.0822,-8.88278
UID_H20_33_2_hem-2,51.7541,-96.9172,61.7513,19.7228,32.175,13.3806,1.8804,8.28793,5.93087
UID_H20_33_3_hem-7,-27.8116,-58.1679,-28.7449,36.0472,-8.72905,2.94361,3.51528,18.1777,12.4688
UID_H20_34_1_hem-3,28.3068,-166.7,-3.95919,12.7121,-1.04125,-8.72172,0.706877,-5.54256,-1.80797
UID_H20_34_2_hem-2,-6.28942,-51.3871,42.1364,4.69496,26.1735,-3.40423,-3.70658,12.7122,15.1402
UID_H20_35_1_hem-2,8.35225,-55.2318,58.9947,-6.55684,27.4118,20.0922,27.9205,15.1321,4.79442
UID_H20_36_1_hem-10,-39.193,-109.155,-18.8903,-9.78076,-7.35166,-8.85194,-7.73948,-7.07304,2.66557
UID_H20_36_2_hem-25,-206.04,88.3813,-14.8591,-26.459,1.85241,22.8319,0.056915,9.28256,16.5544
UID_H20_37_1_hem-13,6.08266,-125.447,2.22121,5.49375,0.942768,-15.1735,0.256127,-12.5956,-1.99825
UID_H20_37_2_hem,679.98,139.716,-35.4753,-12.2282,109.127,79.188,-16.4944,-17.5458,-67.3241
UID_H20_37_3_hem-13,-72.2792,-5.20841,-15.1125,-18.8298,-12.5934,-1.563,-32.0645,5.09774,3.52889
UID_H20_37_4_hem-4,5.29088,-18.0747,84.5201,3.86853,39.4626,17.0716,10.9678,10.5768,8.38502
UID_H20_3_1_hem-6,-31.062,-113.094,-11.13,1.46044,-3.84865,0.981433,3.0442,-1.22063,-4.56953
UID_H20_3_2_hem-2,50.6188,-137.028,41.0304,19.2929,22.7328,5.05978,4.87734,2.05849,6.83858
UID_H20_4_1_hem-7,-177.562,63.4785,4.48658,-34.2935,5.96732,27.5354,11.9433,-3.07721,-2.53463
UID_H20_5_1_hem-3,8.71372,-87.813,19.6994,-9.12107,-2.12412,15.1027,-0.721985,18.6186,-15.246
UID_H20_5_2_hem-5,-76.4091,27.1528,10.1176,22.8127,1.61113,-42.2772,26.8413,2.50657,50.8976
UID_H20_6_1_hem-4,-5.13259,-136.778,-15.6253,-4.43399,-11.1216,-14.7069,-5.95941,-9.6052,-1.71548
UID_H20_6_2_hem-6,32.0756,-87.6099,36.624,-0.917143,13.7389,25.9477,-6.15105,5.21947,-15.6479
UID_H20_6_3_hem-5,-153.149,-16.047,-35.0743,-21.6109,-11.6486,4.62248,4.69369,-1.27695,4.39522
UID_H20_7_1_hem-2,26.7732,-143.779,7.02045,4.06742,-3.60383,1.75721,1.13823,3.5915,-3.32263
UID_H20_7_2_hem-5,20.7626,-93.4965,3.66942,10.6528,-9.17091,-3.54097,-0.933446,10.4,-12.7483
UID_H20_7_3_hem-5,-6.01953,-111.792,12.4185,2.65061,2.91443,10.7683,3.02232,3.82523,-3.89475
UID_H20_8_1_hem-3,68.7559,-184.446,17.7092,15.7887,5.63296,-2.14803,10.9083,-2.74241,-4.16814
UID_H20_8_2_hem-3,-8.05911,-105.214,6.9393,5.97282,1.77297,6.07339,-2.12025,-2.23667,-1.24238
UID_H20_8_3_hem-2,39.1767,-115.475,46.1727,21.0615,24.0743,15.5729,-15.8153,-7.7105,-12.684
UID_H20_8_4_hem-2,59.2845,-170.467,16.8886,14.5058,-0.671907,-7.07117,7.53491,-2.08948,1.33398
UID_H20_9_1_hem-7,35.5844,-131.088,21.625,8.59093,8.88043,0.858331,14.8792,-12.086,-17.8588
UID_H20_9_2_hem-4,-107.988,65.095,12.3674,-29.7083,33.0056,-60.531,-2.74607,-45.3414,35.7297
UID_H20_9_3_hem-2,12.0641,-136.663,-1.93881,2.2328,-2.56136,-6.10913,0.764551,-10.961,-5.19988
UID_H20_9_4_hem-3,27.909,-138.939,14.0474,9.5324,4.7508,6.77195,8.14988,5.13496,-3.97695
UID_H23_10_10_hem-7,735.255,-34.5303,-76.798,-111.149,21.3109,-118.397,-3.84052,147.436,14.7406
UID_H23_10_11_hem-6,-11.6383,95.8866,115.145,22.2831,20.0444,-30.1879,-27.1658,-45.3276,-5.18339
UID_H23_10_12_hem-2,737.503,37.864,-59.7171,-61.5629,-74.4018,0.0669711,-7.30661,38.2679,-0.863066
UID_H23_10_13_hem-3,671.918,20.3625,30.9961,-78.6555,18.4087,-1.12588,-1.35809,15.5519,-53.1023
UID_H23_10_1_hem-2,39.8502,-72.7822,-13.4344,3.88601,-7.41071,1.14734,-10.8834,6.75311,6.49825
UID_H23_10_2_hem-4,699.965,65.1888,-115.618,91.6971,15.5174,72.2739,-64.1599,-17.8688,18.9431
UID_H23_10_3_hem-2,692.835,114.503,-48.3668,-4.80376,10.9811,55.9422,-27.4743,15.3354,-71.3568
UID_H23_10_4_hem-17,-108.608,20.9534,-1.14358,-7.38819,-4.58365,31.5059,2.86549,23.0118,0.212447
UID_H23_10_5_hem-13,690.196,272.818,87.9668,-127.022,-97.4148,-125.929,-30.606,51.9955,25.4998
UID_H23_10_6_hem-3,78.3209,-159.856,25.1935,17.382,4.0791,-19.763,-12.069,-6.16852,4.65368
UID_H23_10_7_hem-4,-23.9108,114.77,192.176,8.55883,3.67135,-15.4004,-0.796361,-51.851,-17.8686
UID_H23_10_8_hem-3,655.616,109.068,-3.0369,-6.4902,53.5392,128.408,-3.04599,-21.8285,-47.5557
UID_H23_10_9_hem-6,126.458,104.116,55.282,-230.685,192.581,-96.7525,-259.924,-18.0446,-16.2114
UID_H23_11_1_hem-9,583.096,54.6505,64.5128,22.0449,134.032,92.2863,-10.3825,11.3409,-63.0742
UID_H23_11_2_hem-6,645.971,213.064,-27.1441,-26.6619,118.689,129.092,-0.27717,17.7911,-31.6482
UID_H23_11_3_hem-3,678.93,198.511,-50.1573,-27.1331,5.97335,116.433,1.45091,0.133344,7.30873
UID_H23_11_4_hem-6,711.256,228.657,-86.2117,-51.288,67.7944,91.0839,-11.961,-23.2414,-15.9881
UID_H23_11_5_hem-2,-46.4878,-102.487,-8.29234,-0.348485,-3.43332,5.10871,2.53791,-1.13887,-1.73921
UID_H23_12_10_hem-2,631.508,78.3855,-6.53418,-38.5718,67.0199,5.6981,48.9465,17.1848,-6.22353
UID_H23_12_11_hem-5,-15.825,-92.6789,18.8662,3.61512,9.36799,-0.763686,6.18057,-9.27445,0.868859
UID_H23_12_12_hem-2,734.919,85.3797,-98.5015,-61.1852,32.3297,12.7258,20.931,-27.6246,22.4907
UID_H23_12_13_hem-4,672.277,66.0981,64.777,-121.702,-6.33502,-1.17351,27.9938,24.3781,-21.3942
UID_H23_12_14_hem-3,31.6084,-162.763,2.78397,12.8666,-1.65781,-5.16475,3.92219,-7.02276,-0.144336
UID_H23_12_1_hem-2,0.536184,-117.195,-4.6849,6.5764,-3.43818,2.28004,1.93622,6.22389,-1.93112
UID_H23_12_2_hem-2,791.264,128.957,-137.067,-60.2005,37.6045,-0.418217,-25.5404,-24.8112,-28.278
UID_H23_12_3_hem-4,11.9453,-127.882,0.346378,-1.22947,-7.77221,0.761639,-5.63181,0.114935,-6.79931
UID_H23_12_4_hem-5,-47.1248,-87.7848,-18.8604,-10.5442,-10.3318,-1.44691,-10.6115,-6.94305,-2.62498
UID_H23_12_5_hem-7,-46.1438,-42.9565,36.6557,-5.94909,16.0024,7.73913,12.985,-0.706808,9.2757
UID_H23_12_6_hem-8,-21.341,-105.288,6.53754,3.06664,6.60837,4.92777,9.91511,-2.99786,-0.0171469
UID_H23_12_7_hem-3,-17.8902,-101.971,-1.52566,12.0031,-11.351,-2.15657,30.0849,8.01545,-18.3971
UID_H23_12_8_hem-9,-81.8374,-56.8387,-16.7406,-11.6974,-6.05847,8.75872,-10.0075,-5.87085,-7.62177
UID_H23_12_9_hem-5,-13.4616,-126.682,-2.13205,6.27083,-0.710356,0.633618,10.8403,-2.29493,1.20925
UID_H23_13_10_hem-16,-8.6418,-51.8413,30.5892,-6.40969,21.6638,8.05035,32.6354,0.13348,-9.89093
UID_H23_13_11_hem-7,-38.2793,87.7,-60.3179,81.5273,14.8788,-51.789,-1.96456,19.8004,15.6278
UID_H23_13_12_hem-2,717.732,41.2866,-79.7672,-5.63407,-44.9307,45.6768,4.66814,-13.456,-4.4107
UID_H23_13_1_hem-7,-19.3808,-91.1757,16.2643,2.78137,10.1196,-2.31028,7.99127,-8.15739,-1.62323
UID_H23_13_2_hem-2,715.317,97.9782,-70.4816,-73.5592,52.8006,42.3221,19.0589,-30.9078,-12.3258
UID_H23_13_3_hem-4,653.114,60.2156,77.8944,-123.281,-4.03616,-21.6925,26.8415,31.955,-15.4412
UID_H23_13_4_hem-3,31.6903,-160.83,3.585,13.543,1.80906,-7.98934,6.33987,-7.02938,-2.26026
UID_H23_13_5_hem-3,7.05748,-118.478,8.43058,5.01152,3.74713,-0.158978,-11.6022,1.32783,-2.84676
UID_H23_13_6_hem-2,58.1207,-127.342,-3.16864,32.1157,-8.11279,-7.28381,-7.50505,16.6948,6.10171
UID_H23_13_7_hem-8,-5.61211,-92.4666,13.7915,-1.89672,4.23076,-5.553,-6.25359,-5.02196,0.330891
UID_H23_13_8_hem,658.186,-20.5204,100.229,-154.047,-24.775,-87.6764,34.1665,-49.8974,4.62782
UID_H23_13_9_hem-13,-80.8837,-67.2386,-23.6838,-0.839635,-1.12372,-0.00792507,-6.68423,-7.68862,-2.31159
UID_H23_14_1_hem-6,651.921,142.998,-34.8148,96.7619,-17.9467,71.6226,49.6679,105.344,55.1685
UID_H23_14_2_hem-2,750.853,312.468,-107.094,-96.0231,-14.3396,113.745,24.9445,-72.0691,19.1789
UID_H23_14_3_hem-3,19.3697,-144.504,-8.09958,0.965514,-8.12662,-9.9038,-7.81338,-1.30746,-3.86879
UID_H23_14_4_hem-9,724.285,159.892,-53.7914,-85.6935,11.5109,71.2915,-9.93539,50.1186,7.02918
UID_H23_14_5_hem-4,-35.9638,-82.5507,-16.0511,-8.92166,-12.3815,-1.33827,-2.78602,-0.56824,-5.91305
UID_H23_14_6_hem-8,15.8069,-138.285,-2.51536,6.59974,-3.51445,-4.42156,-3.52369,-3.39845,-2.97647
UID_H23_14_7_hem,571.183,61.0707,18.5502,82.0778,77.4683,-38.898,85.7422,136.04,72.2919
UID_H23_14_8_hem-5,17.4566,-132.423,10.4869,12.5728,6.97892,1.45883,2.13873,0.266849,-4.35536
UID_H23_15_10_hem-3,759.172,35.5739,-39.5149,-40.4954,-100.789,46.708,-38.5275,3.01568,11.6586
UID_H23_15_11_hem-7,-165.602,22.8458,-22.5827,-18.8206,2.31657,7.18584,-4.57543,-6.13676,13.5355
UID_H23_15_1_hem-3,12.8004,-28.633,2.14497,10.3121,-3.27255,-23.3019,-13.2921,12.0967,-13.1235
UID_H23_15_2_hem-26,-198.894,10.7494,-58.8999,-32.262,-22.0598,6.39516,1.85361,-1.21659,-0.665369
UID_H23_15_3_hem-10,-12.489,-117.55,-4.49295,11.4755,-23.3524,8.24885,6.41835,4.01532,15.3152
UID_H23_15_4_hem-3,678.478,38.7209,26.3469,-83.7502,17.2658,48.2303,-21.306,-6.18339,-37.0413
UID_H23_15_5_hem-19,-160.487,12.3679,-34.3495,-27.096,-12.217,1.89952,-5.79693,-14.5698,10.3643
UID_H23_15_6_hem-30,-251.746,89.6391,-58.0394,-45.8015,-27.073,8.38408,-0.488786,11.9057,8.86901
UID_H23_15_7_hem-5,81.2021,-162.403,38.2741,24.8928,15.4698,1.50971,-11.8838,-7.05264,-6.96819
UID_H23_15_8_hem,712.429,3.46716,-48.3243,-54.621,68.3189,21.022,12.3849,-32.6029,-18.0439
UID_H23_15_9_hem-3,-122.784,384.22,139.178,109.509,-3.20846,34.6223,-18.2559,-15.4077,65.2801
UID_H23_16_10_hem-7,-62.7014,-11.5602,26.2267,-19.4022,9.20696,29.5682,7.55199,10.5302,-13.4489
UID_H23_16_11_hem-3,81.4642,-150.615,35.7723,12.1417,6.99845,2.8366,3.52359,10.1479,-8.39875
UID_H23_16_12_hem-12,-172.329,42.4041,-24.1976,-40.7808,-14.3335,1.72999,8.81403,-5.80265,-1.36455
UID_H23_16_13_hem-4,672.097,193.094,-3.69071,-108.296,56.4895,52.6498,-14.1486,24.4963,-22.8585
UID_H23_16_14_hem-2,108.107,-218.128,19.4901,20.0608,0.235571,-19.1927,2.59482,-6.21713,1.49714
UID_H23_16_15_hem,668.596,-8.18677,-35.3705,-30.247,52.7159,43.8463,26.752,-28.1444,-3.47766
UID_H23_16_16_hem,650.393,4.44384,2.28107,-26.7509,51.1987,53.5566,34.1178,-44.5481,-9.52352
UID_H23_16_17_hem-11,37.2362,-155.886,13.8243,20.02,7.29202,-8.77829,9.77707,-1.36949,3.13653
UID_H23_16_18_hem-17,697.322,238.857,-45.1949,-141.179,-76.2501,-47.7553,40.0419,-6.55151,25.144
UID_H23_16_1_hem-8,-20.5439,-107.958,4.58587,2.25363,-4.07081,5.42466,9.29032,2.80664,2.74323
UID_H23_16_2_hem-27,-168.836,2.08272,-29.483,-20.3168,-8.34112,13.9724,10.8161,0.497892,5.12789
UID_H23_16_3_hem-3,17.4101,-85.2262,52.1169,12.8435,33.4762,8.43389,-11.5903,4.04787,1.42175
UID_H23_16_4_hem-9,17.1918,-124.576,-3.02984,-6.47039,-8.11783,-4.70093,-9.82284,-3.07883,-4.69781
UID_H23_16_5_hem-6,-95.8485,199.675,233.684,-40.1719,-6.32234,30.9619,57.9828,18.2708,-54.9189
UID_H23_16_6_hem-5,710.544,-67.3097,202.741,-128.499,-244.559,-247.469,-57.036,-97.3181,48.118
UID_H23_16_7_hem,753.672,27.4491,-124.892,-7.62866,-60.4525,7.31824,3.987,-31.1535,16.5513
UID_H23_16_8_hem-13,-158.4,11.4529,-24.3666,-31.9369,-10.0173,-5.9464,5.01532,-7.40489,6.8219
UID_H23_16_9_hem-18,-141.464,-0.810113,-42.7232,-0.500291,-3.38945,-43.4121,1.68867,-13.7304,5.73185
UID_H23_17_1_hem-11,-57.4244,-69.9446,-5.69422,-11.926,0.843997,-1.79017,-7.28189,-8.65326,1.2981
UID_H23_17_2_hem-11,-55.3911,35.422,5.64297,26.4281,20.4942,-0.980677,10.0752,20.3247,-68.6907
UID_H23_17_3_hem-3,59.7041,123.267,163.031,68.488,19.5236,-42.1554,-47.1296,-23.5361,-11.0187
UID_H23_17_4_hem-2,62.1201,115.2,231.848,39.1457,-4.95964,15.5045,-24.7018,-37.0115,-13.0577
UID_H23_17_5_hem-4,30.3393,-141.521,20.4741,17.9274,3.54695,-4.40079,19.6947,5.86935,-10.0665
UID_H23_17_6_hem-2,267.874,213.735,106.825,22.3993,45.0273,-150.177,21.9191,75.3112,7.78998
UID_H23_17_7_hem-2,97.803,-187.939,2.31793,16.2312,-11.4625,-20.2707,-2.02819,9.14711,5.99146
UID_H23_18_10_hem-6,-11.7448,-118.22,4.0811,0.842159,-1.57707,-1.62932,3.46011,-3.66775,-2.13723
UID_H23_18_11_hem-2,577.705,-133.407,87.1185,36.7582,74.0749,56.9727,-3.0337,14.8346,-59.7203
UID_H23_18_12_hem-9,-98.3614,-63.0578,-20.8755,-15.1454,-10.7002,6.76914,16.6234,-2.27694,1.0446
UID_H23_18_13_hem-9,12.0272,-137.333,0.986047,0.625147,-5.84188,2.07341,7.15269,0.143578,-3.0098
UID_H23_18_1_hem-15,264.146,103.256,-59.9463,24.881,237.784,-37.1156,15.3928,103.789,-3.77363
UID_H23_18_2_hem-2,102.38,-205.559,27.4962,22.3926,9.07738,-12.5825,4.38615,-3.76361,0.96091
UID_H23_18_3_hem-3,18.0961,-77.4224,47.037,26.716,35.5305,17.4216,-14.8865,-1.01365,5.11591
UID_H23_18_4_hem-7,34.7251,2.54219,-21.3039,56.9126,-23.4741,-63.5637,-44.6063,21.2056,17.0635
UID_H23_18_5_hem-2,17.3105,-160.99,-9.86768,3.67637,-7.68783,-10.5733,1.21758,-4.79376,-6.68018
UID_H23_18_6_hem-15,-70.1324,-33.9404,-3.52948,-8.20364,-5.75295,-7.56401,-2.26257,-1.98014,-1.47891
UID_H23_18_7_hem-4,96.9063,-95.4198,24.4504,35.4974,3.2892,-31.0978,-32.0029,17.4504,12.1461
UID_H23_18_8_hem-6,-89.7498,-22.2242,-0.481318,-27.3279,4.80425,-8.39453,1.75084,16.0485,0.142574
UID_H23_18_9_hem-5,-48.4953,-84.1162,-10.2031,-13.127,-3.74095,-5.62049,9.44178,-6.6007,-2.57837
UID_H23_19_10_hem-3,22.5493,-84.1919,48.2274,27.1188,33.0131,18.0868,-16.2695,0.0442122,2.9326
UID_H23_19_11_hem-9,-17.0935,-89.2896,15.6114,-0.534334,-4.47532,-3.44986,12.3745,11.3609,12.611
UID_H23_19_12_hem-5,5.36439,-121.333,8.79597,-0.32062,2.04417,-4.04728,3.79484,-6.41481,2.96143
UID_H23_19_13_hem-4,725.064,86.4729,-87.6322,-53.3407,85.7643,38.5071,6.98214,-26.0438,36.2365
UID_H23_19_14_hem-9,625.145,115.006,21.7338,-167.573,-40.1432,-92.1367,58.4615,55.4685,-21.2669
UID_H23_19_15_hem-7,653.806,48.2994,-4.24968,-86.5535,-30.2607,-33.3195,24.816,146.172,-40.4693
UID_H23_19_16_hem-9,8.70252,-108.233,27.3828,8.6537,9.34292,12.3621,7.85489,5.40986,1.90697
UID_H23_19_17_hem-9,-14.6381,-114.878,2.64874,0.0518926,-1.87547,-0.279138,3.67784,-2.52707,-3.61619
UID_H23_19_1_hem-5,737.181,174.562,-53.0599,-150.976,-71.3095,-28.2109,70.265,25.5667,-10.3503
UID_H23_19_2_hem-4,6.94958,-95.894,21.8181,1.89927,12.9425,-6.24978,-17.0873,-13.1414,5.63236
UID_H23_19_3_hem-5,4.79536,-77.8512,-11.6586,12.7228,-19.75,2.639,7.16906,21.9031,-23.1489
UID_H23_19_4_hem-2,55.4803,-146.138,26.1468,8.50119,1.27014,-2.61726,6.18147,-0.603375,-2.57359
UID_H23_19_5_hem-4,-53.6514,-57.091,7.09042,-1.12434,10.5706,3.11405,3.1035,8.0026,9.74698
UID_H23_19_6_hem-3,700.437,89.708,-39.4548,-15.7528,-2.6347,83.3963,3.2403,-26.9433,-32.1985
UID_H23_19_7_hem-19,628.427,76.4997,-249.392,292.803,228.168,58.0457,-138.662,-179.831,41.8103
UID_H23_19_8_hem-4,263.752,203.645,138.283,4.30484,46.9021,-145,15.1672,79.161,8.39203
UID_H23_19_9_hem-2,751.752,244.86,-145.43,-107.218,30.3651,-23.1045,59.2175,-51.8206,56.9011
UID_H23_1_1_hem-7,-109.151,315.412,232.266,60.5167,-1.32302,-29.3435,-34.1409,-38.6492,-22.3128
UID_H23_1_2_hem-2,43.8041,-97.2245,39.3066,6.65216,15.2639,-3.52622,-0.0409071,7.10505,10.3674
UID_H23_1_3_hem-3,65.2519,-179.162,19.357,18.301,3.61726,-0.800716,4.24493,6.19393,-2.06627
UID_H23_20_10_hem-5,670.705,86.914,-32.1647,-14.4364,25.9813,95.0692,2.36128,-8.2515,-15.2904
UID_H23_20_11_hem-12,-63.5886,-3.89288,-40.6436,5.74252,-35.7345,-16.4032,17.2527,27.5575,-12.7381
UID_H23_20_12_hem-3,22.4231,-92.6768,36.1726,-0.604357,10.7777,-0.866256,-2.89061,-2.15535,-3.01314
UID_H23_20_13_hem-4,22.7744,-158.219,-2.3952,8.94124,-4.16646,-14.7379,8.48716,-5.50257,-1.07415
UID_H23_20_1_hem-17,-248.521,166.811,-12.9563,-74.4211,-1.38964,31.7188,-15.3735,-3.45018,-3.34073
UID_H23_20_2_hem-3,37.3456,-152.276,-5.26098,-4.8327,-12.9786,-15.1422,-9.80604,-1.98374,-0.357003
UID_H23_20_3_hem-6,3.51741,-56.7814,22.5443,16.4968,14.4031,3.56631,-8.19855,8.97839,14.3129
UID_H23_20_4_hem-5,-12.9421,-118.317,-9.90618,3.45212,-5.33309,-2.11546,-3.96389,2.44931,2.71472
UID_H23_20_5_hem-8,613.742,257.104,177.612,-211.732,-105.83,-80.7038,122.517,27.8562,12.3827
UID_H23_20_6_hem-2,690.095,74.2063,-36.989,-20.366,45.9056,33.8009,-12.3028,-24.269,-61.8187
UID_H23_20_7_hem-2,83.2855,-168.428,9.71046,35.8639,-3.57926,7.77301,3.58088,16.4386,-1.01616
UID_H23_20_8_hem-11,-169.708,14.1098,-33.3408,-31.5878,-4.3756,-14.6258,19.4571,-13.4275,7.36145
UID_H23_20_9_hem-3,683.545,87.4905,-35.6252,6.69063,5.64673,92.9251,-8.1014,-1.97149,-45.8472
UID_H23_21_1_hem-6,-58.3819,-85.0183,-4.85286,-4.39743,0.532843,-2.91938,10.1727,-1.94623,7.69624
UID_H23_21_2_hem-9,-46.0324,-92.7027,-2.0951,-0.321705,0.147657,5.99664,7.26011,-2.76126,-0.236987
UID_H23_21_3_hem-6,-68.2775,-2.54431,-44.1567,6.74062,-35.6871,-19.6867,15.0405,28.3184,-8.9883
UID_H23_21_4_hem-9,-92.4072,-69.3642,-32.8244,-7.55886,-17.7893,12.1323,9.62371,5.16319,2.69934
UID_H23_21_5_hem-3,617.467,105.399,-98.3,256.514,-43.9322,-33.7556,-71.9919,-78.3129,21.3254
UID_H23_21_6_hem-7,6.99182,-77.9784,-11.6911,11.3915,-19.6635,1.1352,5.35857,23.3146,-22.0484
UID_H23_21_7_hem-4,723.348,75.2542,-72.0438,-12.3678,-10.2078,56.6637,-2.72665,-1.81672,-14.5816
UID_H23_22_10_hem-5,5.40805,-121.759,10.0781,-0.308833,3.76815,-5.26547,5.11039,-5.34638,3.15996
