Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized),Mode 6 (normalized),Mode 7 (normalized),Mode 8 (normalized),Mode 9 (normalized)
UID_H20_13_4_hem-8,0.180568,-1.07799,0.232834,0.17119,0.141412,-0.249507,-0.297075,-0.154479,-0.382541
UID_H20_15_1_hem-2,-0.0414102,-0.707821,0.124421,0.00656863,-0.201095,0.510734,0.124616,0.51751,0.0911264
UID_H20_15_2_hem-6,-0.648699,0.171261,-0.149813,-0.466335,0.161407,0.00724975,-0.0195106,-0.343554,0.455689
UID_H20_15_3_hem-2,0.176454,-1.27452,0.048698,0.361693,0.0249621,-0.0924049,-0.0942141,-0.0982926,-0.0295035
UID_H20_16_1_hem-7,-0.453022,0.212589,-0.0978531,-1.08595,0.301818,-0.439996,0.471104,-0.567619,0.253012
UID_H20_16_2_hem-2,0.372562,-1.36074,0.597734,0.339517,0.240083,0.0115263,-0.134035,-0.126147,-0.315352
UID_H20_16_3_hem-2,0.428489,-1.49435,0.216679,0.384077,0.0328589,-0.272925,-0.38852,0.0965023,-0.0843011
UID_H20_16_4_hem-6,-0.250943,0.656921,0.625199,-0.609693,1.99949,0.0552458,1.74837,-2.1883,0.00901342
UID_H20_16_5_hem-2,0.227916,-1.37908,-0.0159824,0.232458,-0.379736,0.0124549,-0.00364939,0.174074,-0.0395817
UID_H20_18_1_hem-2,0.235163,-0.854145,0.707844,0.244813,0.315977,0.65323,-0.145186,0.140433,-0.357804
UID_H20_18_2_hem-4,-0.047558,-0.846907,0.0952632,-0.0490012,-0.0300243,-0.208146,0.0449445,-0.0667026,0.164812
UID_H20_19_1_hem-9,-0.40998,0.42616,-0.891742,-0.172324,-0.814492,0.910919,-0.279114,2.09227,-1.50466
UID_H20_19_2_hem-10,-0.987996,1.21163,-0.126334,-0.185343,0.443521,0.831324,-0.30058,0.0941289,0.521091
UID_H20_19_3_hem-3,-0.928118,1.05709,0.153085,-0.683352,0.14578,1.19853,0.499126,0.247479,-0.0336787
UID_H20_1_1_hem-4,-0.368994,-0.595769,-0.446066,-0.167761,-0.159096,-0.206018,0.111651,-0.173499,0.165675
UID_H20_1_2_hem-2,0.0843701,-1.15671,0.118503,0.168517,0.0643166,-0.147207,0.0724355,-0.13173,0.115961
UID_H20_1_3_hem-2,0.262158,-1.17009,0.539731,0.245731,0.263006,-0.161031,0.0111595,-0.125792,0.0906649
UID_H20_20_1_hem-8,-0.849781,1.67452,0.869615,-0.462817,0.944578,-0.131953,1.0777,-0.523433,-0.594981
UID_H20_20_2_hem-2,0.125888,-1.23868,0.105457,0.226747,-0.00101346,-0.00508183,-0.213075,0.0325762,0.139952
UID_H20_20_3_hem,2.30565,-1.36989,1.70178,0.956107,2.40439,1.35194,0.125915,0.215399,-1.35379
UID_H20_20_4_hem-4,-0.308413,-0.125143,-0.150561,-0.171739,-0.455742,0.507662,-1.27982,0.407626,0.354689
UID_H20_20_5_hem-9,0.16249,-1.33485,0.0351471,0.233273,-0.174501,-0.155498,0.0713174,-0.182764,-0.0281079
UID_H20_22_1_hem-2,-0.0865776,0.0325196,-0.538665,1.00345,-0.303591,-1.02105,-1.37965,0.215079,-0.472266
UID_H20_23_1_hem-3,-0.028047,-0.971241,-0.362408,0.193887,-0.519504,0.210259,0.319123,0.561591,0.0361897
UID_H20_23_2_hem-2,-0.0241268,-0.78563,0.101124,-0.0660952,0.121352,0.0877414,0.229748,0.217462,0.170368
UID_H20_23_3_hem-2,0.252375,-1.08014,-0.0938943,0.311329,0.44997,0.219217,-0.197759,-0.401542,0.262986
UID_H20_24_1_hem-3,0.12562,-0.946517,0.0697517,0.0570479,-0.00486234,-0.419711,-0.794604,-0.379098,-0.131399
UID_H20_24_2_hem-2,0.205097,-1.08979,0.373367,-0.0841608,-0.129478,-0.840637,0.497978,-0.218687,0.226746
UID_H20_25_1_hem-2,0.121098,-0.617467,1.06139,0.310863,0.731461,0.511868,0.200719,0.164448,0.0693577
UID_H20_26_1_hem-2,-0.695566,0.0652516,-0.247118,-0.458048,-0.178419,0.315468,0.424103,-0.164458,-0.348016
UID_H20_27_1_hem-2,-0.709588,0.114625,-0.242491,-0.483876,-0.195362,0.359895,0.441052,-0.128318,-0.257462
UID_H20_27_2_hem-2,0.147824,-1.03513,0.49577,0.181189,0.112136,-0.0576837,0.292558,0.315215,0.336601
UID_H20_28_1_hem-6,0.0798357,-0.932683,0.0746729,0.0497495,0.0694975,-0.0593816,0.108234,-0.248626,-0.58215
UID_H20_28_2_hem-5,0.0928532,-1.04691,0.233695,0.110874,-0.188847,0.393375,-0.119537,0.191606,-0.276414
UID_H20_28_3_hem-36,-0.913011,0.224376,-0.975088,-0.593502,-0.350553,0.261892,0.0862216,-0.212761,-0.161097
UID_H20_28_4_hem-10,-0.81367,0.26349,-0.542685,-0.526569,-0.343312,0.632836,0.318368,0.200513,-0.0445431
UID_H20_28_5_hem-12,-0.267101,0.174849,0.338236,-0.108926,0.326867,-0.186238,-0.104547,-0.215181,-0.52048
UID_H20_28_6_hem-6,0.161782,-1.15942,0.298691,0.154228,0.108812,-0.0155272,0.215816,-0.0363403,-0.136139
UID_H20_29_1_hem-4,0.0836774,-0.959102,0.215,0.268789,0.0892164,-0.620696,0.306276,-0.139514,-0.0445415
UID_H20_29_2_hem-11,-0.100905,-0.835594,0.0260075,0.110062,0.0654585,0.115354,0.226037,0.0391659,0.0950081
UID_H20_29_3_hem-9,-0.0440114,-0.952332,-0.0136846,0.0296141,-0.2124,-0.0922994,0.0233738,-0.476294,0.0193314
UID_H20_29_4_hem-6,0.069698,-0.581377,1.00203,0.161168,0.485938,0.402176,0.0901894,-0.0387585,0.0923343
UID_H20_29_5_hem-9,0.0332913,-1.07966,0.109389,0.224558,0.049967,-0.329537,0.263281,-0.0231375,-0.0531477
UID_H20_29_6_hem-2,2.95372,0.15951,-0.234099,-1.2599,0.428795,-0.209955,-0.197226,1.26493,-1.15582
UID_H20_29_7_hem-6,-0.0243878,-0.873453,-0.036521,0.0714235,0.103876,-0.0592928,-0.074217,0.112678,0.141589
UID_H20_2_1_hem-3,-0.299689,-0.536063,-0.149848,-0.110664,-0.0375051,-0.0180455,0.307941,-0.0773074,0.196378
UID_H20_2_2_hem-13,-0.657075,0.258107,0.168341,-0.102342,-0.179765,0.44793,-0.261776,0.538591,0.604799
UID_H20_2_3_hem-23,-0.7086,-0.060518,-0.649418,-0.665303,-0.328164,-0.20802,-0.0152139,-0.472718,0.163643
UID_H20_2_4_hem-4,-0.402776,0.430993,0.5476,-1.05606,0.851075,0.220057,0.909765,-1.11253,0.220965
UID_H20_2_5_hem-2,0.279564,-1.33889,0.456055,0.326804,0.163509,-0.0747841,0.275527,0.0292338,0.310065
UID_H20_2_6_hem-5,-0.143654,-0.848017,-0.185749,-0.0448927,-0.0973597,-0.126067,-0.0965777,-0.162871,0.0991964
UID_H20_30_1_hem,3.23886,1.88807,-2.24418,-0.637022,0.0751668,1.49678,-0.770142,0.847009,-1.30298
UID_H20_30_2_hem-18,-0.843845,0.331282,-0.556127,-0.612502,-0.166009,0.343481,0.0435016,0.0642628,0.25145
UID_H20_30_3_hem-3,-0.410724,0.027594,0.274275,-0.3477,0.0988745,0.548139,0.404942,0.577174,-0.334647
UID_H20_31_1_hem-5,-0.525741,0.148351,-0.757983,-0.130148,0.278418,-1.25704,-0.768711,-0.305559,0.445308
UID_H20_31_2_hem-14,-0.198799,-0.005127,-0.813294,1.02853,-1.7806,0.529863,-0.572897,0.714801,1.17612
UID_H20_31_3_hem-16,-0.258893,-0.201561,-0.514063,0.791547,-0.253626,-0.0842022,-0.305529,0.23946,-0.0549751
UID_H20_31_4_hem-5,0.27448,-0.725232,0.954541,0.383675,0.601437,-0.292561,-0.497115,-0.179211,0.591653
UID_H20_32_1_hem-4,0.210846,-0.76935,0.905006,0.100038,0.741131,0.491366,0.102041,-0.253493,-0.274649
UID_H20_32_2_hem-2,-0.180968,-0.702534,-0.495605,-0.0500439,-0.323475,-0.335466,-0.557218,0.170306,0.0027179
UID_H20_33_1_hem-6,-0.404499,-0.578925,-0.562382,-0.0686075,-0.169004,-0.122808,0.296977,-0.351224,-0.296422
UID_H20_33_2_hem-2,0.220804,-0.771115,1.00575,0.364717,0.719617,0.334648,0.0539125,0.262666,0.197916
UID_H20_33_3_hem-7,-0.118656,-0.462809,-0.468173,0.666589,-0.195231,0.0736193,0.100786,0.576099,0.416088
UID_H20_34_1_hem-3,0.120768,-1.32633,-0.0644838,0.235073,-0.0232883,-0.218129,0.0202667,-0.175658,-0.0603327
UID_H20_34_2_hem-2,-0.0268332,-0.408858,0.686282,0.0868198,0.58539,-0.0851395,-0.10627,0.402884,0.505234
UID_H20_35_1_hem-2,0.0356341,-0.439448,0.960855,-0.12125,0.613084,0.502504,0.800501,0.479575,0.159992
UID_H20_36_1_hem-10,-0.167213,-0.86848,-0.307668,-0.180867,-0.164425,-0.221386,-0.221896,-0.224163,0.0889511
UID_H20_36_2_hem-25,-0.879049,0.7032,-0.242012,-0.489284,0.0414306,0.571023,0.00163179,0.294189,0.552428
UID_H20_37_1_hem-13,0.0259511,-0.998111,0.0361772,0.101591,0.0210857,-0.379489,0.00734333,-0.399188,-0.0666826
UID_H20_37_2_hem,2.90107,1.11164,-0.577791,-0.226125,2.44071,1.98048,-0.472908,-0.556072,-2.24663
UID_H20_37_3_hem-13,-0.308372,-0.0414403,-0.24614,-0.348203,-0.281661,-0.0390906,-0.919313,0.161561,0.11776
UID_H20_37_4_hem-4,0.022573,-0.14381,1.37659,0.0715373,0.882608,0.42696,0.314453,0.335208,0.279812
UID_H20_3_1_hem-6,-0.132523,-0.899826,-0.181275,0.0270067,-0.0860779,0.0245455,0.0872794,-0.0386848,-0.152487
UID_H20_3_2_hem-2,0.21596,-1.09025,0.668269,0.356766,0.508436,0.126545,0.139837,0.0652391,0.228206
UID_H20_4_1_hem-7,-0.757551,0.505063,0.0730736,-0.634159,0.133463,0.688658,0.342424,-0.0975247,-0.0845817
UID_H20_5_1_hem-3,0.0371762,-0.698678,0.320847,-0.168668,-0.0475074,0.377717,-0.0206998,0.590073,-0.508766
UID_H20_5_2_hem-5,-0.325992,0.21604,0.164787,0.421855,0.0360341,-1.05735,0.769558,0.0794396,1.69847
UID_H20_6_1_hem-4,-0.0218977,-1.08827,-0.254491,-0.081994,-0.248744,-0.367817,-0.170861,-0.304414,-0.0572464
UID_H20_6_2_hem-6,0.136848,-0.697062,0.596501,-0.0169599,0.30728,0.648949,-0.176355,0.165419,-0.522179
UID_H20_6_3_hem-5,-0.653396,-0.127677,-0.571259,-0.399632,-0.260529,0.115608,0.134571,-0.0404698,0.14667
UID_H20_7_1_hem-2,0.114226,-1.14397,0.114343,0.0752154,-0.0806022,0.0439477,0.0326338,0.113824,-0.110877
UID_H20_7_2_hem-5,0.0885818,-0.743898,0.0597644,0.196992,-0.205114,-0.0885593,-0.0267626,0.329604,-0.425415
UID_H20_7_3_hem-5,-0.0256818,-0.889467,0.202263,0.0490155,0.0651834,0.269315,0.0866522,0.121231,-0.129969
UID_H20_8_1_hem-3,0.293341,-1.46753,0.288432,0.291967,0.125985,-0.0537221,0.312749,-0.0869142,-0.139092
UID_H20_8_2_hem-3,-0.0343834,-0.837131,0.113021,0.11045,0.0396537,0.151895,-0.0607891,-0.070886,-0.0414587
UID_H20_8_3_hem-2,0.167144,-0.918772,0.752022,0.389473,0.538438,0.389476,-0.453437,-0.244366,-0.423272
UID_H20_8_4_hem-2,0.252932,-1.35631,0.275067,0.268242,-0.0150277,-0.176849,0.216031,-0.066221,0.0445156
UID_H20_9_1_hem-7,0.151817,-1.043,0.35221,0.158865,0.198617,0.0214668,0.426598,-0.383035,-0.595956
UID_H20_9_2_hem-4,-0.460719,0.517924,0.201429,-0.54937,0.738195,-1.51388,-0.0787319,-1.43699,1.19231
UID_H20_9_3_hem-2,0.0514704,-1.08735,-0.0315776,0.0412893,-0.0572866,-0.152789,0.0219202,-0.347382,-0.173522
UID_H20_9_4_hem-3,0.119071,-1.10546,0.228792,0.176274,0.106255,0.169366,0.233663,0.16274,-0.132713
UID_H23_10_10_hem-7,3.1369,-0.274738,-1.25082,-2.05539,0.476633,-2.9611,-0.11011,4.67264,0.491901
UID_H23_10_11_hem-6,-0.0496537,0.762915,1.87539,0.412061,0.448308,-0.754996,-0.778863,-1.43655,-0.172972
UID_H23_10_12_hem-2,3.14649,0.301262,-0.97262,-1.13843,-1.66405,0.00167494,-0.209486,1.21281,-0.0288009
UID_H23_10_13_hem-3,2.86667,0.162013,0.504839,-1.45451,0.411724,-0.028158,-0.0389373,0.492881,-1.77205
UID_H23_10_1_hem-2,0.170017,-0.579087,-0.218807,0.0718606,-0.165746,0.0286949,-0.312035,0.214024,0.216849
UID_H23_10_2_hem-4,2.98634,0.51867,-1.88309,1.69567,0.347057,1.80756,-1.83951,-0.566308,0.63214
UID_H23_10_3_hem-2,2.95591,0.911036,-0.787758,-0.0888318,0.245601,1.39911,-0.787708,0.48602,-2.38121
UID_H23_10_4_hem-17,-0.463367,0.166714,-0.0186256,-0.136623,-0.102517,0.787961,0.0821557,0.729304,0.00708944
UID_H23_10_5_hem-13,2.94466,2.17066,1.43273,-2.34891,-2.17875,-3.14947,-0.877496,1.64787,0.850939
UID_H23_10_6_hem-3,0.334149,-1.27188,0.41033,0.321429,0.0912321,-0.494271,-0.346027,-0.195497,0.155295
UID_H23_10_7_hem-4,-0.102013,0.91316,3.13,0.158271,0.0821123,-0.385162,-0.0228322,-1.64329,-0.596281
UID_H23_10_8_hem-3,2.79712,0.867792,-0.0494625,-0.120018,1.19744,3.21146,-0.0873306,-0.691803,-1.58695
UID_H23_10_9_hem-6,0.53952,0.828389,0.900386,-4.26585,4.30722,-2.41977,-7.45221,-0.57188,-0.540983
UID_H23_11_1_hem-9,2.48773,0.434823,1.05073,0.407656,2.99773,2.30807,-0.297674,0.359423,-2.10481
UID_H23_11_2_hem-6,2.75597,1.69523,-0.4421,-0.493036,2.65457,3.22858,-0.00794666,0.563845,-1.05611
UID_H23_11_3_hem-3,2.89659,1.57944,-0.816919,-0.501749,0.133598,2.91199,0.0415986,0.00422601,0.243895
UID_H23_11_4_hem-6,3.03451,1.81929,-1.40414,-0.948425,1.51627,2.278,-0.34293,-0.736579,-0.533531
UID_H23_11_5_hem-2,-0.198336,-0.815434,-0.135059,-0.00644422,-0.0767888,0.127768,0.0727638,-0.0360937,-0.0580382
UID_H23_12_10_hem-2,2.69427,0.623669,-0.106423,-0.713275,1.49895,0.142509,1.40333,0.544631,-0.207682
UID_H23_12_11_hem-5,-0.067516,-0.737393,0.307276,0.0668514,0.209522,-0.0190997,0.177201,-0.293932,0.0289942
UID_H23_12_12_hem-2,3.13546,0.679318,-1.60431,-1.13145,0.723077,0.318272,0.600108,-0.875495,0.750524
UID_H23_12_13_hem-4,2.86821,0.525905,1.05503,-2.25053,-0.141687,-0.0293493,0.802603,0.772605,-0.713934
UID_H23_12_14_hem-3,0.134854,-1.29501,0.0453429,0.237931,-0.0370781,-0.12917,0.112452,-0.22257,-0.00481656
UID_H23_12_1_hem-2,0.00228758,-0.932452,-0.0763037,0.121612,-0.0768975,0.0570237,0.0555127,0.197251,-0.0644424
UID_H23_12_2_hem-2,3.37585,1.02604,-2.23244,-1.11324,0.841052,-0.0104596,-0.732262,-0.786331,-0.94365
UID_H23_12_3_hem-4,0.0509634,-1.01748,0.0056415,-0.0227355,-0.173831,0.0190485,-0.161468,0.00364259,-0.226896
UID_H23_12_4_hem-5,-0.201054,-0.698453,-0.307182,-0.194984,-0.231077,-0.036187,-0.30424,-0.220043,-0.0875966
UID_H23_12_5_hem-7,-0.196868,-0.34178,0.597017,-0.110011,0.357906,0.193555,0.372289,-0.0224006,0.309534
UID_H23_12_6_hem-8,-0.0910493,-0.837714,0.106478,0.0567086,0.147801,0.123243,0.284273,-0.09501,-0.000572201
UID_H23_12_7_hem-3,-0.076327,-0.811322,-0.0248487,0.221962,-0.253874,-0.0539357,0.862555,0.254031,-0.613919
UID_H23_12_8_hem-9,-0.349152,-0.452233,-0.272657,-0.21631,-0.135502,0.219055,-0.286921,-0.186063,-0.254342
UID_H23_12_9_hem-5,-0.0574328,-1.00794,-0.034725,0.115961,-0.0158876,0.0158467,0.3108,-0.0727322,0.0403532
UID_H23_13_10_hem-16,-0.0368694,-0.412471,0.49821,-0.118529,0.484527,0.201338,0.935679,0.00423031,-0.330064
UID_H23_13_11_hem-7,-0.163315,0.697779,-0.982406,1.50761,0.332775,-1.29524,-0.0563253,0.627527,0.521507
UID_H23_13_12_hem-2,3.06214,0.328494,-1.29918,-0.104186,-1.00491,1.14237,0.133839,-0.426456,-0.147187
UID_H23_13_1_hem-7,-0.0826864,-0.725433,0.264899,0.0514335,0.226331,-0.0577799,0.229116,-0.258529,-0.054168
UID_H23_13_2_hem-2,3.05183,0.779557,-1.14794,-1.36027,1.18092,1.05847,0.546434,-0.979548,-0.411317
UID_H23_13_3_hem-4,2.78645,0.479101,1.26868,-2.27972,-0.0902716,-0.542528,0.769565,1.01274,-0.515281
UID_H23_13_4_hem-3,0.135204,-1.27963,0.0583895,0.250439,0.040461,-0.199813,0.181769,-0.222779,-0.0754257
UID_H23_13_5_hem-3,0.0301101,-0.942662,0.13731,0.0926738,0.0838072,-0.00397604,-0.332644,0.0420824,-0.0949975
UID_H23_13_6_hem-2,0.247966,-1.01319,-0.0516081,0.593887,-0.181448,-0.182167,-0.215175,0.529101,0.203616
UID_H23_13_7_hem-8,-0.0239435,-0.735704,0.224624,-0.0350744,0.0946241,-0.13888,-0.179295,-0.159159,0.011042
UID_H23_13_8_hem,2.80809,-0.163269,1.63244,-2.84865,-0.55411,-2.19278,0.979577,-1.58138,0.154432
UID_H23_13_9_hem-13,-0.345083,-0.534979,-0.385741,-0.0155266,-0.0251329,-0.000198205,-0.191642,-0.243672,-0.0771389
UID_H23_14_1_hem-6,2.78136,1.13776,-0.567034,1.78933,-0.40139,1.79128,1.42401,3.33862,1.841
UID_H23_14_2_hem-2,3.20345,2.48613,-1.74425,-1.77567,-0.320715,2.84476,0.715176,-2.28406,0.64001
UID_H23_14_3_hem-3,0.0826392,-1.14973,-0.131919,0.0178544,-0.181758,-0.247693,-0.224015,-0.0414369,-0.129103
UID_H23_14_4_hem-9,3.09009,1.27217,-0.876108,-1.58466,0.257449,1.783,-0.284855,1.58839,0.234567
UID_H23_14_5_hem-4,-0.153436,-0.656809,-0.261426,-0.164981,-0.276921,-0.0334701,-0.0798772,-0.018009,-0.197321
UID_H23_14_6_hem-8,0.0674385,-1.10025,-0.0409681,0.122043,-0.0786033,-0.110583,-0.101027,-0.107706,-0.0993259
UID_H23_14_7_hem,2.4369,0.485905,0.30213,1.51779,1.73263,-0.972836,2.45829,4.31146,2.41241
UID_H23_14_8_hem-5,0.074477,-1.05361,0.170801,0.232498,0.156089,0.0364853,0.0613188,0.00845715,-0.14534
UID_H23_15_10_hem-3,3.23894,0.283041,-0.643584,-0.748847,-2.25423,1.16816,-1.10461,0.0955746,0.389053
UID_H23_15_11_hem-7,-0.706526,0.181771,-0.367807,-0.348033,0.0518118,0.179717,-0.131181,-0.19449,0.451686
UID_H23_15_1_hem-3,0.0546116,-0.227817,0.0349355,0.190692,-0.0731929,-0.582778,-0.381095,0.383374,-0.437938
UID_H23_15_2_hem-26,-0.848562,0.085527,-0.959311,-0.596594,-0.493382,0.159942,0.0531444,-0.0385569,-0.0222037
UID_H23_15_3_hem-10,-0.0532832,-0.935276,-0.0731773,0.212207,-0.522293,0.206303,0.184019,0.127256,0.511076
UID_H23_15_4_hem-3,2.89466,0.30808,0.429116,-1.54872,0.386161,1.20624,-0.61086,-0.195968,-1.23608
UID_H23_15_5_hem-19,-0.684703,0.0984043,-0.559456,-0.501063,-0.273242,0.0475067,-0.166202,-0.461755,0.34586
UID_H23_15_6_hem-30,-1.07405,0.713207,-0.945296,-0.846967,-0.605506,0.209685,-0.0140138,0.377323,0.295963
UID_H23_15_7_hem-5,0.346441,-1.29215,0.623377,0.460322,0.345994,0.0377577,-0.340716,-0.223517,-0.232531
UID_H23_15_8_hem,3.03951,0.0275862,-0.787065,-1.01006,1.528,0.525759,0.355084,-1.03327,-0.602134
UID_H23_15_9_hem-3,-0.523845,3.05702,2.26682,2.02505,-0.0717596,0.8659,-0.523409,-0.488311,2.17842
UID_H23_16_10_hem-7,-0.267509,-0.091978,0.427158,-0.358788,0.20592,0.739498,0.216521,0.33373,-0.448796
UID_H23_16_11_hem-3,0.347559,-1.19836,0.582629,0.224525,0.156525,0.070943,0.101024,0.321612,-0.28027
UID_H23_16_12_hem-12,-0.735227,0.337385,-0.39411,-0.754125,-0.320578,0.0432669,0.252705,-0.183901,-0.0455356
UID_H23_16_13_hem-4,2.86744,1.53634,-0.0601112,-2.00262,1.26343,1.31677,-0.405649,0.776353,-0.762799
UID_H23_16_14_hem-2,0.461228,-1.73552,0.317438,0.370966,0.00526871,-0.480009,0.0743955,-0.197037,0.0499602
UID_H23_16_15_hem,2.8525,-0.0651375,-0.576084,-0.559332,1.17903,1.09659,0.766999,-0.891971,-0.116051
UID_H23_16_16_hem,2.77484,0.0353571,0.0371521,-0.494681,1.1451,1.33945,0.978183,-1.41184,-0.317804
UID_H23_16_17_hem-11,0.158865,-1.2403,0.225158,0.370212,0.163091,-0.219544,0.280316,-0.0434027,0.104667
UID_H23_16_18_hem-17,2.97506,1.90045,-0.736096,-2.61071,-1.70539,-1.19435,1.14803,-0.207634,0.839065
UID_H23_16_1_hem-8,-0.0876485,-0.858962,0.0746908,0.0416744,-0.0910465,0.13567,0.26636,0.0889496,0.0915427
UID_H23_16_2_hem-27,-0.720323,0.016571,-0.480193,-0.375701,-0.186555,0.349448,0.310106,0.0157795,0.17112
UID_H23_16_3_hem-3,0.0742786,-0.678096,0.848836,0.237504,0.748719,0.210931,-0.332303,0.128288,0.0474444
UID_H23_16_4_hem-9,0.0733473,-0.991182,-0.0493474,-0.119651,-0.181561,-0.11757,-0.281628,-0.0975761,-0.156768
UID_H23_16_5_hem-6,-0.408929,1.5887,3.80604,-0.742864,-0.141404,0.774354,1.66241,0.57905,-1.83267
UID_H23_16_6_hem-5,3.03147,-0.535545,3.30206,-2.37621,-5.46973,-6.18918,-1.63526,-3.08427,1.60572
UID_H23_16_7_hem,3.21547,0.218397,-2.03414,-0.14107,-1.35206,0.183028,0.11431,-0.987337,0.552324
UID_H23_16_8_hem-13,-0.675799,0.0911245,-0.396862,-0.590582,-0.224043,-0.148719,0.143793,-0.23468,0.22765
UID_H23_16_9_hem-18,-0.603542,-0.0064456,-0.695838,-0.00925144,-0.0758075,-1.08573,0.0484154,-0.435154,0.191274
UID_H23_17_1_hem-11,-0.244996,-0.556509,-0.0927426,-0.220537,0.0188766,-0.0447719,-0.208777,-0.274244,0.043318
UID_H23_17_2_hem-11,-0.236321,0.281833,0.0919079,0.488712,0.458368,-0.0245266,0.288864,0.644142,-2.29224
UID_H23_17_3_hem-3,0.254722,0.980768,2.65531,1.26649,0.436659,-1.0543,-1.35124,-0.745921,-0.367698
UID_H23_17_4_hem-2,0.26503,0.916578,3.77614,0.723888,-0.110926,0.387766,-0.708219,-1.17299,-0.435743
UID_H23_17_5_hem-4,0.12944,-1.126,0.333465,0.331516,0.0793301,-0.110063,0.56466,0.186015,-0.335923
UID_H23_17_6_hem-2,1.14286,1.70057,1.73987,0.414211,1.00707,-3.75591,0.628437,2.38681,0.259955
UID_H23_17_7_hem-2,0.417268,-1.49532,0.0377525,0.30015,-0.256367,-0.506969,-0.0581496,0.289896,0.199938
UID_H23_18_10_hem-6,-0.0501081,-0.940606,0.0664695,0.0155733,-0.0352724,-0.0407491,0.0992039,-0.116241,-0.0713203
UID_H23_18_11_hem-2,2.46472,-1.06144,1.41891,0.679738,1.65674,1.42488,-0.0869783,0.470148,-1.99289
UID_H23_18_12_hem-9,-0.41965,-0.501715,-0.340003,-0.28007,-0.239318,0.169296,0.476604,-0.072162,0.0348588
UID_H23_18_13_hem-9,0.0513131,-1.09268,0.0160599,0.0115603,-0.130658,0.0518559,0.205073,0.00455035,-0.100438
UID_H23_18_1_hem-15,1.12695,0.821551,-0.976354,0.460102,5.31821,-0.928257,0.441321,3.28934,-0.125928
UID_H23_18_2_hem-2,0.436794,-1.63552,0.447835,0.414087,0.203022,-0.314688,0.125754,-0.119278,0.032066
UID_H23_18_3_hem-3,0.0772051,-0.616006,0.766098,0.494036,0.794665,0.435712,-0.426806,-0.0321254,0.17072
UID_H23_18_4_hem-7,0.148151,0.0202268,-0.34698,1.05243,-0.525014,-1.58972,-1.2789,0.672061,0.569416
UID_H23_18_5_hem-2,0.0738537,-1.28091,-0.160716,0.067984,-0.171944,-0.264438,0.0349088,-0.151927,-0.222921
UID_H23_18_6_hem-15,-0.299213,-0.270044,-0.0574851,-0.151703,-0.128669,-0.189175,-0.0648694,-0.062756,-0.049352
UID_H23_18_7_hem-4,0.413442,-0.759201,0.398227,0.656422,0.0735654,-0.777752,-0.917547,0.55305,0.405321
UID_H23_18_8_hem-6,-0.382909,-0.176825,-0.00783929,-0.505351,0.107451,-0.209946,0.0501978,0.508618,0.00475775
UID_H23_18_9_hem-5,-0.206901,-0.669264,-0.166179,-0.242747,-0.083669,-0.140568,0.270703,-0.209194,-0.0860414
UID_H23_19_10_hem-3,0.0962046,-0.669867,0.785487,0.501485,0.738361,0.452349,-0.466458,0.0014012,0.0978622
UID_H23_19_11_hem-9,-0.0729277,-0.710426,0.254265,-0.00988098,-0.100094,-0.0862806,0.354787,0.360057,0.420836
UID_H23_19_12_hem-5,0.0228867,-0.965374,0.143261,-0.00592895,0.0457194,-0.101222,0.108801,-0.203302,0.0988241
UID_H23_19_13_hem-4,3.09342,0.688015,-1.42728,-0.986383,1.91818,0.963059,0.200183,-0.825397,1.20923
UID_H23_19_14_hem-9,2.66712,0.915034,0.353981,-3.09878,-0.897831,-2.30433,1.67613,1.75794,-0.709686
UID_H23_19_15_hem-7,2.7894,0.38429,-0.0692151,-1.60056,-0.676802,-0.833318,0.711494,4.63257,-1.35048
UID_H23_19_16_hem-9,0.0371285,-0.861145,0.445988,0.160025,0.208961,0.309174,0.225205,0.171453,0.0636365
UID_H23_19_17_hem-9,-0.062452,-0.914021,0.0431404,0.000959604,-0.0419463,-0.00698121,0.105446,-0.0800895,-0.120674
UID_H23_19_1_hem-5,3.14511,1.38889,-0.864194,-2.79187,-1.59489,-0.705553,2.01455,0.810275,-0.345394
UID_H23_19_2_hem-4,0.0296497,-0.762973,0.355355,0.0351216,0.289469,-0.156306,-0.489905,-0.416485,0.187954
UID_H23_19_3_hem-5,0.020459,-0.619418,-0.189885,0.235272,-0.441723,0.0660012,0.205542,0.694166,-0.77249
UID_H23_19_4_hem-2,0.236702,-1.16273,0.425857,0.157205,0.0284077,-0.0654575,0.177227,-0.0191225,-0.0858819
UID_H23_19_5_hem-4,-0.228899,-0.454241,0.115483,-0.0207915,0.23642,0.0778821,0.0889797,0.253623,0.325261
UID_H23_19_6_hem-3,2.98835,0.713755,-0.642606,-0.291303,-0.0589269,2.08574,0.0929016,-0.853905,-1.07448
UID_H23_19_7_hem-19,2.68112,0.608665,-4.06188,5.41455,5.10314,1.45172,-3.97554,-5.69933,1.39523
UID_H23_19_8_hem-4,1.12527,1.62029,2.25224,0.0796056,1.049,-3.62643,0.434856,2.50882,0.280046
UID_H23_19_9_hem-2,3.20728,1.94821,-2.36865,-1.98268,0.679137,-0.577841,1.69781,-1.64233,1.89881
UID_H23_1_1_hem-7,-0.465684,2.50955,3.78295,1.11908,-0.0295902,-0.733879,-0.978845,-1.22489,-0.744587
