Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized)
UID_33_4_6_all-17,-0.735624,-0.99189,-0.62027,0.154258,-1.05151
UID_33_4_7_all-19,-0.540928,0.0208436,-0.0191959,-0.902278,0.632554
UID_33_4_8_all-9,-0.243759,-0.561628,1.41886,1.0337,2.31958
UID_33_4_9_all-32,-0.972268,-0.610554,-0.0129896,-0.719948,0.736201
UID_33_5_1_all-16,-0.624553,-0.177759,-0.126733,-0.824913,0.33512
UID_33_5_2_all-12,-0.415547,0.242952,0.0604706,-0.13156,-0.122467
UID_33_5_3_all-7,-0.726958,-0.282259,-0.0878524,-0.788541,0.316516
UID_33_5_4_all-12,-0.674889,-0.179001,-0.0992855,-0.548239,0.008773
UID_33_5_5_all-23,-0.868693,-0.65381,-0.0125679,-0.267552,-0.301594
UID_33_6_1_all-7,-0.980603,-0.867286,0.0413507,-0.760843,0.431465
UID_33_6_2_all-13,-0.92877,-1.20314,0.730875,-0.489754,1.23549
UID_33_6_3_all-21,-0.978365,-1.01137,-0.0144343,-0.517709,0.026767
UID_33_6_4_all-15,-0.518585,-1.04677,-0.080853,0.049246,-0.492526
UID_33_7_10_all-12,-0.883153,-1.61958,0.41551,0.245835,1.04053
UID_33_7_11_all-7,-0.370792,0.464547,0.0643116,-0.285623,0.503509
UID_33_7_12_all-8,2.83086,-1.70331,-0.598626,-1.48156,-1.26248
UID_33_7_1_all-15,-0.465978,0.0903629,-0.236945,-0.42805,0.237448
UID_33_7_2_all-4,-0.196873,0.699684,0.0682105,-0.0468933,-0.232552
UID_33_7_3_all-26,-0.968908,-0.619103,0.0144465,-0.711816,0.156925
UID_33_7_4_all-7,-0.761731,-0.143301,-0.0277381,-0.462883,0.323281
UID_33_7_5_all-9,-0.577406,-0.0251779,-0.045055,-0.488553,0.257686
UID_33_7_6_all-6,-0.711139,-0.214112,0.0526817,-0.578945,0.329183
UID_33_7_7_all-12,-0.386748,0.499771,-0.0723452,-0.520651,0.412
UID_33_7_8_all-18,-0.971656,-0.908426,-0.27619,-0.289926,-0.396166
UID_33_7_9_all-20,-0.884865,-0.591476,0.0338605,-0.893289,0.630159
UID_33_8_1_all-11,-0.775827,-0.355194,-0.0593096,-0.538007,0.0634197
UID_33_8_2_all-9,-0.685086,-0.188309,0.112328,-0.657539,0.683361
UID_33_9_1_all-9,-0.4151,0.101007,0.0128388,0.0730319,-0.160523
UID_33_9_2_all-10,-0.53059,0.069885,-0.159865,-0.197786,-0.0448451
UID_33_9_3_all-22,-0.0823156,-1.12936,0.616434,2.68107,0.313364
UID_33_9_4_all-17,-1.00536,-0.870398,-0.176214,-0.35776,-0.113483
UID_34_10_10_all-10,-0.824644,-0.63356,-0.187325,-0.417309,-0.333725
UID_34_10_11_all-12,-0.0890408,0.966281,-0.0989595,-0.2697,-0.00328088
UID_34_10_1_all-18,-0.895108,-0.605978,-0.140354,-0.715595,0.266121
UID_34_10_2_all-13,-0.339368,-0.119928,-0.377738,0.265537,-0.75057
UID_34_10_3_all-24,0.254948,-1.12337,-0.194364,3.73473,-1.16135
UID_34_10_4_all-12,2.00731,-0.985638,-3.32691,0.401302,1.07331
UID_34_10_5_all-12,-0.283905,0.344269,-0.128544,-0.284963,0.521941
UID_34_10_6_all-11,2.08959,0.955967,-2.85557,1.78171,-0.670053
UID_34_10_7_all-14,2.08482,0.194022,-3.53569,1.1253,0.688923
UID_34_10_8_all-16,-0.914656,-0.839539,-0.208025,-0.0889499,-0.41993
UID_34_10_9_all-7,2.73657,-0.948627,1.19271,-1.39795,0.466539
UID_34_11_10_all-19,-0.206129,-1.9462,-0.0534761,4.55655,-0.528893
UID_34_11_11_all-7,-0.0132033,0.704142,0.0398714,0.652811,-0.611152
UID_34_11_12_all-16,0.816306,-0.596432,3.41884,0.195302,3.50587
UID_34_11_1_all-9,-0.545438,0.189557,0.090384,-0.638962,0.197019
UID_34_11_2_all-12,-0.247625,0.670091,0.0303602,-0.0877276,-0.0934664
UID_34_11_3_all-8,2.59342,-0.339053,-0.651227,-1.59374,-0.144193
UID_34_11_4_all-16,2.98363,-1.91485,0.33339,-2.22269,0.432923
UID_34_11_5_all-9,-0.0397481,1.11584,0.0038942,-0.192271,0.0312407
UID_34_11_6_all-11,-0.238369,0.732812,0.0404511,-0.375589,0.210471
UID_34_11_7_all-10,-0.234262,-0.0131559,-0.151227,0.778551,-1.48
UID_34_11_8_all-27,2.43984,-0.653958,-1.96797,-1.01792,3.82331
UID_34_11_9_all-14,-0.712692,-0.196039,0.00450331,-0.542213,0.176934
UID_34_12_10_all-16,-0.615052,-0.214268,-0.153947,-0.0534099,-0.350099
UID_34_12_11_all-10,2.10239,-3.04323,2.52887,0.815882,-4.01336
UID_34_12_12_all-9,-0.0134593,1.0866,-0.0694125,-0.241149,0.0361121
UID_34_12_13_all-13,-0.385091,0.308997,-0.144963,-0.393048,-0.0736407
UID_34_12_14_all-21,-0.744093,-0.292269,-0.0873219,-0.475975,-0.0226825
UID_34_12_15_all-8,-0.0104731,1.17631,0.0538167,-0.135745,-0.0129943
UID_34_12_1_all-9,-0.0628021,0.0575093,0.315615,1.0241,0.605532
UID_34_12_2_all-12,-0.569797,0.0453451,-0.0560047,-0.444965,0.272132
UID_34_12_3_all-5,-0.591097,-0.0922919,-0.191228,-0.557501,0.239331
UID_34_12_4_all-19,-0.289873,-2.00329,-1.15876,3.33026,-2.51448
UID_34_12_5_all-11,-0.236408,0.75336,-0.135036,-0.565614,0.2221
UID_34_12_6_all-8,-0.274351,0.474271,-0.0696879,-0.148997,-0.156407
UID_34_12_7_all-20,0.187395,0.536871,1.50143,0.684069,2.24265
UID_34_12_8_all-3,2.67193,-1.36585,-0.322871,-1.29372,-0.776822
UID_34_12_9_all-27,2.68371,-1.88094,-1.08175,-4.28812,3.96102
UID_34_13_10_all-21,-0.858496,-0.423244,0.0733646,-0.431544,0.216235
UID_34_13_11_all-4,2.55883,-1.65055,-0.260444,-1.06053,-0.389734
UID_34_13_12_all-8,-0.588874,-1.35093,-2.34816,4.21509,-0.661211
UID_34_13_13_all-14,-0.300079,0.604317,0.00550057,-0.503508,0.248875
UID_34_13_14_all-10,-0.0419533,1.04117,-0.00714636,-0.366167,0.313807
UID_34_13_15_all-13,-0.243698,-0.911227,-1.21186,3.18093,-1.80298
UID_34_13_1_all-15,1.80721,4.49186,0.0910936,0.9849,-0.319628
UID_34_13_2_all-15,-0.0776285,0.933003,-0.0938098,-0.266612,0.174085
UID_34_13_3_all-7,2.89708,-1.45374,1.12043,-2.53557,-0.298826
UID_34_13_4_all-10,-0.108326,0.491677,0.464331,0.237971,0.377398
UID_34_13_5_all-6,-0.524941,-1.18922,-0.165732,1.04099,-0.116323
UID_34_13_6_all-15,-0.794867,-0.279217,-0.0565832,-0.690281,0.380086
UID_34_13_7_all-15,2.27437,-0.977159,-1.34965,0.136028,-1.22558
UID_34_13_8_all-6,-0.134531,0.644492,-0.051465,0.0210078,0.164714
UID_34_13_9_all-17,0.0465367,0.860783,-0.235567,0.582172,-0.757662
UID_34_14_10_all-29,-1.04043,-0.789429,-0.297642,-0.846816,0.441589
UID_34_14_1_all-18,-0.789021,-0.800821,-0.402139,-0.145052,-0.208418
UID_34_14_2_all-16,-0.18056,0.74104,0.0960374,-0.168481,0.321299
UID_34_14_3_all-18,-0.439101,0.261345,-0.0313304,-0.355849,-0.0580294
UID_34_14_4_all-19,2.61132,-1.12185,0.0557372,-0.390781,-1.83939
UID_34_14_5_all-10,2.52534,-0.512833,1.97663,-0.39826,-1.8056
UID_34_14_6_all-23,-0.38261,-0.204531,0.254474,-0.313207,0.613924
UID_34_14_7_all-14,1.58085,0.907459,4.24569,2.08389,-1.39605
UID_34_14_8_all-26,-0.720859,-0.209246,0.0887545,-0.536486,0.299947
UID_34_14_9_all-15,0.031006,-0.991619,0.0187512,3.75422,-0.997469
UID_34_15_10_all-30,-0.641972,-0.318316,-0.115685,-0.60669,-0.317674
UID_34_15_1_all-22,-0.632719,-0.406571,-0.2432,-0.579723,-0.340552
UID_34_15_2_all-14,2.53804,-0.862922,-2.40587,-0.830747,-1.46241
UID_34_15_3_all-13,-0.16432,0.625193,-0.0460997,-0.0812434,-0.279745
UID_34_15_4_all-21,-0.607727,-0.0370991,-0.155287,-0.330379,0.0300215
UID_34_15_5_all-8,2.42923,-1.78807,-2.0038,-1.16136,1.33026
UID_34_15_6_all-56,-1.06278,-0.859893,-0.0443414,-0.746705,0.393259
UID_34_15_7_all-12,-0.549389,0.0459491,0.0277422,-0.380754,0.219672
UID_34_15_8_all-10,-0.0535713,-0.026661,0.13789,0.770083,0.192028
UID_34_15_9_all-8,-0.00798991,1.06389,0.0917937,-0.0993903,0.0225386
UID_34_16_1_all-18,-0.0364301,-1.92056,-0.0499274,2.4062,-1.10242
UID_34_16_2_all-9,1.11086,2.96587,0.0125476,0.209923,0.266401
UID_34_16_3_all-20,-0.674511,-0.121305,-0.0728255,-0.618458,0.163115
UID_34_16_4_all-19,-0.619789,-0.559946,0.0443684,0.430698,-0.341722
UID_34_16_5_all-29,1.39949,-1.84189,0.104362,-1.68233,4.24232
UID_34_16_6_all-8,-0.131117,0.451511,0.0347687,0.553889,-0.565937
UID_34_16_7_all-14,0.0626477,0.909459,-0.233011,-0.273503,-0.126915
UID_34_17_10_all-11,-0.794108,-0.664764,-0.264953,-0.989367,0.687682
UID_34_17_11_all-27,-0.574624,-0.648757,-0.386135,0.234986,-0.827316
UID_34_17_12_all-15,-0.466243,0.248807,0.116714,-0.58486,0.288445
UID_34_17_13_all-9,-0.53971,-0.0784605,0.0907721,0.0137184,0.211394
UID_34_17_14_all-33,-0.600386,0.00330124,-0.0289637,-0.571556,0.14083
UID_34_17_15_all-20,0.0625278,0.847805,-0.338707,0.17806,-0.429702
UID_34_17_16_all-12,2.03718,-0.514795,0.242566,0.56433,-4.10607
UID_34_17_17_all-22,-0.854443,-0.478301,0.0494879,-0.535979,0.289018
UID_34_17_18_all-15,2.56754,-0.210958,0.0573555,-1.07864,-1.58611
UID_34_17_1_all-14,-0.496786,0.327427,0.0767006,-0.623313,0.457519
UID_34_17_2_all-7,-0.20008,0.693288,-0.0553144,-0.17851,-0.0516401
UID_34_17_3_all-20,2.92025,0.0113237,4.89664,-2.84821,0.399128
UID_34_17_4_all-17,-0.594129,-0.0130553,0.0927081,-0.405166,0.397497
UID_34_17_5_all-35,-0.934292,-0.679736,-0.0746174,-0.498163,0.043229
UID_34_17_6_all-23,-0.708894,-0.32038,-0.258572,-0.621696,0.00722287
UID_34_17_7_all-22,-0.793162,-0.399356,-0.121496,-0.520945,0.0277481
UID_34_17_8_all-17,-0.44048,-0.303499,-0.212583,0.824569,0.508605
UID_34_17_9_all-28,-0.823013,-0.419543,-0.00803299,-0.632866,0.147253
UID_34_18_10_all-27,2.40605,-1.99734,-1.71216,-1.35571,0.952253
UID_34_18_11_all-26,-0.809689,-0.277557,-0.0421877,-0.587013,0.243139
UID_34_18_12_all-18,-0.27695,0.615406,-0.0548172,-0.35154,0.203438
UID_34_18_13_all-23,1.51703,-0.25762,3.99905,3.7394,2.87354
UID_34_18_1_all-6,-0.00723229,0.0268337,0.503661,1.9093,-0.696638
UID_34_18_2_all-20,-0.222392,-0.917397,-0.0585526,2.59894,-1.63551
UID_34_18_3_all-7,-0.589692,0.162483,-0.0242314,-0.724209,0.349391
UID_34_18_4_all-11,-0.0555126,-1.17332,-0.632396,4.36478,-1.05686
UID_34_18_5_all-24,1.28553,3.32912,0.636171,0.521628,-0.145043
UID_34_18_6_all-22,2.05017,-0.373771,5.49864,4.475,1.61323
UID_34_18_7_all-16,2.7576,-1.80964,0.000435303,-2.21049,-1.31827
UID_34_18_8_all-15,0.196951,-1.13143,-0.265291,4.94335,-1.16479
UID_34_18_9_all-24,-0.675235,-0.33719,-0.221375,-0.471876,0.150314
UID_34_19_10_all-14,-0.356042,0.649049,0.0697745,-0.591915,0.330297
UID_34_19_11_all-9,1.95686,-0.210226,-1.6351,2.17601,-3.75753
UID_34_19_12_all-15,-0.0651698,0.821918,-0.145519,0.131838,-0.537331
UID_34_19_13_all-12,-0.218791,0.801132,-0.0774354,-0.350559,0.0357353
UID_34_19_14_all-4,-0.470648,0.295025,-0.0478414,-0.489177,0.285337
UID_34_19_15_all-9,-0.5138,-0.0501244,-0.097197,-0.0591149,-0.363176
UID_34_19_16_all-19,0.731606,0.973603,2.60017,0.64414,0.64988
UID_34_19_1_all-8,-0.0474395,0.903034,-0.119488,0.00688371,-0.0960977
UID_34_19_2_all-19,-0.292424,0.578996,0.0722816,-0.417462,0.137914
UID_34_19_3_all-10,-0.0901004,0.873637,-0.00211335,0.0685794,-0.275262
UID_34_19_4_all-16,2.06408,0.376394,3.00431,1.57188,2.00508
UID_34_19_5_all-16,-0.342594,0.498815,-0.0551845,-0.320156,0.203523
UID_34_19_6_all-6,-0.303199,0.53617,-0.0132255,-0.102967,-0.0698548
UID_34_19_7_all-12,1.46064,0.970789,3.02442,-0.472453,-2.85144
UID_34_19_8_all-18,-0.860892,-1.01886,-0.432399,0.113798,-0.361365
UID_34_19_9_all-29,-0.864428,-0.635857,-0.235238,-0.267534,0.247587
UID_34_1_1_all-13,2.62856,-0.174054,1.40131,-0.895999,-0.34992
UID_34_1_2_all-16,-0.330847,0.435051,-0.12759,-0.0813415,-0.160948
UID_34_1_3_all-14,2.42248,-2.16208,-0.54757,-0.378203,-2.94554
UID_34_1_4_all-19,1.59205,0.473081,3.89005,-3.06247,-1.62955
UID_34_1_5_all-15,2.57561,-1.05032,-0.866383,-1.52726,0.237727
UID_34_1_6_all-12,0.0962355,1.24721,-0.0945987,-0.185016,0.00814179
UID_34_20_1_all-8,2.22413,-0.467415,-0.530865,0.177041,-3.22639
UID_34_20_2_all,1.61628,4.23717,0.102033,0.814037,-0.374
UID_34_20_3_all-9,-0.0433886,0.75621,-0.219699,-0.16391,0.0280221
UID_34_20_4_all-14,-0.0593157,0.782602,0.0487278,0.243132,-0.0907123
UID_34_20_5_all-20,-0.358614,0.4366,-0.0553835,-0.202188,-0.0308373
UID_34_20_6_all-18,-0.585047,0.0589478,-0.14287,-0.469316,0.304532
UID_34_20_7_all-10,-0.0195268,0.330798,0.175835,1.72754,-0.492248
UID_34_20_8_all-23,-0.371575,0.343708,-0.105451,-0.257332,-0.127589
UID_34_21_10_all-3,2.50286,-1.36693,0.682704,-1.35857,-2.1241
UID_34_21_11_all-15,1.95526,-0.244748,-3.64025,0.276322,2.24051
UID_34_21_12_all-12,2.14108,-0.69654,-1.73262,0.17351,-2.67492
UID_34_21_13_all-15,2.14317,0.905412,-4.80428,3.74064,0.217492
UID_34_21_14_all-11,0.00847785,0.907161,-0.108824,-0.0195115,-0.237115
UID_34_21_15_all-21,-0.724772,-0.440427,-0.282457,-0.308739,-0.299608
UID_34_21_16_all-16,2.0543,-0.322114,-1.16241,0.73691,-3.76252
UID_34_21_17_all-8,0.0895162,1.23687,0.0140569,-0.159568,-0.191692
UID_34_21_18_all-12,0.507535,0.922925,2.31798,1.60262,1.97069
UID_34_21_19_all-17,-0.782228,-0.439343,-0.209499,-0.762225,-0.0321184
UID_34_21_1_all-20,-0.896418,-0.707664,-0.126114,-0.398318,0.0606261
UID_34_21_20_all-4,-0.023993,1.10823,-0.0106262,-0.282284,0.027592
UID_34_21_21_all-10,-0.0415182,0.937956,0.0999838,-0.029198,-0.124603
UID_34_21_2_all-12,1.82454,0.654242,4.1257,-1.47495,-0.397884
UID_34_21_3_all-22,2.7818,-2.46748,-0.413933,-1.66211,-0.0360481
UID_34_21_4_all-15,-0.102338,1.02594,-0.0378308,-0.387212,0.130558
UID_34_21_5_all-18,-0.32454,0.531119,0.00103323,-0.493054,0.226421
UID_34_21_6_all-19,2.62986,-0.84416,-0.997206,-1.82922,1.71511
UID_34_21_7_all-12,-0.466182,0.386031,0.0862566,-0.594977,0.288393
UID_34_21_8_all-6,2.37528,0.124332,-4.18101,3.59397,1.93763
UID_34_21_9_all-24,-0.656722,-0.206477,0.0238453,-0.388547,-0.222747
UID_34_22_10_all-35,-0.595125,-0.477039,0.251363,-0.75332,-0.689951
UID_34_22_11_all-19,0.104085,1.26775,-0.144919,0.0666925,-0.14411
UID_34_22_12_all-4,-0.101085,-0.12921,0.7048,0.468206,0.821594
UID_34_22_1_all-13,-0.127682,0.693305,-0.117836,0.122803,-0.407948
UID_34_22_2_all-11,1.38899,-1.39857,4.71746,1.51464,1.3432
UID_34_22_3_all-8,1.95306,0.446332,-4.34903,1.58202,0.591243
UID_34_22_4_all-7,1.65725,3.66866,0.274247,1.13004,-0.776468
UID_34_22_5_all-11,-0.332653,0.590339,-0.0838258,-0.739233,0.593422
UID_34_22_6_all-30,1.14372,-0.624915,3.50251,2.82478,4.13002
UID_34_22_7_all-10,0.0301173,1.05732,-0.00125081,0.171122,-0.520894
UID_34_22_8_all-21,-0.701838,-0.0715757,0.226681,-0.693062,0.26748
UID_34_22_9_all-30,-0.816366,-0.407476,-0.0783357,-0.8753,0.459747
UID_34_23_1_all-7,-0.569591,-0.480924,-0.40559,0.108979,-0.683211
UID_34_23_2_all-14,-0.474588,0.126644,-0.0836317,-0.426851,0.0334897
UID_34_23_3_all-25,1.4041,-0.747425,5.42614,-1.33512,1.95466
UID_34_23_4_all-20,-0.426045,-0.159019,0.193531,0.138726,-0.182284
UID_34_23_5_all-12,2.70009,-2.23719,-0.107173,-1.42939,-1.3561
UID_34_24_10_all-11,-0.288511,0.684078,-0.0231083,-0.416719,0.263608
UID_34_24_11_all-20,-0.337962,0.363111,-0.0846342,-0.0728754,-0.322137
UID_34_24_1_all-21,-1.10147,-0.955291,0.125988,-0.462259,0.0666613
UID_34_24_2_all-10,1.90921,0.949654,5.31147,-0.35392,-1.25285
UID_34_24_3_all-10,2.52721,0.0371692,3.47168,0.00352543,-1.3418
UID_34_24_4_all-15,-0.236053,0.656537,-0.0808926,-0.218154,-0.0226093
UID_34_24_5_all-14,-0.58998,0.157619,0.0176546,-0.604584,0.25433
UID_34_24_6_all-22,-0.648774,-0.121942,0.00990283,-0.362168,-0.11443
UID_34_24_7_all-18,-0.656648,-0.74753,-0.449426,-0.223718,-0.0934079
UID_34_24_8_all-19,-0.200049,0.84085,0.013768,-0.563565,0.369355
UID_34_24_9_all-25,-0.942887,-0.822067,-0.394364,-0.841853,0.372278
UID_34_25_10_all-27,-0.589159,-0.135986,0.0438908,-0.277792,0.0731696
UID_34_25_11_all-9,-0.565938,0.177186,-0.03579,-0.789775,0.420179
UID_34_25_12_all-8,0.297847,1.6098,0.0506105,0.221008,-0.149376
UID_34_25_13_all-9,2.2982,0.173229,-1.33914,0.102306,-1.30075
UID_34_25_1_all-12,1.80058,0.525716,-4.33158,1.86731,-0.551296
UID_34_25_2_all-20,1.79171,0.790833,-2.96917,1.09771,-2.26889
UID_34_25_3_all-13,-0.10467,0.613934,0.141301,-0.0734775,0.319857
UID_34_25_4_all-15,-0.0412432,1.06108,-0.0611796,-0.368415,0.239007
UID_34_25_5_all-22,2.28849,-1.49441,-2.63125,0.0581857,3.82751
UID_34_25_6_all-13,-0.0010413,-0.197915,-0.279241,2.38379,-1.55219
UID_34_25_7_all-17,-0.0923718,0.986063,0.153723,-0.389021,0.483891
UID_34_25_8_all-18,1.77007,0.397518,-4.52747,1.51223,1.92871
UID_34_25_9_all-7,-0.406507,0.30606,-0.00467619,-0.171362,-0.358577
UID_34_26_1_all-7,-0.627895,-0.158288,-0.0676362,-0.324125,-0.123908
UID_34_26_2_all-21,-0.566387,-0.0220746,-0.0787591,-0.576731,0.178494
UID_34_26_3_all-17,2.63531,-1.93735,-0.608323,-1.60728,0.692539
UID_34_26_4_all-22,-0.897315,-0.504632,-0.022879,-0.921999,0.464091
UID_34_26_5_all-19,-0.824952,-0.820244,-0.580054,0.290377,-0.748266
UID_34_26_6_all-14,-0.443056,0.267021,0.143752,-0.362999,0.319484
UID_34_26_7_all-14,-0.0795277,0.79173,-0.129355,0.120487,-0.286618
UID_34_27_1_all-17,0.0682702,1.2818,0.393717,-0.109781,0.334826
UID_34_27_2_all-24,-0.381383,-0.277089,0.119286,0.127568,0.23035
UID_34_27_3_all-8,-0.508039,-0.0464907,-0.114276,-0.309072,0.0887039
UID_34_27_4_all-14,0.0260338,0.779568,-0.291798,0.245228,-0.230131
UID_34_27_5_all-32,-0.465208,0.315158,0.0246677,-0.401664,0.138928
UID_34_27_6_all-31,-1.00916,-0.801907,-0.114432,-0.49913,-0.0180227
UID_34_28_1_all-9,-0.150056,0.346321,0.592405,0.623533,0.915343
UID_34_28_2_all-18,-0.246786,0.546509,0.0193206,-0.360819,0.153129
UID_34_28_3_all-15,-0.184068,0.592685,-0.106754,-0.0799493,-0.0350655
UID_34_28_4_all-15,-0.118445,0.948586,-0.023344,-0.408488,0.312304
UID_34_28_5_all-17,2.40141,-1.04765,-1.84156,-0.865203,2.03602
UID_34_29_1_all-20,0.520833,-0.11649,2.26564,1.25709,1.56802
UID_34_29_2_all-12,-0.00532779,0.82995,0.498827,-0.220959,0.630096
UID_34_29_3_all-14,-0.136332,0.418988,0.132803,0.359854,-0.214832
UID_34_29_4_all-17,2.38076,-1.97123,-1.10593,-1.43989,-1.79235
UID_34_29_5_all-20,-0.213518,0.489818,-0.103751,-0.247854,-0.0811172
UID_34_29_6_all-7,1.68744,1.50957,3.05026,2.32605,-4.22129
UID_34_2_10_all-21,-0.0973688,0.899067,0.0612557,-0.0524418,0.0741609
UID_34_2_11_all-13,-0.429551,0.139149,-0.141285,0.0341791,-0.369815
UID_34_2_12_all-24,-0.223543,0.675457,0.0927578,-0.234318,-0.00295557
UID_34_2_13_all-11,2.8798,-0.56755,1.09945,-2.02225,-0.102594
UID_34_2_14_all-35,-0.618909,-0.0104706,-0.03844,-0.767278,0.382112
UID_34_2_1_all-13,2.64199,-2.18755,-0.611884,-1.56791,-0.413792
UID_34_2_2_all-9,-0.0657312,0.978079,-0.0790654,-0.0139131,-0.10595
UID_34_2_3_all-13,-0.0810646,0.951405,0.0290415,-0.129469,0.0873303
UID_34_2_4_all-8,2.06305,-0.191381,0.275189,0.287654,-3.97464
UID_34_2_5_all-5,-0.0456316,1.0833,0.00322141,-0.203987,0.0466782
UID_34_2_6_all-10,-0.0174022,1.0517,-0.114955,-0.0841005,-0.216471
UID_34_2_7_all-26,-0.872346,-0.999273,-0.318819,-0.536542,0.174662
UID_34_2_8_all-9,0.0750465,1.31072,-0.0609371,-0.180143,0.116972
UID_34_2_9_all-19,1.60286,0.374891,3.39054,1.74699,4.1436
UID_34_30_10_all-13,-0.108895,0.91527,-0.000605375,-0.139353,-0.0810336
UID_34_30_11_all-13,-0.116661,0.972172,0.040431,-0.199596,-0.000954394
UID_34_30_12_all-19,1.89935,0.772213,3.04165,-0.499694,-1.34975
UID_34_30_13_all-23,-0.0313043,1.07608,0.0150308,-0.17873,0.0195467
UID_34_30_1_all-25,-0.628717,-0.0109704,0.0304916,-0.469011,0.173499
UID_34_30_2_all-21,-0.336953,0.527611,0.0546208,-0.398471,0.0323846
UID_34_30_3_all-38,-0.860925,-0.591825,0.261472,-0.316535,0.347645
UID_34_30_4_all-16,-0.47269,0.359399,0.0453877,-0.481221,0.246807
UID_34_30_5_all-12,-0.138635,0.815378,-0.0832364,-0.305258,0.0743775
UID_34_30_6_all-6,-0.260346,0.655752,-0.0665283,-0.498144,0.18296
UID_34_30_7_all,1.79335,4.58079,0.0944902,0.742157,-0.202937
UID_34_30_8_all-28,-0.64715,-0.0838779,-0.0641064,-0.846952,0.383356
UID_34_30_9_all-27,2.04144,0.15288,5.79142,2.2834,0.927683
UID_34_31_1_all-10,-0.789882,-0.488214,0.086026,-0.570533,0.33794
UID_34_31_2_all-25,-0.798944,-0.450075,-0.109388,-0.671881,0.280787
UID_34_31_3_all-19,-0.798433,-0.761848,-0.232151,0.017975,-0.639031
UID_34_31_4_all-22,-0.89055,-0.714909,-0.114597,-0.461814,0.00281941
UID_34_31_5_all-16,-0.508366,-1.92282,-1.05224,3.00189,-1.43652
UID_34_31_6_all-20,-0.691191,-0.638572,0.433487,-0.272814,1.16397
UID_34_31_7_all-28,2.09877,-0.486515,5.59551,0.50935,-1.39096
UID_34_31_8_all-11,2.36342,0.403122,-2.74188,1.82894,-0.40504
UID_34_32_1_all-24,-0.463035,-0.0783062,-0.208204,0.0321885,-0.568284
UID_34_32_2_all-18,-0.267728,0.452957,-0.0765563,-0.131716,-0.260682
UID_34_32_3_all-33,-0.757473,-0.55694,-0.198804,-0.332398,-0.283908
UID_34_32_4_all-27,2.99929,-2.65484,0.261527,-2.38517,-0.849327
UID_34_32_5_all-28,2.82336,-1.30338,-0.117375,-2.14437,1.72914
UID_34_32_6_all-20,-0.29153,0.571282,-0.0906109,-0.219591,-0.0713038
UID_34_32_7_all-23,-0.170103,0.833613,0.0223925,-0.466616,0.337163
UID_34_32_8_all-4,-0.0175595,0.998955,0.105811,-0.257673,0.453296
UID_34_32_9_all-29,-0.631683,-0.00418901,-0.0497011,-0.703683,0.410403
UID_34_33_1_all-13,2.20236,0.273253,-1.99583,-0.386837,3.02269
UID_34_33_2_all-11,2.59292,-0.252475,0.0544002,-0.676378,-0.159841
UID_34_33_3_all-31,-0.646807,-0.0788804,-0.0470523,-0.625288,0.215439
UID_34_33_4_all-16,-0.137901,0.65945,0.133027,-0.46075,-0.075806
UID_34_33_5_all-17,-0.498214,0.177372,-0.0320421,-0.632806,0.464854
UID_34_33_6_all-17,2.7844,-1.7408,0.168142,-1.33161,-1.24394
UID_34_33_7_all-19,-0.28479,0.719342,0.04598,-0.38559,0.208017
UID_34_33_8_all-13,2.61726,-2.89812,-0.659472,-1.75079,-0.940628
UID_34_33_9_all-19,-0.355991,0.59684,0.0733976,-0.55973,0.329388
UID_34_34_1_all-27,-0.570249,0.19629,0.0328097,-0.696894,0.356106
UID_34_34_2_all-20,-0.402148,0.493451,0.0734899,-0.487543,0.214555
UID_34_34_3_all-19,-0.0744781,1.12379,0.0787688,-0.449465,0.295887
UID_34_34_4_all-15,2.14952,0.284469,3.96144,0.613101,-0.9356
UID_34_34_5_all-32,-0.52082,-2.08026,0.979705,2.56591,1.53224
UID_34_34_6_all-24,1.75796,0.187142,3.50632,4.24192,2.75153
UID_34_34_7_all-15,-0.062966,0.313896,0.307209,0.823839,0.170219
UID_34_35_1_all-10,-0.787277,-0.476739,0.0849706,-0.590721,0.315313
UID_34_35_2_all-14,-0.148688,0.611107,0.226563,-0.349131,0.270657
UID_34_35_3_all-20,-0.794283,-0.453748,-0.11783,-0.65238,0.30375
UID_34_35_4_all-30,-0.790551,-0.753918,-0.206492,0.0633575,-0.597648
UID_34_35_5_all-20,-0.889059,-0.702049,-0.126187,-0.45797,-0.000997513
UID_34_35_6_all-28,-0.512535,-1.89751,-1.06137,3.04651,-1.44762
UID_34_35_7_all-17,-0.681699,-0.637564,0.461592,-0.260045,1.13954
UID_34_35_8_all-23,1.78145,0.819034,5.83116,1.22506,-0.518416
UID_34_35_9_all-14,2.24289,0.391795,3.24165,-0.702362,-2.96739
UID_34_36_1_all-17,2.20512,-0.293425,-3.05346,1.69967,1.71348
UID_34_36_2_all-21,2.63887,-0.705375,-2.48993,0.760111,1.55761
UID_34_36_3_all-21,-0.674291,-0.317351,-0.105151,-0.357685,0.201854
UID_34_36_4_all-13,2.39693,-1.9232,-1.41893,-1.69513,0.612223
UID_34_36_5_all-21,-0.405069,0.400209,-0.0291503,-0.660598,0.469026
UID_34_36_6_all-11,2.43494,0.613343,3.79968,0.866232,1.07596
UID_34_36_7_all-14,1.11474,-0.292386,3.28972,3.64141,2.63064
