Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9
UID_H12_7_1_hem-12,23.5271,39.8013,-13.9505,1.29862,-10.8905,-11.8645,8.31943,15.9828,16.6311
UID_H12_7_2_hem-7,105.512,3.0262,-2.81815,26.0945,-12.4328,-2.84228,2.06786,-3.00127,8.14799
UID_H12_7_3_hem-9,40.4814,77.2974,-3.26253,14.7152,-10.3298,-0.402951,6.63346,-11.8681,4.09369
UID_H12_7_4_hem-8,24.8831,77.704,1.38422,15.0899,-1.46441,0.977322,-14.81,-8.51383,-3.10918
UID_H12_7_5_hem-10,49.1033,73.9579,-8.90672,11.6947,-4.02714,1.14866,-7.76336,-6.2457,2.99293
UID_H12_7_6_hem-10,65.6338,-9.12332,14.5022,-20.0093,21.5297,17.1751,6.08324,-6.02889,3.75757
UID_H12_8_1_hem-9,9.23493,106.512,-14.9997,-2.22732,2.89665,-0.991645,-2.62025,-2.19394,5.66567
UID_H12_8_2_hem-23,231.42,-122.142,29.255,33.8577,-56.9502,8.55519,24.7194,-9.00057,8.25135
UID_H12_8_3_hem-4,254.954,-157.35,0.652991,48.5577,-30.231,-1.77352,-11.2634,44.8927,-5.51866
UID_H12_8_4_hem-14,126.524,-13.7494,1.71599,31.8064,-21.0504,0.607958,-0.591001,-4.49785,-4.48545
UID_H12_9_1_hem-20,256.035,-150.64,2.67115,63.7645,-18.1583,-5.09432,15.8675,35.9486,-25.6531
UID_H15_10_1_hem-13,235.227,-91.1417,-11.0785,49.3894,-32.95,1.84254,7.82944,2.48381,-4.04782
UID_H15_10_2_hem-5,90.5163,27.8822,-5.22681,19.4726,-10.1117,-1.76332,4.26909,-4.06599,-2.11917
UID_H15_10_3_hem-12,254.732,-120.745,-11.4039,57.0146,-37.5438,0.150254,4.83968,2.97868,-0.191228
UID_H15_10_4_hem-3,3.44713,119.245,-7.39532,7.02938,-2.40115,-2.96778,-8.81911,-9.268,0.594589
UID_H15_10_5_hem-8,9.79882,48.8954,-24.6859,-16.3693,2.52709,-2.68588,-2.38998,6.31314,13.1698
UID_H15_11_1_hem-4,39.6369,87.3778,-6.61887,12.192,-8.59561,-3.88319,2.66983,-14.0527,-6.8828
UID_H15_11_2_hem-4,23.8783,92.2428,-0.72918,3.01423,3.09568,-3.44089,-6.7934,6.08007,5.15157
UID_H15_11_3_hem-21,130.852,-43.0408,-8.70168,16.475,-18.6149,-7.7997,-3.0936,-5.47051,4.36792
UID_H15_11_4_hem-5,69.2115,44.1253,-4.68908,19.1593,-12.8071,-3.36815,10.553,-3.42947,-0.452034
UID_H15_12_1_hem-4,220.213,-206.408,61.948,-27.6549,46.9181,22.7538,-2.34632,25.8769,-12.5911
UID_H15_12_2_hem-15,72.7309,-106.505,26.2043,-24.1471,17.4232,6.55358,26.7097,-0.00470955,-4.96709
UID_H15_13_1_hem-19,272,-125.931,-10.063,50.74,-34.6878,9.3086,8.35819,7.93858,-3.65715
UID_H15_13_2_hem-13,110.064,17.001,-5.47789,17.9991,-9.27818,-0.0757451,5.61199,7.33925,-2.91365
UID_H15_13_3_hem-9,57.9938,8.04392,-9.66744,-22.3532,6.70697,23.3661,14.067,30.1322,15.575
UID_H15_14_1_hem-5,112.426,-43.1282,4.94795,-3.84352,27.8358,15.1961,-14.9993,2.94159,1.60992
UID_H15_14_2_hem-6,40.5966,33.3158,3.2921,-13.0931,23.8292,8.45359,-10.0926,-4.11647,6.32187
UID_H15_14_3_hem-7,8.99658,94.6893,-5.50711,-5.68383,9.14552,3.18947,0.111065,-17.3453,-0.264921
UID_H15_14_4_hem-9,43.2486,63.9749,-2.85744,4.41107,1.64327,0.410294,-3.85447,-2.36908,0.17956
UID_H15_14_5_hem-6,30.5831,54.6699,11.9287,-10.7768,13.0284,-1.99702,-3.00706,-3.08339,-14.1106
UID_H15_14_6_hem-3,24.4518,64.4981,-2.31098,-12.9496,20.2895,7.64538,-13.2109,-3.23464,4.59015
UID_H15_14_7_hem-2,-586.712,-65.3976,-28.6856,15.6345,131.076,53.2311,-60.6759,-32.1317,59.6553
UID_H15_14_8_hem-3,17.0447,87.9336,2.38413,0.00608219,3.67742,-0.11883,-10.9676,-5.94994,-4.02864
UID_H15_15_1_hem-2,-7.13419,88.2615,0.00494706,17.3538,6.09404,-0.140096,-5.10008,-9.76805,0.208479
UID_H15_15_2_hem-10,109.606,-40.3283,7.01833,-3.00803,28.4839,17.9702,-17.4087,3.87331,2.53309
UID_H15_15_3_hem-8,55.2121,74.0952,-19.613,15.2965,-21.4144,-11.9017,-3.88808,3.32415,-12.413
UID_H15_15_4_hem-5,42.2766,33.1936,3.95432,-11.483,24.5576,8.61515,-10.1475,-4.31242,6.92817
UID_H15_15_5_hem-19,148.904,-25.3022,-3.09794,27.9115,-20.4163,-0.317495,17.8784,-1.21698,-5.38217
UID_H15_15_6_hem-3,-6.35945,130.557,-7.26556,-5.09054,-0.673224,-2.70823,-9.43437,-1.984,-4.70116
UID_H15_15_7_hem-8,47.4024,88.3519,-10.402,17.8183,-12.2473,-2.6141,-6.43974,-8.31376,-5.78449
UID_H15_15_8_hem-3,26.5022,60.0531,-1.43756,-13.2046,20.8659,8.0061,-13.034,-3.58848,4.33068
UID_H15_15_9_hem-3,17.9029,85.7594,3.45757,1.71742,3.79154,1.30657,-13.199,-4.22825,-3.51531
UID_H15_16_1_hem-11,84.4329,30.7386,-3.49398,11.8936,3.23764,0.460439,-8.02647,-2.16549,-9.01938
UID_H15_16_2_hem-22,146.688,-34.5492,-19.9729,33.4205,-35.0624,4.76526,-20.0716,26.9642,-3.00636
UID_H15_16_3_hem-4,13.3604,110.85,-10.5257,9.55473,-7.60247,-2.9884,3.34287,-9.05022,5.15674
UID_H15_16_4_hem-7,43.0557,82.7075,-11.1416,10.987,-6.59552,-6.52867,-11.3673,0.203285,-4.30655
UID_H15_16_5_hem-7,45.4669,72.102,-6.61661,14.9217,-6.17864,-0.232059,-5.75506,-2.67933,5.27961
UID_H15_16_6_hem-19,25.3777,66.9431,0.193666,-7.98303,10.8401,2.8149,-3.77382,-4.9863,-0.986525
UID_H15_16_7_hem-4,12.1968,87.0897,-3.04428,4.05713,4.996,1.97435,-4.79943,-3.5895,9.09599
UID_H15_16_8_hem-5,18.7499,108.284,-9.5289,6.03017,-5.26139,-7.62088,-1.28173,-10.4901,-11.2875
UID_H15_16_9_hem-8,16.6368,106.104,-8.12826,7.64958,-0.41071,-1.88983,-12.2659,-2.99217,-2.14488
UID_H15_17_1_hem-3,55.0065,68.0519,-6.73063,17.9479,-16.0163,-9.2113,0.545723,-8.77206,-5.976
UID_H15_17_2_hem-4,34.2231,80.4575,-4.50421,6.7575,-1.48012,-0.883077,3.67322,-8.83572,-0.593804
UID_H15_17_3_hem-21,77.6233,46.5767,-6.31614,20.3135,-13.83,-1.31501,0.73112,-1.37755,-2.13122
UID_H15_17_4_hem-12,154.048,-65.5924,10.45,14.9934,-8.25962,-0.911483,26.1133,-4.95658,-14.0611
UID_H15_17_5_hem-13,81.2956,51.3351,-14.8112,23.131,-14.691,-7.40924,-4.28644,5.29083,-3.71111
UID_H15_18_1_hem-11,234.332,-91.9461,-10.2812,50.4831,-33.4441,1.50316,10.014,3.73307,-3.95718
UID_H15_18_2_hem-3,-26.9553,127.858,0.32645,-8.03602,10.2483,-3.40557,-8.56804,-5.88958,-3.74535
UID_H15_18_3_hem-9,89.884,27.0706,-5.78837,19.9344,-10.9689,-0.816822,3.76075,-3.40929,-2.61442
UID_H15_18_4_hem-10,33.8547,1.39228,0.316275,-36.1798,10.9404,-7.23439,37.5883,-6.27681,-2.15341
UID_H15_18_5_hem-3,-614.331,-59.1573,158.656,-18.7812,48.0926,88.1906,-47.6209,-39.9938,57.3877
UID_H15_18_6_hem-4,3.56854,120.559,-7.20141,7.5992,-2.14468,-2.10197,-8.64516,-8.3907,2.02087
UID_H15_19_10_hem-6,-703.672,-95.0129,32.3169,79.3839,29.2332,-32.23,1.26883,2.22168,52.3195
UID_H15_19_1_hem-2,-670.07,-88.1463,98.5397,83.0817,-50.1351,93.8053,-12.3999,15.0015,-6.69082
UID_H15_19_2_hem-5,87.1237,29.5777,-5.90171,24.969,-10.2543,-3.39867,1.40143,-13.2912,-7.85545
UID_H15_19_3_hem-3,-8.26377,136.975,-6.7917,2.03801,-7.27975,-6.16542,-10.6383,-7.64156,-7.26304
UID_H15_19_4_hem-17,272.426,-123.516,-7.2682,50.8034,-35.8622,9.06501,8.1668,7.29385,-2.47326
UID_H15_19_5_hem-6,14.0079,105.94,-8.04002,5.54496,-4.54558,-9.46086,-6.86628,-3.34159,-6.61261
UID_H15_19_6_hem-2,8.34759,87.456,-2.31061,-6.63825,7.65987,-5.88418,-7.3049,0.230663,-4.3685
UID_H15_19_7_hem-5,-700.892,-87.2897,-63.2336,100.338,5.70838,13.0666,-47.3394,6.3196,17.1032
UID_H15_19_8_hem-11,50.0115,66.1265,-8.33942,8.71243,-8.24191,-5.59497,1.49179,-2.21122,-1.21198
UID_H15_19_9_hem-12,48.2944,-84.1943,-50.6478,-81.7757,-68.516,-74.0648,-12.9329,-26.7334,-16.4182
UID_H15_1_1_hem-9,54.6931,-40.7088,31.16,-6.95898,27.3929,7.20127,-16.7498,13.789,7.61444
UID_H15_1_2_hem-2,0.638352,109.458,-5.76862,-1.65377,6.47648,-1.459,-9.94376,-6.27851,3.74121
UID_H15_1_3_hem-14,130.306,-31.4946,6.27702,38.6183,-37.5302,-17.7145,10.8521,-5.58559,-12.6881
UID_H15_1_4_hem-9,106.827,12.5741,-5.40533,22.2879,-11.3506,0.359167,4.80807,-8.40868,-3.98011
UID_H15_1_5_hem-22,250.341,-118.46,3.25039,54.396,-39.0003,3.49491,3.85901,15.65,-10.226
UID_H15_20_1_hem-2,64.3637,62.3294,-7.29948,19.3932,-14.9533,-6.08395,5.56527,-8.40893,-5.71306
UID_H15_20_2_hem-3,22.4957,86.2609,-6.46635,-1.07638,7.89405,-2.34276,-14.6597,-3.00091,-4.37581
UID_H15_20_3_hem-2,2.4653,119.974,-7.89431,2.72219,-5.57234,-1.59912,-10.0947,-5.79289,2.473
UID_H15_20_4_hem-2,-21.3227,117.491,-4.23607,-0.385546,5.58728,1.0857,-14.1144,-2.73604,6.16748
UID_H15_20_5_hem-10,53.5828,72.8848,-11.2874,8.72983,0.115004,-1.55263,-9.51893,-7.57195,-2.62158
UID_H15_20_6_hem-2,-39.3524,93.865,10.204,-20.9872,25.9424,3.03556,-13.44,4.74951,6.69752
UID_H15_20_7_hem-7,225.844,-121.004,1.75146,33.6682,-11.6116,9.09214,4.24778,8.44334,-2.05959
UID_H15_21_1_hem-2,6.34109,97.9786,-1.2727,-0.370588,11.6617,-1.32024,-4.5481,-2.99109,0.174444
UID_H15_21_2_hem-4,50.2641,84.9626,-12.2268,16.164,-11.5357,-4.18139,-7.3618,-2.82322,-1.86889
UID_H15_21_3_hem-2,-9.3464,133.729,-11.3081,0.106157,0.00566772,-6.28511,-11.3842,-4.42747,-2.83101
UID_H15_21_4_hem-4,67.53,53.676,-3.30378,14.7282,-5.58251,-0.831235,-10.6475,-8.48144,-6.72524
UID_H15_21_5_hem-8,71.5048,43.1608,-7.5494,15.7375,-16.8221,2.92562,-7.75556,10.7242,2.56849
UID_H15_21_6_hem-3,-6.31986,63.3641,12.4448,-0.724758,7.05292,-0.369188,-4.63635,3.60522,5.42543
UID_H15_21_7_hem-2,21.9057,96.2862,-9.86118,-2.64086,3.99266,-0.558607,-10.7226,0.768365,-2.05529
UID_H15_22_1_hem-31,337.427,-202.274,-2.08953,70.0949,-41.4322,2.6278,30.59,6.59822,-27.791
UID_H15_22_2_hem-14,203.432,-89.9633,-19.5082,31.4736,-42.7869,-13.6021,15.5826,-4.25776,-8.49424
UID_H15_22_3_hem-4,-37.6726,75.441,-0.28837,-29.5656,19.2871,-7.08453,10.2237,-1.15533,8.6775
UID_H15_22_4_hem-13,62.686,42.0666,-6.09681,0.511254,7.09612,2.04785,-3.70316,-0.976182,-2.81197
UID_H15_22_5_hem-6,-18.7846,106.039,-0.936894,-16.0122,17.7763,-0.21309,-14.4178,-0.848795,2.07051
UID_H15_22_6_hem-2,-25.9782,107.372,-2.03769,2.26267,0.209312,-4.79436,3.37823,-5.72066,19.6113
UID_H15_23_10_hem-2,-11.4592,134.02,-6.06555,9.01345,-8.24438,-6.54044,-4.30917,-10.1218,-4.7828
UID_H15_23_11_hem-5,-7.96458,54.6513,-0.919977,-18.9647,12.0738,2.45475,1.6301,-5.50912,14.7843
UID_H15_23_12_hem-2,-18.1753,59.8325,13.3694,-34.5378,26.7339,7.45442,2.85,-12.788,3.97376
UID_H15_23_1_hem-8,51.2635,57.4324,0.682414,13.0457,6.11885,3.14691,-12.8477,-0.0995344,-1.05862
UID_H15_23_2_hem-5,15.1887,73.3004,6.09417,-16.8415,20.242,6.65584,-6.91444,-4.90156,0.823637
UID_H15_23_3_hem-13,65.0074,47.9632,-3.61067,12.137,0.115075,-2.67292,0.61195,-3.59753,-22.8021
UID_H15_23_4_hem-3,5.41991,102.478,-4.18593,5.44445,-0.455552,-5.77001,-12.8288,10.1122,-3.83579
UID_H15_23_5_hem-5,7.82862,92.7593,-11.0858,-8.36003,10.8255,0.284332,-5.07062,-8.29233,5.9474
UID_H15_23_6_hem-12,87.3393,51.7636,-9.32052,22.0833,-18.6254,-1.6594,-8.35793,0.670616,-5.17711
UID_H15_23_7_hem-18,73.2705,50.4764,-7.25717,14.1224,-8.77835,-5.87434,0.285771,0.484592,-8.2593
UID_H15_23_8_hem-7,9.48645,115.279,-10.4401,4.28403,-0.395737,-3.59823,-13.165,-4.24969,-3.95874
UID_H15_23_9_hem-3,1.55792,69.4796,9.49641,-21.2159,19.0683,4.6542,5.16642,-2.56463,0.474604
UID_H15_24_10_hem-8,14.2381,80.6889,-2.53073,-13.9617,19.6682,-3.35445,-2.9475,-7.26573,-10.5299
UID_H15_24_11_hem-14,27.8039,85.9006,-10.3681,-4.04447,5.41289,-1.748,-5.5801,-6.45298,-3.0865
UID_H15_24_12_hem-6,6.05818,115.019,-8.77658,5.38288,-1.24805,-1.23101,-8.6755,-10.9901,5.78646
UID_H15_24_13_hem-3,-14.8336,48.1214,17.4307,-18.8346,35.9587,21.8427,-23.0628,2.09719,20.8684
UID_H15_24_14_hem-5,-31.5662,41.7503,16.3016,-43.3391,36.3361,14.2853,17.4369,-10.1151,13.3212
UID_H15_24_15_hem-4,3.55926,80.2756,4.40181,-13.5106,26.8995,6.34525,-16.5349,-0.254119,1.86457
UID_H15_24_16_hem-3,-37.4421,120.819,-4.13376,-21.0868,21.4672,0.966286,-24.722,9.16748,-1.55259
UID_H15_24_1_hem-7,55.3404,65.1637,-9.14129,14.7835,-11.9133,-9.03458,9.61553,-3.3647,-5.49919
UID_H15_24_2_hem-8,82.7912,44.5478,-8.52501,17.7615,-11.4692,-5.63933,0.690587,-0.288642,-8.81873
UID_H15_24_3_hem-2,-29.4923,145.021,-6.88823,-2.29091,3.25689,-3.66941,-15.315,-8.53418,-3.71067
UID_H15_24_4_hem-4,30.2665,37.2458,23.6815,-11.7553,20.768,14.3503,-22.2938,1.11573,0.495721
UID_H15_24_5_hem-4,10.5405,114.474,-11.5832,5.45683,-0.452529,-5.17481,-13.4687,-5.76434,-3.85748
UID_H15_24_6_hem-2,-43.9799,121.572,-6.49141,-15.8379,15.8444,-8.44799,-23.1891,-18.2465,8.27147
UID_H15_24_7_hem-2,1.88401,70.1342,9.68643,-20.1491,17.1302,4.6207,7.2351,-3.81228,0.136265
UID_H15_24_8_hem-5,-19.2219,66.4249,13.6038,-34.3434,25.0416,8.10496,5.12816,-12.9314,3.58712
UID_H15_24_9_hem-3,78.3256,56.4072,-15.8053,24.9908,-22.8504,-9.43032,-1.78205,-2.81885,4.68231
UID_H15_25_10_hem-3,63.3806,56.0642,-7.1593,11.1126,2.05658,1.78634,-12.088,-1.53767,-0.520572
UID_H15_25_11_hem-3,92.6665,39.124,-13.6652,13.7411,-8.63828,-0.670343,-3.11048,-4.02218,-2.53521
UID_H15_25_12_hem-14,42.7706,45.1766,-3.2674,22.4991,-18.8032,8.61433,22.78,8.72122,22.9352
UID_H15_25_13_hem-2,44.6501,70.2077,-6.22935,8.15507,-2.14822,-3.5488,-5.08764,-4.71388,-2.74833
UID_H15_25_14_hem-6,24.5065,108.269,-15.855,11.2771,-12.0694,-4.30218,-5.20934,1.50477,-0.924889
UID_H15_25_15_hem-2,5.08104,104.311,-4.70757,-6.58362,8.00671,0.876339,-11.0112,-3.52154,-1.61873
UID_H15_25_16_hem,-718.866,-23.2924,-34.8328,118.909,44.124,-11.041,17.083,37.9117,-24.3737
UID_H15_25_1_hem-3,53.7535,-25.7003,2.61126,-20.903,1.16653,-10.4743,0.452191,-19.7415,-2.64888
UID_H15_25_2_hem-2,51.1521,54.2092,-3.35226,13.8021,-5.47606,-2.74798,-6.40123,1.80259,3.53369
UID_H15_25_3_hem-9,64.4847,62.5628,-6.38641,15.513,-9.49109,-2.02908,3.15982,-6.61953,-5.39446
UID_H15_25_4_hem-14,71.8923,35.5159,0.54173,16.1697,-0.509008,3.34197,-5.9779,-4.30882,-7.50848
UID_H15_25_5_hem-5,40.5554,40.6792,8.44387,-3.49135,28.042,0.831499,-4.22262,11.1485,-5.21475
UID_H15_25_6_hem-16,180.95,-41.5037,-10.169,33.3146,-19.2533,-0.637665,3.12556,1.71215,-9.11632
UID_H15_25_7_hem-6,9.65784,94.3843,0.119702,-9.88716,9.30921,-0.579053,-7.85996,-5.30281,-3.0156
UID_H15_25_8_hem-5,-18.1769,22.624,14.445,5.57392,14.9024,-12.2306,-34.951,-55.0228,-58.2646
UID_H15_25_9_hem-3,-739.211,-52.0945,-5.56634,127.661,11.8994,20.5438,1.97388,-2.30963,5.96378
UID_H15_2_1_hem-5,77.6291,48.954,-21.5703,14.1981,-19.9385,-8.98062,-12.4634,-3.24261,-1.19361
UID_H15_2_2_hem-20,140.559,-165.8,23.4848,-43.2017,55.3043,19.4408,25.8904,9.521,3.58699
UID_H15_2_3_hem-8,44.2008,-148.917,-75.225,-23.1137,-140.692,-113.456,-42.8088,-18.9619,12.6633
UID_H15_2_4_hem-9,171.84,-121.453,17.239,-7.02417,28.9191,21.1533,2.98137,7.116,0.15734
UID_H15_2_5_hem-11,213.109,-97.8815,2.03267,29.3504,-4.41471,11.9117,0.573504,9.23903,-2.44164
UID_H15_3_1_hem-14,60.8634,-20.3761,16.0181,-26.9765,40.0994,8.21516,10.6193,6.02189,2.5829
UID_H15_3_2_hem-10,140.524,-58.6988,9.60526,40.2747,-5.4964,11.8357,7.67954,-2.12003,15.9261
UID_H15_3_3_hem-17,31.8645,95.6637,-10.1835,10.2569,-6.56392,-4.14786,-5.52838,-5.94745,1.8438
UID_H15_4_1_hem-25,255.761,-335.751,67.6433,9.26942,82.1616,60.6774,-19.3633,12.2011,-4.75934
UID_H15_4_2_hem-16,186.121,-79.2055,-5.58291,24.6693,-23.679,10.6576,4.365,12.1909,8.28707
UID_H15_4_3_hem-12,34.8658,83.7245,-5.42273,10.382,-3.59117,-1.00525,-10.8718,-8.49279,0.789086
UID_H15_5_1_hem-13,82.6231,29.2826,-8.83335,9.46964,-3.67967,-1.47162,-8.76595,-5.05649,-3.37043
UID_H15_5_2_hem-15,114.888,2.95368,-0.130512,20.1092,-3.89156,6.21917,-1.95889,-7.41373,-6.4846
UID_H15_5_3_hem-6,30.2358,48.9813,7.18178,2.18213,-2.325,-10.3476,-5.97456,-2.74653,-2.75732
UID_H15_5_4_hem-14,54.4164,75.7963,-11.5088,15.0645,-8.4395,-2.24039,-5.35174,-5.6563,1.17489
UID_H15_5_5_hem-8,72.574,56.4321,-14.6682,13.4579,-4.6689,-2.4337,-3.7415,-4.25485,0.907785
UID_H15_5_6_hem-16,-634.153,-4.4334,233.187,-15.9501,-297.724,182.594,-62.6425,133.475,-142.287
UID_H15_5_7_hem-11,51.7688,78.3768,-5.32097,19.1872,-19.1636,-6.61074,3.83643,-6.61298,-7.38186
UID_H15_6_1_hem-6,54.8153,33.5439,4.77773,4.19477,1.35044,-3.63966,-3.53639,7.33174,-1.62191
UID_H15_6_2_hem-6,50.8715,-0.887906,24.8243,-2.28554,19.919,13.9021,-14.6306,-5.5414,4.45534
UID_H15_6_3_hem-6,75.3981,27.1178,1.83427,12.8437,-0.0579847,-10.3299,-4.24815,-4.45293,-29.8452
UID_H15_7_1_hem-15,130.784,-18.5394,0.661501,28.8415,-18.3131,11.4654,12.5437,-0.712163,17.3354
UID_H15_7_2_hem-15,256.978,-211.68,-39.4689,64.7467,-103.994,-38.8717,30.3796,23.6928,33.6101
UID_H15_8_1_hem-10,10.4762,96.1516,-11,-1.77015,2.67948,-7.4474,-8.62101,0.429917,-8.32751
UID_H15_8_2_hem-7,31.1468,-2.89623,-23.3737,51.9392,-18.882,-35.444,0.679461,-6.2214,-12.5492
UID_H15_8_3_hem-5,-491.294,76.7037,106.143,-247.825,-399.074,537.157,-221.803,67.6759,-85.1081
UID_H15_8_4_hem-8,17.2566,67.6303,10.6534,-7.74255,-15.4935,6.86568,-12.75,14.3485,23.0783
UID_H15_8_5_hem-6,-1.69961,101.648,-0.237476,-5.94831,6.64059,-0.805951,5.46332,-6.97245,-4.79257
UID_H15_9_1_hem-7,86.1666,52.9516,-11.9804,21.2123,-12.3318,-0.292316,-5.41583,-3.39411,-0.817059
UID_H15_9_2_hem-4,36.512,77.4719,-5.03064,13.2669,1.5921,3.75054,-11.676,-8.02241,5.27658
UID_H15_9_3_hem-2,-16.1825,129.884,-9.93567,-0.852249,-0.594444,-5.49642,-1.27018,-9.87694,0.067966
UID_H15_9_4_hem-6,35.985,89.1071,-5.32631,14.192,-6.70635,-4.31397,-9.85147,0.0515607,-1.20801
UID_H16_10_1_hem-22,132.196,-129.281,17.4897,-21.3489,19.4676,22.5674,40.6454,2.38003,21.2646
UID_H16_11_1_hem-2,-27.7023,151.141,-13.7316,-0.458766,1.62418,-6.0773,-6.17003,-10.0925,5.90046
UID_H16_11_2_hem-2,15.9752,93.5541,4.18541,-12.3953,12.0962,-9.5324,-5.21366,6.23148,-4.95753
UID_H16_12_1_hem-2,-99.2488,73.8985,-37.0113,-64.3118,-10.7021,-16.9278,15.4863,11.5349,25.394
UID_H16_12_2_hem-3,124.564,1.53038,-13.0339,41.2463,-36.567,-2.56438,3.07399,15.729,8.90954
UID_H16_12_3_hem-8,120.203,-22.0832,-6.81916,4.68506,-4.84517,7.75023,-9.1207,2.07074,2.85059
UID_H16_12_4_hem-14,68.7171,20.9955,6.7818,19.4948,-3.50986,4.14353,-4.51212,-3.98539,3.47755
UID_H16_12_5_hem-13,192.487,-161.295,-43.2649,28.3097,-89.7574,-9.71563,13.514,30.4986,28.3313
UID_H16_12_6_hem-5,-42.2443,126.405,1.1889,-23.1797,26.4995,-3.29584,-11.9853,-1.25378,-6.90408
UID_H16_13_1_hem-19,82.3201,-10.0179,6.84765,7.05127,12.3734,7.64625,-5.98635,5.66639,1.00719
UID_H16_14_1_hem-8,-7.67202,135.693,-15.4529,-0.343217,-0.803113,-6.43814,-15.4748,-6.98175,-5.44465
UID_H16_17_1_hem-4,-13.1573,104.388,1.84825,6.32271,-3.45298,-11.6061,-13.3477,-4.79315,-6.79462
UID_H16_17_2_hem-11,119.38,-69.0515,8.8044,-4.94618,16.4473,24.0935,-10.3706,11.6224,12.201
UID_H16_17_3_hem-4,-10.6206,85.789,-28.2123,2.89805,-38.3846,-25.4837,-7.72851,11.9384,9.21756
UID_H16_18_1_hem-13,98.2921,-4.08145,7.78358,22.0588,2.00728,12.6934,-14.6553,-1.37865,-2.74793
UID_H16_18_2_hem-2,-24.3608,117.869,-17.2702,0.642638,-7.30623,-12.1481,2.72603,1.36149,-2.37554
UID_H16_18_3_hem-3,140.761,-44.577,3.85015,14.986,2.88436,7.11138,-7.30225,0.25284,-5.9824
UID_H16_19_1_hem-8,-47.0908,68.4242,-3.90428,-43.5745,43.421,4.68019,17.7247,0.0444974,4.2527
UID_H16_19_2_hem-2,-29.5686,122.256,1.89651,-6.12432,9.81327,-2.44624,-6.60404,-11.8325,-1.16567
UID_H16_19_3_hem-2,63.6066,23.8034,0.402987,10.9758,1.78334,0.788476,-8.98422,11.5822,3.50549
UID_H16_1_1_hem-12,183.775,-180.83,-18.4475,-4.93353,-3.78091,2.49516,11.4534,32.3028,6.26963
UID_H16_1_2_hem-4,-19.6974,102.578,-5.3537,-22.7061,28.1437,2.93594,-7.48644,-5.17226,7.5563
UID_H16_1_3_hem-2,-20.3487,139.651,-13.724,-1.49319,1.81461,-5.71675,-16.154,-0.501298,1.10896
UID_H16_20_1_hem-5,14.7805,113.122,-14.3143,6.42058,-9.06604,-10.3702,-4.15845,-4.79082,-7.03786
UID_H16_20_2_hem-21,204.466,-184.258,-20.3409,18.5823,-49.5178,-22.0071,21.0615,28.2101,5.10057
UID_H16_20_3_hem-4,54.4096,60.929,-17.0324,24.9958,-19.6623,-8.24194,-4.50073,-0.765108,10.88
UID_H16_21_1_hem-10,-606.684,25.0303,-367.374,-207.929,-7.5006,-3.214,176.667,99.6482,2.13951
UID_H16_21_2_hem-3,82.3155,-39.3192,22.0772,21.4012,-6.17123,9.31879,20.6546,2.29141,29.5208
UID_H16_21_3_hem-2,127.486,-54.722,-2.22755,30.4106,-46.9161,-8.44005,40.2527,-4.20873,2.74006
UID_H16_21_4_hem-14,261.093,-224.043,38.7362,44.9378,-25.0767,-8.57893,39.0135,1.00137,-17.3259
UID_H16_22_1_hem-11,91.3634,-19.9867,10.5506,10.3785,8.5487,10.1695,-4.78019,9.60379,1.33776
UID_H16_23_1_hem-8,-25.8642,108.928,3.74382,-5.36261,7.34384,2.94433,0.656829,-5.56589,8.8842
UID_H16_23_2_hem-8,7.09375,101.598,-6.61104,7.57492,-9.26832,-2.71163,1.77158,-1.02342,13.0491
UID_H16_24_1_hem-10,-13.7487,111.985,-2.05975,-10.8793,15.1369,-0.711455,-16.2193,-3.68056,-1.28025
UID_H16_25_1_hem-10,1.13627,58.5748,12.8801,-26.2909,41.1323,13.4198,-1.91596,-8.93655,-4.14307
UID_H16_25_2_hem-20,205.477,-156.188,14.6013,2.74693,25.4871,9.30219,-1.83178,0.240272,-22.3235
UID_H16_25_3_hem-11,31.6585,-42.5458,13.1504,-51.3728,61.5696,16.014,8.61565,4.59223,13.3063
UID_H16_26_1_hem-10,24.1657,24.9765,6.70464,-17.2732,20.0645,12.8335,0.0929132,9.42258,15.2444
UID_H16_26_2_hem-13,64.0164,12.3109,6.77066,4.44738,5.75139,-1.7277,-9.16705,-0.971626,-8.63873
UID_H16_28_1_hem-8,-0.466289,114.239,-10.4879,-6.7244,10.0179,-5.18961,-14.8485,-5.76498,-3.36613
UID_H16_29_1_hem-17,39.5511,18.3532,-16.8078,-13.0559,-10.3211,-13.6156,17.3164,11.0009,0.382634
UID_H16_29_2_hem-26,159.896,-77.85,7.15362,16.1978,12.5156,13.4574,-2.36866,5.43887,2.04879
UID_H16_29_3_hem-6,2.86285,102.788,-7.19234,13.4238,-15.0833,-10.7221,3.91976,-4.20868,-4.25621
UID_H16_2_1_hem-2,74.7932,-55.0554,8.2268,-43.7667,31.7358,15.4035,31.792,7.56584,14.7316
UID_H16_2_2_hem-2,-44.0898,151.438,-6.47094,-13.1586,12.2311,-2.79793,-13.633,-9.54125,-1.52049
UID_H16_30_1_hem-10,41.9093,19.8257,-19.3455,-12.805,-4.98934,-10.8489,16.2935,7.40797,3.86488
UID_H16_30_2_hem-21,162.765,-81.5336,4.99218,18.1568,13.7053,14.723,-3.09185,3.72565,0.834247
