Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9,Mode 10,Mode 11
UID_22_23_4_all-17,780.899,207.263,194.532,96.6845,98.1293,64.6044,-58.9772,-15.3263,23.8987,-47.211,-6.28527
UID_22_24_1_all-9,-162.137,99.6627,-8.7547,-52.3041,-40.4758,54.5266,4.08698,32.0945,-18.6548,-9.8726,-27.5913
UID_22_24_2_all-11,789.996,206.161,83.7683,136.899,-64.9403,45.5296,-5.3998,8.98618,8.2745,-25.0905,-10.1423
UID_22_24_3_all-5,-114.548,-57.069,0.996482,13.2333,-3.45287,-24.1614,1.80397,-5.46238,5.24917,7.72868,-8.73744
UID_22_24_4_all-7,-87.8778,-47.5431,15.1055,5.91926,-17.1606,4.69767,-7.80813,5.43202,-2.76959,9.64446,-6.97783
UID_22_25_1_all-10,-154.778,-4.10971,-43.6273,32.8426,20.2715,3.22099,-8.15415,-27.7543,7.93617,-11.5572,-11.1701
UID_22_25_2_all-2,-48.5269,-69.1715,17.7253,6.25513,-5.06587,8.26425,-1.22121,16.2511,5.15058,7.93068,3.2338
UID_22_25_3_all-6,-78.3213,-84.7147,2.32819,23.891,4.5328,6.8379,9.57746,17.0211,-0.169373,-5.47414,0.563011
UID_22_25_4_all-10,676.184,104.852,287.021,-17.4906,-18.1595,64.6645,-55.0888,15.3442,-11.9414,-89.2993,-50.8129
UID_22_26_1_all-2,-19.7577,-134.244,4.0245,0.70621,-4.26605,5.63059,2.59596,-1.22872,1.70866,-5.37466,-0.504733
UID_22_26_2_all-20,359.214,158.904,-251.419,27.0318,159.203,39.1207,55.3749,28.7853,-32.3055,-21.6279,-53.5669
UID_22_26_3_all-3,-79.1939,-48.7056,4.07588,7.19027,-8.52104,20.3305,-18.0311,19.5252,5.31465,23.1021,-1.80008
UID_22_26_4_all-18,-133.611,5.84887,-55.1722,25.9253,39.3684,13.216,-10.8019,-27.4554,0.816785,-12.9435,-11.5317
UID_22_27_1_all-12,-102.225,-71.3295,0.154925,18.5992,4.93624,-1.04637,-2.63237,6.64404,0.230263,-7.45659,2.03673
UID_22_27_2_all-16,-147.156,-10.2327,5.81899,26.2894,4.28394,2.24603,13.4416,10.0608,-6.52792,-9.43925,1.52688
UID_22_27_3_all-20,-80.5128,-93.5746,-4.62534,16.4819,8.9987,5.36442,5.70494,3.21402,-3.28375,-4.44433,-0.656975
UID_22_27_4_all-20,-119.988,-28.2489,-1.80089,22.7463,6.55457,7.9894,7.89881,7.94195,-2.60693,-2.32515,-0.547029
UID_22_28_1_all-10,-130.756,-48.0239,-8.80638,47.8646,4.64424,7.71484,22.9037,22.7976,4.32033,0.159749,-10.0516
UID_22_28_2_all-14,-98.1886,-73.1911,2.07685,19.3995,2.45413,-0.846705,-2.28759,6.7627,-0.162033,-6.35463,1.69878
UID_22_29_1_all-2,-103.414,-68.5503,1.2589,21.6767,1.80504,-2.09811,1.23879,7.91411,-2.70604,-6.73304,-1.24964
UID_22_29_2_all-7,-170.381,-0.233393,6.43732,34.997,-5.82103,0.739077,1.43459,1.43116,-0.834912,0.264973,-2.72311
UID_22_2_1_all-3,-75.9327,-20.4205,25.0912,-4.93387,-37.6116,2.24602,-11.1427,2.83746,8.07612,4.9906,-10.4924
UID_22_2_2_all-9,-188.395,12.5546,-12.6701,70.3017,24.6055,-34.7939,-4.14912,-19.6197,15.5686,9.33702,18.0577
UID_22_30_1_all-8,-117.403,-37.5249,11.7363,23.9341,-2.44559,2.09586,-5.14402,10.9185,-6.60374,-6.77299,7.42479
UID_22_30_2_all-9,-148.483,-23.2871,-4.21253,38.5594,-2.28144,6.82075,10.8886,14.3067,4.1905,-1.56899,-11.8566
UID_22_31_1_all-2,-49.8839,-65.2027,22.55,-22.6379,-31.8437,8.7536,-4.57957,6.46172,-7.63984,-0.992975,-12.9786
UID_22_31_2_all,742.298,250.899,4.11297,79.81,-112.639,15.6351,-45.7078,10.5848,28.3805,2.46628,-4.79147
UID_22_31_3_all,830.913,192.235,-22.9508,157.918,-65.8382,17.2976,-6.75794,3.81434,9.89089,-0.82046,-12.9156
UID_22_32_1_all-4,-143.667,-8.83756,0.739192,35.0103,7.39494,4.64414,-15.3081,8.52108,-0.465068,15.7696,-2.70113
UID_22_32_2_all-5,-132.634,-13.3836,2.05345,19.8523,-2.5088,6.80572,19.9976,2.7457,2.39003,2.28613,-1.06967
UID_22_33_1_all-10,-164.764,-23.1579,5.57034,41.6075,18.7711,-13.4658,-1.33104,-2.49193,-2.45345,-2.84859,1.42389
UID_22_33_2_all-5,826.78,146.894,54.3728,142.511,-73.5492,-12.2411,-44.0414,-75.7014,-27.6808,10.5269,44.16
UID_22_34_1_all-2,-163.955,-23.9774,-9.5123,39.2443,5.684,-2.86263,1.56096,-0.621906,0.919876,7.96991,-9.3992
UID_22_34_2_all-6,-201.974,33.7619,7.65499,64.7884,14.8762,-22.3935,1.68761,-13.5847,4.92424,15.2911,-4.4663
UID_22_35_1_all-2,-52.2077,-56.4682,19.2945,-19.7577,-20.118,12.2622,-5.35376,4.46474,-7.02272,2.09701,-1.65454
UID_22_35_2_all-11,-96.521,-25.226,-28.7667,18.8337,32.401,41.2101,-38.6911,45.8817,11.5505,46.6751,8.28357
UID_22_35_3_all-6,-165.854,-16.6838,-9.72832,60.3345,11.9505,-12.8969,6.20084,0.741223,12.0263,6.51012,5.5722
UID_22_35_4_all-5,-183.113,39.2335,25.0462,21.6986,-4.38562,0.601567,-26.2369,6.50973,-11.7849,4.69282,-14.2714
UID_22_36_1_all,827.508,257.536,-32.7008,154.782,-58.3318,1.73537,-29.3473,46.8374,9.97379,18.562,-21.3514
UID_22_36_2_all-6,-232.282,41.9832,-2.08684,69.0225,14.4257,-11.0531,-0.694012,7.181,-2.34211,1.60448,-3.35841
UID_22_37_1_all-2,341.57,-28.0385,-7.65616,-33.6126,-53.4004,74.7603,136.217,45.0116,63.3668,-44.1954,5.63556
UID_22_37_2_all-9,789.969,21.9751,192.15,14.4116,84.7939,-1.00733,97.1041,-27.0413,-174.907,-44.6412,-26.8142
UID_22_3_1_all-4,-267.805,110.578,11.5787,65.8489,10.4876,-24.1969,12.0646,2.68334,-4.0463,6.14289,2.86477
UID_22_4_1_all-15,-71.3462,-104.085,0.83058,25.9453,9.89982,-3.17635,-9.87467,2.62442,-3.93902,-6.08887,3.92826
UID_22_4_2_all-3,-34.8849,-117.717,7.93757,-1.52849,-11.1073,0.363965,0.836571,-5.40767,3.12836,6.78237,-9.28998
UID_22_4_3_all-9,-185.721,3.7759,13.7728,56.3273,27.3524,-38.1901,5.97217,-6.24257,15.503,7.67446,6.18973
UID_22_5_1_all-2,601.231,134.709,49.4593,-43.7468,-223.674,60.9631,-103.931,-3.5775,74.1672,4.95204,-44.0226
UID_22_6_1_all-14,-156.01,-5.20562,0.709845,35.174,10.5308,3.50006,10.2241,16.0134,-1.12449,-3.26063,6.63167
UID_22_6_2_all-15,660.309,-23.2576,268.094,-71.2704,89.2694,-216.27,47.7113,-28.3143,91.3792,37.983,-57.0197
UID_22_6_3_all-10,-101.597,-55.1376,7.32401,23.9069,-2.24278,1.9801,-8.34943,11.226,1.78711,-3.55476,5.84664
UID_22_7_1_all-3,-49.896,-66.5318,19.9269,9.03814,-7.57579,8.38675,-4.54766,16.2127,6.24488,9.86663,1.18919
UID_22_7_2_all-7,752.328,40.8782,53.1202,53.0627,-105.464,67.9213,-10.0588,-42.498,48.6398,0.497607,12.8811
UID_22_7_3_all-9,-74.2604,-95.4619,5.80758,25.2734,7.35516,-4.8894,-6.24257,7.3151,0.242146,-5.03539,5.23912
UID_22_7_4_all-10,-106.349,-47.4823,5.46717,14.0519,-8.20919,-4.4177,-10.5313,-1.65697,-7.69632,6.9538,-10.0327
UID_22_8_1_all-14,780.065,170.122,115.111,150.63,46.5846,99.1133,-37.5226,-23.5306,1.99544,-57.7965,-55.4729
UID_22_8_2_all-7,-82.99,-35.7561,30.129,9.26725,-10.7171,-1.76136,-21.4016,4.21021,-5.00924,8.30115,-1.58507
UID_22_8_3_all-8,-119.243,-50.7346,2.50232,13.5176,-4.9265,-24.2746,0.451409,-4.7567,5.34191,8.33669,-8.92754
UID_22_8_4_all-25,-88.1034,-69.6249,10.5627,11.4009,-8.69378,1.92171,-3.16958,9.99723,-1.47988,-6.82791,1.96909
UID_22_8_5_all-20,-187.094,40.2366,7.34862,43.1116,15.0285,2.29644,4.22628,15.2213,6.47945,10.5439,7.38956
UID_22_9_1_all-14,-141,100.832,51.4986,-44.2438,-75.6471,-12.8863,5.91473,17.5937,7.04988,8.19261,-12.9393
UID_22_9_2_all-17,695.598,-5.35903,265.737,46.3803,113.636,82.5676,67.3156,32.8663,-139.473,28.0386,137.97
UID_22_9_3_all-6,-87.6327,-51.9465,16.3139,7.64817,-16.9454,2.83368,-8.90216,2.98878,-1.08235,8.63582,-4.8711
UID_26_10_1_all-3,-65.7225,-22.9015,32.9702,-29.913,-43.7201,9.20511,9.17712,7.13881,-2.21132,-0.129781,-9.64264
UID_26_10_2_all-9,-180.101,63.2084,30.8361,12.221,-24.6555,0.0196835,-1.86244,20.1067,-6.64451,-7.21036,-1.03799
UID_26_11_1_all-18,-77.7496,-71.8269,8.15227,32.5249,13.9912,-3.60931,4.69261,2.70131,-1.91829,-6.07278,5.1408
UID_26_11_2_all-18,-148.225,148.618,64.9361,-50.8232,-93.2309,1.815,15.9978,12.1701,4.57101,17.7008,-16.9549
UID_26_12_1_all-2,-41.6467,-52.5793,29.0774,-27.8659,-41.7199,9.22523,-17.6103,6.45298,-7.83386,1.87966,-15.1816
UID_26_13_1_all-35,-160.299,25.7188,1.08508,4.5122,-7.78274,6.97653,15.8614,3.37568,-6.4075,-8.12561,-12.0508
UID_26_13_2_all-10,-163.704,34.3429,20.0901,12.3837,-22.3809,-4.67306,-5.56594,-0.477074,-22.6297,-2.52675,-15.4936
UID_26_13_3_all-2,-18.9523,-126.705,6.31574,-8.26263,-10.9405,5.48732,-4.62553,0.989725,6.06877,2.02116,-2.31091
UID_26_13_4_all-25,-42.2869,-27.463,61.4615,-24.822,-49.3114,-6.13551,-3.55777,8.3211,17.0922,-4.98868,-10.9948
UID_26_14_1_all-7,885.262,158.387,-1.19946,148.93,-11.4967,-57.5711,26.386,-23.2744,-10.5307,-4.70674,3.49005
UID_26_14_2_all-2,639.616,1.89501,25.9543,-43.5853,-202.461,9.2553,-86.7544,41.7483,40.7102,5.2962,-1.91508
UID_26_14_3_all-4,830.483,249.153,-39.0011,144.391,-132.219,-8.47262,-50.7613,-63.6395,-6.82824,8.04622,18.245
UID_26_14_4_all-7,688.489,144.753,22.7681,35.8292,-184.259,31.4215,-86.4079,-4.9808,30.6693,-20.932,-33.57
UID_26_15_1_all-4,-63.7899,-11.1466,-48.547,3.45821,41.1193,-53.5096,-13.3895,-54.4164,-23.204,-10.0983,6.80228
UID_26_16_1_all-19,-92.6358,-54.9682,10.9388,30.1145,-9.20832,3.89554,7.84292,7.21092,-0.417389,-18.9945,5.8631
UID_26_16_2_all-22,-127.795,-50.4844,3.18717,34.6029,11.1595,-11.646,7.18705,3.09777,9.56188,-5.25662,9.69434
UID_26_16_3_all-11,830.356,105.055,42.318,95.7038,-39.4123,-41.9708,-13.9784,12.5118,26.8299,-22.9966,-3.86182
UID_26_17_1_all-31,617.671,157.882,277.941,43.8468,152.443,115.232,-8.06939,-79.7066,9.73336,12.2332,-63.7274
UID_26_17_2_all-12,-86.7811,-68.6228,6.66123,20.7134,-14.2684,9.68515,14.5951,14.8739,-2.06413,-14.1715,-1.8588
UID_26_17_3_all-22,-91.0507,-60.3102,12.1578,30.2889,-8.15259,2.54078,7.13798,7.20372,-0.720635,-18.8084,4.08164
UID_26_18_1_all-13,12.3899,-120.024,-2.14454,-15.0781,-0.0659935,17.54,21.7366,-4.4652,13.6316,-6.32067,4.86364
UID_26_18_2_all-20,-23.1696,-135.179,-4.46801,-4.9142,6.22909,-5.89914,-2.11809,3.48832,2.68886,-6.79039,6.17693
UID_26_18_3_all-39,-88.0435,13.8782,-78.7233,50.7574,90.7012,37.2805,-35.5159,28.4623,-9.8282,-22.8907,46.9303
UID_26_18_4_all-16,751.523,-31.6328,104.241,84.2484,114.473,-0.228199,-16.6714,15.7939,-90.3897,-43.6183,-27.6354
UID_26_19_10_all-13,-38.5838,-113.199,9.82605,12.9463,-0.69154,-0.24409,-9.73127,6.82495,5.85034,-6.12196,5.7051
UID_26_19_1_all-2,56.9125,-219.096,-2.7916,-9.93169,5.60638,4.54964,-4.96007,-11.0746,6.29859,2.7857,-0.571746
UID_26_19_2_all-25,-24.6124,-40.5303,42.2117,9.70057,-17.5818,-1.4203,-0.957014,1.40552,24.461,11.9283,11.9554
UID_26_19_3_all-13,-38.4186,-97.533,-0.165084,14.7248,-2.77025,6.26348,-4.77812,-5.0216,2.39336,-16.2515,13.1898
UID_26_19_4_all-17,-13.5709,-109.369,7.74676,-16.2094,-10.9869,11.6096,20.5131,-1.16971,9.87262,-6.6849,2.16028
UID_26_19_5_all-20,14.8483,-29.0077,39.2354,-40.6325,-41.4324,22.4316,23.8786,1.22476,-6.88882,19.1362,-11.0543
UID_26_19_6_all-3,7.78598,-177.851,-7.69131,-3.72908,2.53534,6.95979,-11.1296,6.08771,-2.71641,-3.8861,-0.623991
UID_26_19_7_all-3,729.946,106.008,102.228,99.3489,83.9411,108.449,23.9535,-20.7933,-16.1945,25.956,9.22002
UID_26_19_8_all-16,-62.7143,-92.027,-0.113317,28.2721,16.0255,7.23724,1.51578,0.357492,0.812244,2.80747,9.11435
UID_26_19_9_all-16,-57.4263,-81.4454,4.87877,-7.08937,-22.0374,2.21786,3.26324,1.03818,11.6468,3.38275,-5.44993
UID_26_1_1_all-3,72.3874,-218.545,-7.84285,-32.3238,-2.83682,-5.53114,-18.7342,-23.4604,-0.48554,3.66605,-11.513
UID_26_1_2_all-2,65.156,-212.369,-12.9014,-30.4982,5.56313,18.8568,-10.9694,6.78853,-2.0797,-13.2304,4.71323
UID_26_1_3_all-14,51.6163,-91.3316,7.83512,-40.2739,-9.83925,25.2659,8.5829,-2.69445,20.0354,-7.52986,9.99462
UID_26_20_1_all-21,-88.7695,-39.1656,20.7879,-1.75737,-20.9538,-8.68425,-16.4785,-12.6289,-12.3084,14.99,-18.6941
UID_26_20_2_all-6,-26.6462,-153.661,-11.4136,10.5558,14.3209,6.40622,-7.1555,-6.04525,-3.23213,3.73935,-2.14805
UID_26_20_3_all-5,-42.4207,-117.757,-7.88009,8.34802,5.92478,2.04393,-4.43944,0.0342986,-0.706453,-6.91637,-0.366937
UID_26_20_4_all-10,-27.7249,-147.446,-11.4709,10.0144,5.2002,-0.587268,-18.9966,3.2095,-0.37874,-8.94668,0.57796
UID_26_20_5_all-20,-63.6922,-82.2398,19.8212,19.3289,1.77068,-20.3133,-9.79886,-1.05693,6.46596,7.08411,9.96209
UID_26_20_6_all-22,-57.1811,-77.259,0.917911,-6.71018,-7.19187,12.3726,1.7591,5.42486,-16.4586,-17.0995,-7.13085
UID_26_21_1_all-5,-104.985,-44.1506,14.7309,29.9363,-9.96398,1.27017,9.57074,8.25234,-0.72156,-20.0134,3.69307
UID_26_21_2_all-11,713.615,171.932,154.75,105.127,92.8406,88.9275,-23.9092,-7.95639,-12.963,-13.6485,-27.5243
UID_26_21_3_all-8,824.148,115.152,36.9758,102.02,-45.4185,-15.3927,-22.2652,-20.5456,21.915,-14.3976,6.22654
UID_26_21_4_all-18,-96.9389,-64.8073,-6.51312,38.4773,9.43966,-23.0852,5.30091,-14.0909,23.6649,10.7363,3.37262
UID_26_23_1_all-12,-35.2978,321.194,49.589,-194.542,26.7038,-10.806,45.9466,55.7373,52.0861,-73.6522,51.3179
UID_26_24_1_all-22,-160.84,29.0155,1.09489,6.19347,-10.9742,6.72772,13.1609,4.63279,-6.66149,-6.55449,-13.8822
UID_26_24_2_all-28,-159.433,26.4403,19.3111,14.3892,-19.1416,-2.01754,-6.17198,-0.626164,-19.2521,-1.61517,-13.5112
UID_26_24_3_all-10,-13.6808,-129.194,7.22242,-10.2056,-13.4938,5.45498,-6.14545,0.719471,6.92963,1.60451,-1.9967
UID_26_24_4_all-26,-36.2354,-30.2989,56.0511,-27.3388,-48.8922,-3.45801,-2.08653,9.31639,18.32,-5.8387,-10.241
UID_26_25_1_all-16,-80.6303,-69.7882,8.112,30.8821,13.6321,-0.175468,6.26213,3.08594,-3.35774,-5.36627,3.78185
UID_26_25_2_all-2,-24.0389,-112.507,5.527,-6.96448,-10.9897,9.03111,-11.742,-5.43926,-3.67769,5.41244,-8.80039
UID_26_25_3_all,786.909,59.5556,32.002,57.7719,-69.7394,-44.2434,-53.5894,-45.4829,24.7581,-22.6481,-3.80327
UID_26_25_4_all-3,-151.908,148.619,65.9728,-51.03,-92.6861,-0.636252,18.6601,10.0019,3.70417,17.186,-16.6153
UID_26_26_1_all-3,19.9922,-175.634,-25.2995,-7.24025,12.1018,-16.287,-21.1937,-8.01518,-12.3955,-12.3545,5.46155
UID_26_26_2_all-11,-15.1603,-85.9417,27.8696,-35.4402,-41.9986,11.7742,-17.232,12.7603,-6.20651,-1.14534,-10.03
UID_26_27_1_all-4,-70.3046,-24.3986,34.3999,-29.2499,-46.2081,9.81033,8.15143,6.65064,-1.97253,-0.488186,-9.85133
UID_26_27_2_all-3,-49.5329,-98.1563,-1.28312,16.176,4.96647,-12.2592,-12.8218,-15.0227,0.192043,13.4566,-1.72645
UID_26_27_3_all-19,-180.658,68.9001,31.4145,7.39893,-26.3756,-0.78018,4.04845,22.1922,-7.38447,-8.91562,-1.3679
UID_26_28_1_all-6,-133.888,30.4082,32.294,25.1483,-8.96471,-10.8586,54.0017,0.0751963,29.6155,8.68372,12.8842
UID_26_28_2_all-3,-70.8184,-78.5745,13.1427,20.1771,7.65011,-0.375919,-11.7837,-3.51993,-3.35829,16.0471,3.21059
UID_26_29_1_all-4,-79.8879,-78.6024,-6.00432,19.084,11.8708,5.94642,-2.75257,16.8478,0.642877,1.46185,4.08242
UID_26_2_1_all-5,79.3487,-204.051,13.2925,-29.4691,-21.2464,11.2226,-4.57396,14.6458,9.93795,-12.5539,3.41928
UID_26_2_2_all-14,32.7032,-136.718,-48.9838,-34.3684,17.4995,-7.25445,-12.2353,-33.9378,-14.7752,-19.7611,-8.07787
UID_26_2_3_all-16,75.632,-53.1216,-6.72302,-87.561,-15.256,25.1162,62.2743,-26.3509,13.7634,-9.611,-4.70056
UID_26_30_1_all-3,0.953937,-135.349,2.76597,-7.88517,-0.699481,8.97809,8.89418,-9.64602,-7.32931,7.02513,-7.90268
UID_26_30_2_all-11,-1.08602,-132.259,3.19184,-29.7174,-24.2583,4.5309,-8.62384,-27.0842,2.02388,13.3895,-27.8673
UID_26_30_3_all-12,-11.042,-122.642,9.10064,-7.54528,-13.7282,5.90582,-8.34067,-1.98361,3.01474,0.486752,-1.66344
UID_26_30_4_all-7,-1.28368,-132.647,-18.3742,-5.58802,23.0632,36.9718,-10.5756,33.8897,-5.82972,23.5876,3.81339
UID_26_30_5_all-8,-18.8123,-109.808,-20.0477,0.699988,24.1602,17.6305,7.99293,-11.7397,5.10861,-7.12462,4.28703
UID_26_30_6_all-8,3.17784,-50.0017,42.8937,-17.1588,-14.2786,11.4057,-16.8323,4.40266,-11.8684,14.0033,4.47187
UID_26_30_7_all-14,-46.3224,-79.7517,7.50617,-6.39657,-11.8236,13.7518,-24.2802,-0.0602617,-12.1146,15.5384,-5.25719
UID_26_30_8_all-15,-66.8187,-63.1051,-1.65505,-5.75909,-14.2761,-11.9875,5.89772,-7.3315,-1.77642,-7.09992,-3.97654
UID_26_31_1_all-8,-64.9094,-88.6674,-1.35758,11.5937,-0.356472,3.53958,3.28579,6.31491,0.390523,-6.33799,2.00588
UID_26_31_2_all-8,-11.4703,-152.198,2.69532,4.20694,9.39169,3.57855,-9.29129,2.17335,1.83818,-0.786919,7.85651
UID_26_31_3_all-14,-35.4034,-129.158,-6.13247,5.73388,10.664,10.4317,-3.33447,12.2071,3.88435,1.68071,6.0307
UID_26_31_4_all-15,-67.5443,-56.1013,23.3915,-4.71622,-12.6531,6.7914,12.2632,23.0922,-2.33979,-15.2187,4.14293
UID_26_31_5_all-25,-92.8851,90.5379,53.1258,-43.3148,-51.9706,7.06263,59.9722,9.31099,4.15621,10.9673,-9.56925
UID_26_32_1_all-32,-233.77,140.863,40.6462,16.1065,-31.1313,11.0365,-1.4437,31.8631,-33.2048,-3.66166,-14.7332
UID_26_32_2_all-12,556.285,-300.015,46.342,-165.441,-171.797,45.0127,-69.9986,-2.93533,40.8107,3.56563,-21.5437
UID_26_32_3_all-14,-23.2102,-139.457,0.303012,-0.31224,-11.1501,5.84701,-0.651136,4.56801,8.65585,-7.79277,3.10674
UID_26_32_4_all-11,825.944,-7.77396,17.5988,100.953,-39.4656,17.0252,-1.60971,-29.4653,-1.10652,-20.0227,-1.35755
UID_26_32_5_all-3,-80.8314,68.1063,154.236,-61.336,-16.6951,74.4557,31.899,49.0261,-10.8293,-21.5126,-20.3309
UID_26_32_6_all-16,-70.2931,-113.45,-12.8824,26.4645,20.4803,7.92645,-3.93336,-0.0189162,-1.68097,-1.41309,0.371608
UID_26_32_7_all-25,-53.7434,-130.782,-6.51636,17.9483,8.72639,-1.38023,-8.82784,4.78822,-1.77428,-8.82816,3.13508
UID_26_33_1_all-4,-5.14545,-141.938,2.41943,10.0611,5.57949,1.40316,-13.4429,-3.73426,4.07108,-1.96343,9.24875
UID_26_33_2_all-6,-73.4986,-43.272,19.5465,-4.1877,-12.3529,3.46844,-35.9709,2.40229,-16.25,-3.68069,-2.60499
UID_26_34_1_all-4,-34.1822,-137.282,-7.34355,7.85903,0.165954,1.36114,-4.09106,-5.03344,3.69154,0.986393,-6.28456
UID_26_34_2_all-17,-139.597,17.9308,3.74802,3.82368,-29.4866,-15.2757,-0.7294,-33.0884,-4.75558,31.3044,-30.1526
UID_26_34_3_all-12,-29.2811,-133.035,4.43752,3.96835,5.94164,-4.3785,-2.71325,10.7334,1.89149,-14.8118,11.7069
UID_26_35_1_all-10,-43.5675,-75.1905,19.8772,-12.3762,-10.0097,6.70238,14.338,13.2484,-6.33928,-8.41679,-3.84611
UID_26_35_2_all-17,-68.1117,-80.6915,-7.22275,-1.66522,-4.19048,-3.12179,-8.67951,-11.4723,-5.30699,11.7892,-12.2873
UID_26_35_3_all-18,-31.8067,-98.961,-24.4284,-15.8606,-10.514,-6.86098,-21.7915,-14.237,-9.0623,-4.80883,-10.6747
UID_26_35_4_all-12,-11.7055,-119.678,-13.3054,-13.4853,3.95894,5.74686,9.31332,-11.2756,-8.50705,-14.8545,-6.34114
UID_26_35_5_all-28,-60.6338,-106.153,-5.0258,13.1969,-6.94429,2.55599,1.18335,2.86477,-1.79881,0.559637,-12.704
UID_26_36_1_all-12,-41.7561,-130.388,-2.7965,29.347,24.1756,-11.3207,-11.3492,-9.98369,0.172601,1.82453,9.60078
UID_26_36_2_all,821.262,45.2544,17.1246,102.307,-66.8229,21.4524,27.7143,-1.81525,6.48126,-12.7054,25.4438
UID_26_36_3_all-11,-49.7191,-88.3329,2.66788,12.8314,10.6194,7.77956,17.0971,-6.77612,5.05856,-7.59801,7.27919
UID_26_36_4_all-26,-32.7766,-105.578,17.4203,9.88814,-19.4452,14.1961,4.48353,11.0034,-14.3135,-15.3692,-6.67416
UID_26_36_5_all-3,-22.5706,-150.216,-8.64027,11.5158,12.9644,-2.36815,-14.2725,6.47897,3.68362,-12.0876,6.85035
UID_26_3_1_all-3,44.2031,-154.108,10.472,-50.9373,-36.0062,14.8884,-15.7263,-7.38973,-11.4391,-1.00744,-19.7055
UID_26_3_2_all-2,117.973,-181.275,33.1461,-61.2613,-49.2882,19.2445,-16.4189,0.38694,14.6517,-1.03397,1.35056
UID_26_3_3_all-4,-32.6701,4.29298,32.1129,-39.1474,-55.7574,-1.74716,30.0858,3.20643,34.8319,1.75554,-6.74682
UID_26_3_4_all-2,90.3021,-123.988,-0.0701456,-101.731,-48.2079,22.1178,6.66986,12.6011,0.594685,-11.0254,-2.08554
UID_26_3_5_all-5,68.1721,-102.155,7.48016,-80.8558,-66.0785,22.4577,14.4969,-23.4159,11.7436,8.17676,-25.8125
UID_26_3_6_all-5,32.1499,-111.64,20.4854,-18.5571,-19.8119,5.57758,-2.13023,-16.083,26.1538,22.9543,3.65121
UID_26_4_1_all-17,-140.304,-29.9185,7.09244,50.0145,11.4762,-12.1126,4.35478,2.67925,-1.85853,-7.58369,10.362
UID_26_4_2_all-20,-104.394,-25.412,13.7319,12.8412,-8.15093,-0.159563,-6.6594,-4.03005,-15.957,-3.00479,-11.7147
UID_26_4_3_all-8,-43.3419,-122.19,2.37814,7.83021,-9.18757,4.77564,4.68207,5.82339,0.939376,-4.29856,-4.52244
UID_26_4_4_all-8,-2.24813,6.87632,-75.5037,-72.5534,18.555,-72.1119,-20.5246,-71.4446,-37.3176,-20.5792,0.24958
UID_26_4_5_all-2,811.89,33.9874,-29.1961,69.3127,-58.2834,-19.0408,-49.9812,5.61296,51.9964,11.225,12.3168
UID_26_4_6_all-10,-10.9012,-97.8826,-1.82146,-1.96322,9.14539,2.73291,-12.612,-17.1708,-6.35708,-6.89709,4.90153
UID_26_4_7_all-23,-60.6276,-5.17166,27.6616,-49.9362,-39.5111,1.37628,-18.8949,-12.2716,-35.5883,-7.75688,-20.05
UID_26_4_8_all-27,-116.721,21.1557,-38.2174,1.37166,4.31098,-53.6536,-13.6214,-52.1264,-10.8565,-0.0516028,-20.5544
UID_26_4_9_all-3,14.3557,-136.024,11.8717,-8.45467,-8.48265,9.85125,14.14,-0.473992,1.91587,-5.86532,7.11095
UID_26_5_1_all-17,-135.293,-36.7579,6.43043,50.9613,10.455,-10.9824,5.52144,1.60775,-2.84975,-5.49238,7.5077
UID_26_5_2_all-3,-28.4369,-126.026,5.74791,7.60815,-3.93738,1.76885,-1.33362,3.00991,6.89977,-5.56553,2.76589
UID_26_5_3_all-8,-73.9416,36.4026,-31.4979,-24.7082,-16.4916,-26.6885,14.605,-39.7414,-20.3826,-16.9703,-18.4832
UID_26_5_4_all-3,-18.2599,-113.108,15.8841,-8.37435,-16.0022,8.02398,-4.63581,2.7813,1.85089,-2.55463,-1.69099
UID_26_5_5_all-7,-106.485,-57.0932,0.805572,22.7662,-1.69247,-2.18093,-8.73552,3.2473,-0.15727,2.81903,-8.38724
UID_26_5_6_all-10,-82.06,-68.7665,10.4983,15.914,-5.40972,-1.86077,-6.8444,4.32101,0.982224,-1.45911,-0.0745905
UID_26_6_1_all-3,12.7671,236.082,71.5084,-254.974,-9.98548,-79.7907,55.4398,-9.35416,10.7821,-30.918,26.2557
UID_26_6_2_all-3,821.318,22.4719,-24.0475,114.826,-78.7416,61.8032,10.4428,29.8738,28.3633,-3.08643,23.0784
UID_26_6_3_all-2,0.365522,-70.5071,-16.8154,-17.6299,6.02761,-7.37458,-9.46407,-23.0174,-4.84162,-14.3139,9.4224
UID_26_6_4_all,727.059,45.9446,2.09179,69.2865,-144.104,70.2282,-21.672,13.8006,17.963,-24.6351,1.88292
UID_26_6_5_all-14,-59.6672,-2.82391,21.6017,-48.2396,-37.6187,-5.96564,-20.1905,-18.7007,-37.7828,-6.41851,-19.7589
UID_26_6_6_all-19,-138.818,-15.5422,-2.40046,32.0185,-1.59731,-45.6308,-21.4892,-29.3788,-4.89437,16.5244,-13.6646
UID_26_6_7_all-6,-18.2182,-63.5684,-35.4934,-9.40296,25.8173,3.99974,-3.85895,-37.3816,3.3473,-9.06883,1.08283
