Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized),Mode 6 (normalized),Mode 7 (normalized),Mode 8 (normalized),Mode 9 (normalized),Mode 10 (normalized),Mode 11 (normalized)
UID_26_19_1_all-2,0.221743,-1.80848,-0.034614,-0.153373,0.098295,0.0971401,-0.127573,-0.309391,0.201324,0.0979727,-0.022208
UID_26_19_2_all-25,-0.095895,-0.334548,0.523396,0.149804,-0.308256,-0.0303249,-0.0246144,0.0392658,0.781856,0.419516,0.464377
UID_26_19_3_all-13,-0.149687,-0.805063,-0.00204693,0.227392,-0.0485699,0.133732,-0.122893,-0.140288,0.0764996,-0.571563,0.512322
UID_26_19_4_all-17,-0.0528751,-0.902759,0.0960546,-0.250318,-0.19263,0.247879,0.527597,-0.032678,0.315562,-0.235107,0.0839104
UID_26_19_5_all-20,0.0578522,-0.239438,0.486493,-0.62748,-0.726421,0.478942,0.614158,0.034216,-0.220189,0.673019,-0.429376
UID_26_19_6_all-3,0.0303358,-1.46803,-0.0953671,-0.0575875,0.0444513,0.1486,-0.286252,0.170072,-0.0868256,-0.136674,-0.0242373
UID_26_19_7_all-3,2.84402,0.875018,1.26756,1.53423,1.47172,2.3155,0.616083,-0.580899,-0.517631,0.912869,0.358128
UID_26_19_8_all-16,-0.244348,-0.759615,-0.00140506,0.436602,0.280971,0.154523,0.0389859,0.00998722,0.025962,0.0987384,0.354024
UID_26_19_9_all-16,-0.223745,-0.672272,0.0604934,-0.10948,-0.386376,0.047354,0.0839305,0.0290036,0.37227,0.118971,-0.211689
UID_26_1_1_all-3,0.282037,-1.80393,-0.0972461,-0.499171,-0.0497372,-0.118096,-0.481845,-0.655412,-0.0155195,0.128934,-0.447191
UID_26_1_2_all-2,0.253861,-1.75295,-0.159968,-0.470978,0.0975367,0.402614,-0.282133,0.189651,-0.0664742,-0.465312,0.183073
UID_26_1_3_all-14,0.201108,-0.753876,0.0971502,-0.621944,-0.172509,0.539457,0.220752,-0.0752745,0.640398,-0.264824,0.388215
UID_26_20_1_all-21,-0.345865,-0.323283,0.257756,-0.0271388,-0.367376,-0.185419,-0.423827,-0.352814,-0.393418,0.527197,-0.726123
UID_26_20_2_all-6,-0.103819,-1.26836,-0.141521,0.163012,0.251084,0.13678,-0.184039,-0.168886,-0.10331,0.131512,-0.0834356
UID_26_20_3_all-5,-0.16528,-0.972,-0.0977079,0.128917,0.103877,0.0436403,-0.114182,0.000958196,-0.0225806,-0.243248,-0.0142527
UID_26_20_4_all-10,-0.108022,-1.21706,-0.142232,0.154651,0.0911735,-0.0125389,-0.488593,0.0896634,-0.0121058,-0.314654,0.0224494
UID_26_20_5_all-20,-0.248158,-0.678829,0.245769,0.298493,0.0310448,-0.433712,-0.252027,-0.0295272,0.206674,0.249147,0.386952
UID_26_20_6_all-22,-0.22279,-0.637716,0.0113815,-0.103624,-0.126093,0.264169,0.0452441,0.151554,-0.526071,-0.601387,-0.27698
UID_26_21_1_all-5,-0.409043,-0.364431,0.182653,0.462301,-0.174696,0.0271196,0.246159,0.230545,-0.0230634,-0.703867,0.143448
UID_26_21_2_all-11,2.78039,1.41917,1.9188,1.62346,1.62775,1.8987,-0.614944,-0.222277,-0.414339,-0.480017,-1.06911
UID_26_21_3_all-8,3.21106,0.950496,0.458475,1.57547,-0.79631,-0.328653,-0.572662,-0.57398,0.700475,-0.506362,0.241854
UID_26_21_4_all-18,-0.377694,-0.534936,-0.0807583,0.594199,0.165503,-0.492896,0.136339,-0.393657,0.756409,0.377594,0.131001
UID_26_23_1_all-12,-0.137528,2.65122,0.61487,-3.00427,0.468191,-0.230721,1.18175,1.55713,1.66484,-2.59034,1.99331
UID_26_24_1_all-22,-0.626668,0.239501,0.0135759,0.0956446,-0.192407,0.143645,0.338499,0.129426,-0.212923,-0.23052,-0.539216
UID_26_24_2_all-28,-0.621183,0.218246,0.239445,0.222209,-0.335603,-0.0430769,-0.158743,-0.0174931,-0.615363,-0.0568052,-0.524809
UID_26_24_3_all-10,-0.0533033,-1.0664,0.0895531,-0.157603,-0.236583,0.11647,-0.158061,0.0200998,0.221494,0.0564305,-0.0775568
UID_26_24_4_all-26,-0.141181,-0.250095,0.694997,-0.422188,-0.857212,-0.0738325,-0.0536654,0.260271,0.585566,-0.205346,-0.397787
UID_26_25_1_all-16,-0.314153,-0.57605,0.100583,0.476907,0.239007,-0.00374645,0.161062,0.0862117,-0.107325,-0.188731,0.146896
UID_26_25_2_all-2,-0.0936607,-0.928659,0.0685311,-0.107551,-0.19268,0.192825,-0.302004,-0.151956,-0.117551,0.190355,-0.341829
UID_26_25_3_all,3.06596,0.491588,0.396804,0.892162,-1.22272,-0.944647,-1.37832,-1.27065,0.791351,-0.796531,-0.147728
UID_26_25_4_all-3,-0.591867,1.22674,0.818019,-0.788047,-1.62504,-0.0135847,0.479938,0.279422,0.118398,0.60443,-0.645378
UID_26_26_1_all-3,0.0778938,-1.44973,-0.313697,-0.11181,0.212178,-0.347746,-0.545101,-0.223919,-0.3962,-0.434505,0.21214
UID_26_26_2_all-11,-0.0590677,-0.709385,0.345564,-0.547298,-0.73635,0.251393,-0.443206,0.356484,-0.198381,-0.0402815,-0.389591
UID_26_27_1_all-4,-0.273921,-0.201393,0.426536,-0.451701,-0.810153,0.209462,0.209655,0.185798,-0.0630486,-0.0171694,-0.38265
UID_26_27_2_all-3,-0.192991,-0.810208,-0.0159098,0.249804,0.0870757,-0.261747,-0.329776,-0.419688,0.00613832,0.473268,-0.0670597
UID_26_27_3_all-19,-0.703882,0.56872,0.389519,0.11426,-0.462435,-0.0166577,0.104126,0.619982,-0.236032,-0.313561,-0.0531325
UID_26_28_1_all-6,-0.521656,0.250997,0.400424,0.38836,-0.157176,-0.231844,1.38892,0.00210075,0.946611,0.305405,0.500453
UID_26_28_2_all-3,-0.275923,-0.648575,0.162961,0.311592,0.134127,-0.00802631,-0.303077,-0.098336,-0.107342,0.564375,0.124707
UID_26_29_1_all-4,-0.31126,-0.648805,-0.0744496,0.29471,0.208127,0.126963,-0.0707962,0.470674,0.0205485,0.0514132,0.158571
UID_26_2_1_all-5,0.309159,-1.68429,0.164818,-0.455087,-0.372508,0.239615,-0.117642,0.409159,0.31765,-0.44152,0.132813
UID_26_2_2_all-14,0.127419,-1.12851,-0.607367,-0.530745,0.306813,-0.154891,-0.314691,-0.948117,-0.472266,-0.694994,-0.313764
UID_26_2_3_all-16,0.294678,-0.438479,-0.0833609,-1.35219,-0.267478,0.536261,1.60169,-0.736162,0.439925,-0.338017,-0.182581
UID_26_30_1_all-3,0.00371674,-1.11721,0.0342961,-0.121769,-0.0122638,0.191693,0.228758,-0.26948,-0.234269,0.247073,-0.306959
UID_26_30_2_all-11,-0.00423138,-1.0917,0.0395767,-0.458921,-0.425313,0.0967399,-0.221805,-0.756648,0.0646898,0.470906,-1.08244
UID_26_30_3_all-12,-0.0430218,-1.01232,0.112842,-0.11652,-0.240692,0.126096,-0.214522,-0.055416,0.0963611,0.017119,-0.064612
UID_26_30_4_all-7,-0.0050015,-1.09491,-0.227828,-0.0862949,0.40436,0.78939,-0.272005,0.946772,-0.186337,0.829571,0.148122
UID_26_30_5_all-8,-0.0732968,-0.906383,-0.248578,0.0108098,0.423593,0.376432,0.205578,-0.327972,0.163288,-0.250572,0.166519
UID_26_30_6_all-8,0.0123815,-0.412727,0.531853,-0.26498,-0.250343,0.243526,-0.432926,0.122997,-0.379354,0.492494,0.173698
UID_26_30_7_all-14,-0.180482,-0.658292,0.0930715,-0.0987812,-0.207299,0.293616,-0.624486,-0.00168353,-0.387224,0.546483,-0.204202
UID_26_30_8_all-15,-0.26034,-0.520886,-0.0205215,-0.0889366,-0.250299,-0.255947,0.151689,-0.204819,-0.0567804,-0.249703,-0.154459
UID_26_31_1_all-8,-0.252901,-0.731884,-0.0168331,0.17904,-0.00624991,0.0755742,0.0845104,0.176419,0.0124824,-0.222906,0.0779134
UID_26_31_2_all-8,-0.0446908,-1.25628,0.0334202,0.0649671,0.164662,0.0764062,-0.238972,0.0607166,0.0587544,-0.0276758,0.305166
UID_26_31_3_all-14,-0.137939,-1.06611,-0.0760385,0.0885474,0.186968,0.222729,-0.0857626,0.341029,0.124157,0.0591102,0.234247
UID_26_31_4_all-15,-0.263167,-0.463075,0.290039,-0.0728317,-0.221843,0.145004,0.31541,0.645123,-0.0747873,-0.535238,0.160922
UID_26_31_5_all-25,-0.3619,0.747324,0.658724,-0.668902,-0.911185,0.150795,1.54248,0.26012,0.132846,0.385717,-0.371693
UID_26_32_1_all-32,-0.910817,1.16272,0.503986,0.24873,-0.545817,0.235642,-0.0371319,0.890155,-1.06134,-0.12878,-0.572275
UID_26_32_2_all-12,2.16741,-2.4764,0.57461,-2.55488,-3.01206,0.961072,-1.80036,-0.082004,1.30445,0.125403,-0.836808
UID_26_32_3_all-14,-0.0904318,-1.15111,0.00375715,-0.00482187,-0.195491,0.12484,-0.0167472,0.127616,0.27667,-0.274071,0.120673
UID_26_32_4_all-11,3.21805,-0.0641683,0.218213,1.559,-0.691938,0.363508,-0.0414018,-0.82317,-0.0353679,-0.704195,-0.0527307
UID_26_32_5_all-3,-0.314936,0.562167,1.91243,-0.947202,-0.292711,1.58971,0.820442,1.36964,-0.346139,-0.756595,-0.789703
UID_26_32_6_all-16,-0.273877,-0.936444,-0.159733,0.408686,0.359076,0.169239,-0.101166,-0.00052846,-0.0537295,-0.0496981,0.0144342
UID_26_32_7_all-25,-0.209396,-1.07951,-0.0807985,0.277173,0.152997,-0.0294696,-0.227052,0.133768,-0.0567118,-0.310485,0.121774
UID_26_33_1_all-4,-0.0200478,-1.1716,0.0299993,0.155371,0.0978237,0.029959,-0.345752,-0.104324,0.130125,-0.0690535,0.359244
UID_26_33_2_all-6,-0.286366,-0.357179,0.242363,-0.0646699,-0.216579,0.0740552,-0.925172,0.0671124,-0.519404,-0.129449,-0.101184
UID_26_34_1_all-4,-0.133181,-1.13316,-0.0910551,0.121366,0.00290962,0.0290618,-0.105222,-0.140619,0.117994,0.0346913,-0.244108
UID_26_34_2_all-17,-0.5439,0.148005,0.0464729,0.0590484,-0.51698,-0.326153,-0.0187602,-0.924389,-0.152004,1.10097,-1.1712
UID_26_34_3_all-12,-0.114085,-1.0981,0.0550223,0.0612825,0.104173,-0.0934859,-0.0697847,0.299859,0.0604582,-0.520927,0.454726
UID_26_35_1_all-10,-0.169748,-0.620642,0.246465,-0.191123,-0.175497,0.143104,0.368774,0.370119,-0.202624,-0.296017,-0.149392
UID_26_35_2_all-17,-0.265377,-0.666049,-0.0895573,-0.0257157,-0.0734705,-0.0666538,-0.223237,-0.320501,-0.169629,0.414625,-0.47727
UID_26_35_3_all-18,-0.123926,-0.81685,-0.302896,-0.244932,-0.184339,-0.14649,-0.560477,-0.397739,-0.289661,-0.169126,-0.414633
UID_26_35_4_all-12,-0.0456071,-0.987857,-0.164978,-0.20825,0.069411,0.122702,0.239539,-0.315004,-0.271914,-0.522431,-0.246305
UID_26_35_5_all-28,-0.236242,-0.876218,-0.0623165,0.203798,-0.121752,0.0545734,0.0304357,0.0800328,-0.057496,0.0196824,-0.493454
UID_26_36_1_all-12,-0.162691,-1.07626,-0.0346747,0.453201,0.423864,-0.24171,-0.291902,-0.278913,0.0055169,0.0641685,0.372918
UID_26_36_2_all,3.19981,0.373542,0.212333,1.57991,-1.17159,0.458034,0.712811,-0.0507124,0.207162,-0.446846,0.988299
UID_26_36_3_all-11,-0.193716,-0.729123,0.03308,0.198154,0.186188,0.166103,0.439737,-0.189304,0.161688,-0.267221,0.282741
UID_26_36_4_all-26,-0.127705,-0.871467,0.216,0.152701,-0.340927,0.303103,0.115316,0.3074,-0.457506,-0.540533,-0.259241
UID_26_36_5_all-3,-0.0879397,-1.23993,-0.107134,0.177836,0.227301,-0.0505627,-0.367088,0.181002,0.117741,-0.425121,0.266084
UID_26_3_1_all-3,0.172225,-1.27204,0.129846,-0.786616,-0.631287,0.317885,-0.404481,-0.206446,-0.365631,-0.0354315,-0.76541
UID_26_3_2_all-2,0.459648,-1.49629,0.41099,-0.946048,-0.864155,0.410893,-0.422294,0.0108099,0.468317,-0.0363647,0.0524592
UID_26_3_3_all-4,-0.127289,0.0354354,0.398179,-0.604546,-0.977579,-0.0373038,0.773805,0.0895778,1.11334,0.0617421,-0.262063
UID_26_3_4_all-2,0.351836,-1.02343,-0.000869758,-1.57102,-0.845214,0.472242,0.171549,0.352035,0.0190081,-0.387762,-0.0810073
UID_26_3_5_all-5,0.265613,-0.843212,0.0927489,-1.24864,-1.15854,0.479498,0.372861,-0.654167,0.375365,0.287575,-1.00262
UID_26_3_6_all-5,0.125263,-0.921508,0.254005,-0.286574,-0.347356,0.119088,-0.0547895,-0.449309,0.835963,0.807301,0.141822
UID_26_4_1_all-17,-0.546652,-0.246955,0.0879415,0.772365,0.201209,-0.258619,0.112005,0.07485,-0.0594046,-0.266717,0.402486
UID_26_4_2_all-20,-0.406739,-0.209757,0.170266,0.198305,-0.142908,-0.00340685,-0.17128,-0.112587,-0.510039,-0.105678,-0.455027
UID_26_4_3_all-8,-0.168869,-1.00859,0.0294874,0.120921,-0.161083,0.101965,0.120423,0.162687,0.0300256,-0.15118,-0.175662
UID_26_4_4_all-8,-0.0087592,0.0567589,-0.936196,-1.12043,0.32532,-1.53967,-0.527893,-1.99594,-1.19279,-0.723769,0.00969429
UID_26_4_5_all-2,3.16329,0.280541,-0.362012,1.07038,-1.02187,-0.406542,-1.28552,0.156809,1.66198,0.394782,0.478415
UID_26_4_6_all-10,-0.0424733,-0.807949,-0.0225848,-0.0303177,0.160343,0.0583507,-0.324379,-0.479699,-0.203193,-0.242569,0.190387
UID_26_4_7_all-23,-0.236218,-0.0426882,0.342985,-0.771156,-0.692737,0.0293851,-0.485977,-0.342831,-1.13752,-0.272808,-0.778792
UID_26_4_8_all-27,-0.454771,0.174625,-0.47387,0.0211823,0.0755832,-1.14557,-0.350343,-1.45625,-0.347008,-0.00181486,-0.798383
UID_26_4_9_all-3,0.0559327,-1.12278,0.147201,-0.130564,-0.148724,0.210336,0.36368,-0.0132419,0.0612376,-0.206283,0.276207
UID_26_5_1_all-17,-0.527129,-0.303409,0.079733,0.786987,0.183304,-0.234487,0.142011,0.0449156,-0.0910876,-0.193166,0.291617
UID_26_5_2_all-3,-0.110796,-1.04025,0.0712703,0.117491,-0.069033,0.037767,-0.0343006,0.0840877,0.220539,-0.195739,0.107434
UID_26_5_3_all-8,-0.288092,0.300477,-0.390553,-0.381564,-0.289142,-0.569831,0.375641,-1.11025,-0.651495,-0.596843,-0.717931
UID_26_5_4_all-3,-0.0711445,-0.933625,0.196953,-0.129324,-0.280562,0.171321,-0.119233,0.077701,0.0591605,-0.0898459,-0.0656821
UID_26_5_5_all-7,-0.41489,-0.471263,0.00998856,0.351575,-0.0296736,-0.0465653,-0.224678,0.0907195,-0.00502686,0.0991447,-0.325781
UID_26_5_6_all-10,-0.319723,-0.567617,0.130172,0.245757,-0.0948471,-0.0397295,-0.176038,0.120716,0.0313951,-0.0513168,-0.00289727
UID_26_6_1_all-3,0.0497432,1.94868,0.886656,-3.93752,-0.175073,-1.70362,1.42591,-0.261326,0.344632,-1.08738,1.01984
UID_26_6_2_all-3,3.20003,0.185489,-0.298174,1.77324,-1.38055,1.31957,0.268589,0.834583,0.906586,-0.108549,0.89642
UID_26_6_3_all-2,0.00142415,-0.581984,-0.2085,-0.272256,0.10568,-0.157456,-0.243416,-0.643034,-0.154754,-0.503418,0.365989
UID_26_6_4_all,2.83277,0.379239,0.0259368,1.06998,-2.52653,1.49945,-0.557404,0.385546,0.574158,-0.866412,0.0731373
UID_26_6_5_all-14,-0.232476,-0.0233093,0.267847,-0.744956,-0.659558,-0.127373,-0.5193,-0.522441,-1.20766,-0.225738,-0.767485
UID_26_6_6_all-19,-0.540862,-0.128289,-0.0297642,0.494456,-0.0280051,-0.974271,-0.552701,-0.820754,-0.15644,0.58116,-0.530767
UID_26_6_7_all-6,-0.0709819,-0.52471,-0.440095,-0.145208,0.452648,0.0853992,-0.0992523,-1.04433,0.106991,-0.318949,0.0420597
UID_26_6_8_all-33,-0.754282,1.05603,-0.393704,0.612174,1.00771,-1.12944,-1.65836,-0.147246,-0.0818911,-1.16076,1.96771
UID_26_6_9_all-20,-0.394797,-0.434776,0.0609091,0.30844,-0.0394713,-0.0954956,-0.532368,0.00851538,-0.140576,0.0779197,-0.069726
UID_26_7_1_all-17,-0.566224,-0.225231,0.0750302,0.776819,0.215628,-0.275567,0.20602,0.0892855,-0.100094,-0.262509,0.303502
UID_26_7_2_all-9,-0.199027,0.481331,-0.753972,-0.660603,-0.021355,-0.791231,0.48307,-1.73324,-0.690867,-1.20344,-0.737346
UID_26_7_3_all-4,3.2729,0.564049,0.411594,1.73794,-0.741688,0.112342,-1.01642,-1.29967,0.0114453,-1.19384,-0.0199499
UID_26_8_1_all-18,1.96464,-0.734943,7.78638,-3.99621,0.280439,3.78337,1.56838,-2.66843,-4.59711,-0.289815,0.740512
UID_26_8_2_all-7,2.37536,1.22062,0.161973,-0.460227,-1.99181,-0.89576,-5.87799,-2.50528,2.93219,2.51991,-0.710812
UID_26_8_3_all-22,-0.814664,0.615455,0.0137392,0.380004,-0.357051,-0.148212,0.098214,-0.138004,-0.152807,-0.386158,-0.575639
UID_26_9_1_all-19,3.43739,1.82006,0.0240319,2.46752,-0.759248,-0.928081,-0.378442,-1.21017,0.719239,-0.661422,0.162264
UID_26_9_2_all-10,0.140115,-0.947241,0.16819,-0.728816,-0.270737,0.763867,-1.35173,0.534277,-0.0952454,0.989825,0.240162
UID_26_9_3_all-21,3.19563,1.11075,0.810611,1.98018,-0.860422,0.644955,-0.126569,0.673425,0.907774,-1.057,0.0743567
UID_26_9_4_all-24,3.2689,1.00337,0.941462,2.3395,1.70924,-2.56146,1.83868,1.53931,-3.52036,0.633382,-0.307521
UID_28_10_1_all-29,-0.326071,0.19909,0.0232795,-0.494748,-0.665148,-0.483183,0.50133,0.0358268,0.55007,0.137087,-0.355101
UID_28_10_2_all-20,-0.358549,-0.0519689,-0.00430328,0.173381,-0.354396,-0.481893,-0.507204,-0.57736,0.0421903,0.367552,-0.262862
UID_28_10_3_all-24,-0.347465,-0.360704,-0.229594,0.70166,0.267627,-0.276125,-0.760546,0.0818956,0.00392238,-0.495499,0.133917
UID_28_10_4_all-7,0.0411109,-1.22106,-0.0829099,-0.269382,-0.163064,0.124309,0.14211,-0.0769715,0.353407,-0.324756,-0.101177
UID_28_10_5_all-19,-0.0410225,-0.637803,0.264972,-0.357017,-0.616356,0.244075,-0.238056,-0.0279968,0.517648,0.642054,-0.170955
UID_28_10_6_all-12,0.144233,-0.673998,0.157246,-0.733508,-0.706604,0.260947,-1.54878,0.162105,0.34349,-0.125764,-0.0779873
UID_28_10_7_all-3,-0.0689787,-0.760269,-0.103027,-0.442395,-0.463068,0.114226,0.192343,-0.0634851,0.224608,-0.38998,-0.209481
UID_28_12_1_all-2,0.183943,-1.30585,0.180774,-0.367748,-0.346004,0.31017,-0.0865141,-8.08221e-05,0.453951,0.423177,-0.0819559
UID_28_13_1_all-6,-0.0369615,-0.316292,0.192007,-0.917937,-0.741322,0.488172,0.218661,-0.0652486,0.0915124,-0.366405,-0.527244
UID_28_14_1_all-3,0.170362,-1.50039,0.0108308,-0.321318,-0.192777,0.167586,0.399501,0.0486277,0.896305,-0.237981,0.377909
UID_28_15_1_all-18,-0.26438,-0.13108,0.360878,-0.55681,-0.838224,0.359751,0.583444,0.151198,0.0553701,-0.204017,-0.446868
UID_28_15_2_all-16,-0.35743,0.256049,0.166394,0.0929466,-0.295874,-0.0127212,0.89077,-0.552104,0.708311,-0.689523,0.148627
UID_28_15_3_all-15,-0.36041,-0.26811,0.23071,-0.0462448,-0.497548,0.144493,-0.165489,0.26462,-0.0372817,-0.0897306,-0.137464
UID_28_16_1_all-10,3.26353,-0.454068,1.57991,1.02544,1.17468,-0.111364,0.875086,1.16033,1.27803,-0.558941,-0.15894
UID_28_17_1_all-19,0.144152,-0.964859,0.257273,-0.724358,-0.569697,0.28604,0.405021,0.293705,0.320915,-0.115078,-0.00424959
UID_28_1_1_all-2,0.335828,-1.56542,0.265423,-0.734153,-0.549288,0.23981,-0.264243,0.128698,0.227805,-0.0768274,-0.0279459
UID_28_1_2_all-8,0.0485842,-0.381671,0.0722443,-0.74254,-0.689417,-0.584291,-0.162677,-0.742139,-0.256507,0.0599085,-0.402694
UID_28_20_1_all-2,-0.00858251,-0.289391,0.49415,-0.465133,-0.399478,0.422037,0.284383,-0.0698582,-0.0298674,0.329637,0.0337936
UID_28_20_2_all-19,-0.896742,1.13927,0.571942,0.219096,-0.550763,0.05194,-0.338546,0.05365,-0.696189,0.0936751,-0.506826
UID_28_21_1_all-21,-0.84202,0.537528,0.0837125,0.866428,0.0990343,-0.448669,0.161761,-0.571452,0.108604,0.603705,-0.420695
UID_28_21_2_all-2,-0.0732154,-0.981733,0.0372855,0.268676,0.462058,0.0910698,0.14814,-0.103217,0.416364,0.250896,0.757109
UID_28_23_1_all-3,-0.385814,0.667911,0.714571,0.0356132,-1.00349,-0.00767991,-0.132433,-0.0156553,0.978306,0.626143,0.194673
UID_28_23_2_all-18,-0.110522,0.484625,-0.332053,-0.710136,0.106996,1.25742,-0.0893319,0.993922,1.00648,0.950613,0.147542
UID_28_23_3_all-18,-0.62936,0.288307,0.437294,0.481122,-0.141796,-0.00240807,0.219953,0.485,-0.253014,-0.327974,-0.253321
UID_28_24_1_all-17,-0.368293,-0.553854,-0.0130688,0.486076,0.266234,-0.250535,-0.209409,-0.549067,-0.00849642,0.808463,-0.0939518
UID_28_24_2_all-3,-0.133619,-0.12785,0.331675,-0.0186638,-0.40714,-0.0378161,-0.891853,-1.36133,0.533478,1.28348,-0.198772
UID_28_25_1_all-17,-0.368146,-0.0649205,0.536071,-0.0217105,-0.51117,0.244516,0.416137,0.236478,-0.357486,-0.363943,-0.508806
UID_28_25_2_all-48,-0.362174,0.209565,0.457644,-0.535055,-0.860692,0.0756713,0.223994,0.500959,-0.0723083,-0.0728289,-0.0923273
UID_28_27_1_all-2,-0.043788,-0.322621,-0.513697,-1.05828,-0.0560086,1.12791,-0.23872,0.500766,0.367914,-1.12381,-0.142801
UID_28_27_2_all-9,-0.232918,-0.711605,0.0163531,0.347317,0.212239,0.239569,-0.352871,0.449438,0.224868,0.190654,0.807783
UID_28_28_1_all-5,-0.407533,-0.187812,-0.414906,0.161439,0.187254,0.00135674,-0.364283,-0.227041,-0.0206711,-0.701666,0.0712918
UID_28_28_2_all-7,-0.260621,-0.0736775,0.290761,-0.292846,-0.286862,0.2668,0.81982,-0.259629,-0.649589,-0.978403,-0.541598
UID_28_29_1_all-3,0.0584814,-0.0617808,0.635972,-0.893981,-1.25143,0.441251,-0.316965,-0.112897,0.234476,0.426804,-0.450711
UID_28_29_2_all-2,-0.149231,-0.824765,0.0516873,0.164946,-0.0544415,0.161428,0.118233,0.0451898,0.584994,0.00100876,0.331294
UID_28_29_3_all-17,-0.259149,-0.159236,-0.262293,-0.311468,-0.0372996,0.0680111,0.243998,-0.292877,-0.0462657,-0.933108,-0.139172
UID_28_29_4_all-5,-0.235183,-0.866195,-0.0438603,0.0746519,0.0522426,0.166046,-0.0827101,0.0735492,-0.197403,-0.171236,-0.0604419
UID_28_2_1_all-16,-0.328016,0.290782,0.77185,-0.651483,-0.998511,0.317778,-0.516904,0.178658,-0.706744,0.423577,-0.418965
UID_28_2_2_all-2,0.0622705,-1.56365,-0.12285,0.00378039,0.149985,0.0846364,-0.330397,-0.0845318,0.0240067,-0.133708,0.0135588
UID_28_2_3_all-5,-0.0492501,-0.79868,-0.0127116,-0.157885,-0.156269,-0.0474852,-0.356987,-0.229446,-0.117891,-0.545538,0.166435
UID_28_2_4_all-20,-0.292186,-0.603594,0.0924216,0.039766,-0.308527,0.0380331,-0.0532841,-0.0329503,0.0946643,-0.0918999,-0.357065
UID_28_2_5_all-14,-0.108029,-1.18253,-0.0479281,0.178008,0.179135,-0.0338408,0.0892907,-0.035785,0.575153,-0.297417,0.467572
UID_28_2_6_all-19,-0.214367,-0.795022,0.0360306,0.0688202,-0.0543901,-0.19851,0.00860469,-0.284923,-0.025984,0.29704,-0.383443
UID_28_30_1_all-30,-0.494277,0.0977118,0.188933,0.466178,-0.0229536,0.173169,0.997397,0.0176114,-0.160311,-0.256877,-0.0954449
UID_28_31_1_all-7,-0.648182,-0.0386943,0.0466328,0.689668,0.0932871,-0.0546972,-0.155394,0.219338,-0.101222,0.117515,-0.00884864
UID_28_31_2_all-18,-0.172627,-0.703004,0.100404,-0.0266379,-0.0660276,0.359493,-0.343699,-0.15948,-0.0786978,1.11746,-0.461226
UID_28_31_3_all-5,-0.348962,-0.38542,0.108908,0.247627,-0.153507,0.0566928,-0.0352242,0.163775,0.138293,0.0758335,-0.0220436
UID_28_32_1_all-4,-0.106669,-1.07174,0.0614336,-0.0737308,-0.208551,0.127871,-0.116688,0.0730006,0.0424116,-0.101382,-0.201994
UID_28_32_2_all-3,-0.15137,-0.677124,0.100049,-0.0750592,-0.216866,0.126133,0.0156068,-0.0671233,0.439704,0.331936,-0.00111547
UID_28_33_1_all-2,0.159106,-0.823763,0.340714,-0.575657,-0.578609,0.208547,0.58107,-0.0307524,0.660011,-0.0539881,0.144874
UID_28_33_2_all-7,-0.125883,-0.197036,0.20642,-0.738996,-0.633206,0.438318,-0.189387,0.136679,-0.185193,-0.261718,-0.451067
UID_28_33_3_all-2,0.0634396,-1.00471,0.312891,-0.461682,-0.554044,0.149514,-0.233406,0.0366608,0.289432,-0.0417044,-0.141214
UID_28_34_1_all-3,-0.145752,-0.47145,0.114603,0.14592,0.343487,0.0101192,-0.202739,-0.612793,-0.923704,0.321773,-0.192937
UID_28_34_2_all-4,3.47075,0.0979933,0.384471,0.928264,1.48725,-0.194036,-0.728177,-1.6144,1.77505,-0.323703,1.65593
UID_28_34_3_all-2,-0.122066,-0.829005,0.153573,-0.155884,-0.119382,0.170251,-0.231722,0.0192353,-0.39597,-0.377959,-0.0678898
UID_28_34_4_all-15,2.74243,-0.381548,3.58465,-1.23524,1.46265,2.61755,0.898297,0.874988,-4.27297,-2.05332,0.108522
UID_28_34_5_all-8,-0.206344,-0.796661,0.138577,0.218634,-0.0452153,-0.0957763,-0.0539849,-0.0534499,0.391237,0.367829,0.0375048
UID_28_35_1_all-6,-0.480556,0.387344,0.278189,0.00890788,-0.35138,-0.0456602,0.442663,-0.0350381,0.174559,0.0165918,-0.0093237
UID_28_36_1_all-7,-0.273845,0.465404,0.390412,-0.458052,-0.939051,0.0592404,-0.00643719,-0.0732611,0.589635,-0.0294667,-0.162011
UID_28_37_1_all-2,-0.987775,1.24971,0.287602,0.176848,-0.600964,-0.560909,0.36161,0.209595,-0.351763,0.189589,-0.580998
UID_28_37_2_all-4,-0.315583,1.34575,0.428483,-1.41711,-1.72417,-0.00536937,-0.122756,-0.617233,-0.53049,0.161565,-1.13542
UID_28_38_1_all-23,-0.548442,-0.105369,0.182639,0.49867,-0.109594,-0.0260549,-0.0492907,0.46911,-0.113235,-0.409197,0.0735618
UID_28_3_1_all-4,0.101408,-0.787995,-0.375387,-0.567539,0.0400072,0.183622,-0.386782,-0.181256,0.500693,-0.945483,0.36488
UID_28_3_2_all-6,0.100943,-1.38222,-0.0160717,-0.301606,-0.107143,0.126402,-0.0157609,0.0320457,0.0925244,-0.189719,0.0444313
UID_28_3_3_all-11,-0.14148,-1.13906,-0.118553,0.145128,-0.00392373,-0.118522,-0.138952,0.0210333,0.231162,-0.192317,0.00758461
