Contour,Area,hem2Model (normalized mode 1),hem2Model (normalized mode 2)
UID_H23_13_10_hem-16,23242.5,-0.0368694,-0.412471
UID_H23_13_11_hem-7,30589.1,-0.163315,0.697778
UID_H23_13_12_hem-2,2837.45,3.06214,0.328494
UID_H23_13_2_hem-2,2437.67,3.05183,0.779557
UID_H23_13_3_hem-4,5286.2,2.78645,0.479101
UID_H23_13_4_hem-3,18514.7,0.135204,-1.27963
UID_H23_13_5_hem-3,20686.6,0.0301101,-0.942662
UID_H23_13_6_hem-2,18342.7,0.247966,-1.01319
UID_H23_13_7_hem-8,21964,-0.0239435,-0.735704
UID_H23_13_8_hem,4567.2,2.80809,-0.163269
UID_H23_13_9_hem-13,26411.5,-0.345083,-0.534979
UID_H23_14_1_hem-6,5131.46,2.78136,1.13776
UID_H23_14_2_hem-2,2972.04,3.20345,2.48613
UID_H23_14_3_hem-3,19620,0.0826392,-1.14973
UID_H23_14_4_hem-9,3548.11,3.09009,1.27217
UID_H23_14_5_hem-4,23960.7,-0.153436,-0.656809
UID_H23_14_6_hem-8,19872.5,0.0674385,-1.10025
UID_H23_14_7_hem,3839,2.4369,0.485905
UID_H23_14_8_hem-5,19813.1,0.074477,-1.05361
UID_H23_15_1_hem-3,23164.5,0.0546116,-0.227817
UID_H23_15_10_hem-3,4754.08,3.23894,0.283041
UID_H23_15_11_hem-7,33821.1,-0.706526,0.181771
UID_H23_15_2_hem-26,35694.9,-0.848561,0.0855269
UID_H23_15_3_hem-10,21733.6,-0.0532832,-0.935276
UID_H23_15_4_hem-3,3617.97,2.89466,0.30808
UID_H23_15_5_hem-19,33393.5,-0.684703,0.0984043
UID_H23_15_6_hem-30,41876.4,-1.07405,0.713207
UID_H23_15_7_hem-5,16230.8,0.346441,-1.29215
UID_H23_15_8_hem,1860.71,3.03951,0.0275864
UID_H23_15_9_hem-3,43246.2,-0.523845,3.05702
UID_H23_16_1_hem-8,22244,-0.0876485,-0.858962
UID_H23_16_10_hem-7,27017.9,-0.26751,-0.0919781
UID_H23_16_11_hem-3,16662,0.347559,-1.19836
UID_H23_16_12_hem-12,35181.9,-0.735227,0.337385
UID_H23_16_13_hem-4,2584.79,2.86744,1.53634
UID_H23_16_14_hem-2,14124,0.461228,-1.73552
UID_H23_16_15_hem,2927.62,2.8525,-0.0651374
UID_H23_16_16_hem,2477.41,2.77484,0.0353572
UID_H23_16_17_hem-11,18309.5,0.158865,-1.2403
UID_H23_16_18_hem-17,5117.31,2.97506,1.90045
UID_H23_16_2_hem-27,33383.2,-0.720323,0.016571
UID_H23_16_3_hem-3,20634.9,0.0742786,-0.678096
UID_H23_16_4_hem-9,20275.9,0.0733473,-0.991182
UID_H23_16_5_hem-6,36604.6,-0.408929,1.5887
UID_H23_16_6_hem-5,11602.1,3.03147,-0.535546
UID_H23_16_7_hem,3688.1,3.21547,0.218397
UID_H23_16_8_hem-13,33179.9,-0.675799,0.0911245
UID_H23_16_9_hem-18,31792.1,-0.603542,-0.00644558
UID_H23_17_1_hem-11,25168,-0.244996,-0.556509
UID_H23_17_2_hem-11,28984.8,-0.236321,0.281833
UID_H23_17_3_hem-3,24329,0.254722,0.980769
UID_H23_17_4_hem-2,23609.8,0.26503,0.916577
UID_H23_17_5_hem-4,18953.2,0.12944,-1.126
UID_H23_17_6_hem-2,14499.5,1.14286,1.70057
UID_H23_17_7_hem-2,15330.7,0.417267,-1.49532
UID_H23_18_1_hem-15,19266.7,1.12695,0.821551
UID_H23_18_10_hem-6,21551.2,-0.0501081,-0.940606
UID_H23_18_11_hem-2,1054.74,2.46472,-1.06144
UID_H23_18_12_hem-9,27487.1,-0.419649,-0.501715
UID_H23_18_13_hem-9,20079.7,0.051313,-1.09268
UID_H23_18_2_hem-2,14546.3,0.436794,-1.63552
UID_H23_18_3_hem-3,20724.5,0.0772051,-0.616006
UID_H23_18_4_hem-7,23167.6,0.148151,0.0202268
UID_H23_18_5_hem-2,19250.4,0.0738537,-1.28091
UID_H23_18_6_hem-15,26883,-0.299213,-0.270044
UID_H23_18_7_hem-4,17208.7,0.413442,-0.759201
UID_H23_18_8_hem-6,28235.3,-0.382909,-0.176825
UID_H23_18_9_hem-5,24387.5,-0.206901,-0.669264
UID_H23_19_1_hem-5,4728.04,3.14511,1.38889
UID_H23_19_10_hem-3,20351.7,0.0962046,-0.669867
UID_H23_19_11_hem-9,22516.3,-0.0729277,-0.710427
UID_H23_19_12_hem-5,20707.9,0.0228867,-0.965374
UID_H23_19_13_hem-4,3325.45,3.09342,0.688016
UID_H23_19_14_hem-9,4238.06,2.66712,0.915034
UID_H23_19_15_hem-7,3046.83,2.7894,0.38429
UID_H23_19_16_hem-9,20733,0.0371285,-0.861145
UID_H23_19_17_hem-9,21792,-0.062452,-0.914021
UID_H23_19_2_hem-4,21167.4,0.0296497,-0.762973
UID_H23_19_3_hem-5,22195.9,0.0204589,-0.619418
UID_H23_19_4_hem-2,17855.1,0.236702,-1.16273
UID_H23_19_5_hem-4,25179.5,-0.228899,-0.454241
UID_H23_19_6_hem-3,1863.82,2.98835,0.713755
UID_H23_19_7_hem-19,29352.8,2.68112,0.608664
UID_H23_19_8_hem-4,13287,1.12527,1.62029
UID_H23_19_9_hem-2,4843.56,3.20728,1.94821
UID_H23_2_1_hem-3,4942.55,3.3268,1.07222
UID_H23_2_10_hem-9,25919.7,-0.287838,-0.517406
UID_H23_2_11_hem-4,20601.8,0.0427352,-0.965373
UID_H23_2_12_hem-6,18233.1,0.198978,-1.24354
UID_H23_2_13_hem-13,26330.1,-0.284563,-0.301223
UID_H23_2_14_hem-9,23589.8,-0.126031,-0.625875
UID_H23_2_15_hem-20,33531.4,-0.721452,0.00289011
UID_H23_2_2_hem-22,35208,-0.677632,0.562114
UID_H23_2_3_hem-11,25929.1,-0.325096,-0.622856
UID_H23_2_4_hem-7,27096.8,0.158591,1.41455
UID_H23_2_5_hem-15,26864.4,-0.359734,-0.495738
UID_H23_2_6_hem-5,28273.7,-0.437829,-0.435923
UID_H23_2_7_hem-7,21377.2,-0.0529106,-1.03129
UID_H23_2_8_hem-9,36448.8,-0.546964,1.2181
UID_H23_2_9_hem-4,22892.8,-0.14239,-0.853127
UID_H23_20_1_hem-17,44376.8,-1.06029,1.32722
UID_H23_20_10_hem-5,2130.28,2.8615,0.691525
UID_H23_20_11_hem-12,28055.9,-0.271295,-0.0309734
UID_H23_20_12_hem-3,20554,0.0956661,-0.737377
UID_H23_20_13_hem-4,19025.4,0.0971647,-1.25886
UID_H23_20_2_hem-3,18690.2,0.159332,-1.21157
UID_H23_20_3_hem-6,22254.8,0.0150067,-0.451777
UID_H23_20_4_hem-5,21703.7,-0.0552162,-0.941378
UID_H23_20_5_hem-8,10159.1,2.61847,2.04563
UID_H23_20_6_hem-2,2224.93,2.94423,0.590417
UID_H23_20_7_hem-2,16278.7,0.35533,-1.34009
UID_H23_20_8_hem-11,34036.6,-0.724045,0.112264
UID_H23_20_9_hem-3,2108.18,2.91628,0.696112
UID_H23_21_1_hem-6,24681.8,-0.249081,-0.676442
UID_H23_21_2_hem-9,23869.1,-0.196393,-0.737583
UID_H23_21_3_hem-6,28344.5,-0.291299,-0.0202436
UID_H23_21_4_hem-9,27103.5,-0.394247,-0.551891
UID_H23_21_5_hem-3,16595.5,2.63436,0.8386
UID_H23_21_6_hem-7,22112.7,0.0298299,-0.62043
UID_H23_21_7_hem-4,1888.21,3.0861,0.598755
UID_H23_22_1_hem-2,16388.8,0.365435,-1.2333
UID_H23_22_10_hem-5,20678.5,0.0230729,-0.968768
UID_H23_22_11_hem-14,23406.6,-0.0482195,-0.437416
UID_H23_22_12_hem-9,13881.5,2.16084,-1.13639
UID_H23_22_13_hem-3,5643.16,2.58252,-0.991554
UID_H23_22_14_hem-7,20851.7,0.0397613,-0.817506
UID_H23_22_2_hem-7,30141.5,0.152854,1.42186
UID_H23_22_3_hem-7,26997.3,-0.390958,-0.568432
UID_H23_22_4_hem-6,21918.4,-0.0396877,-0.799517
UID_H23_22_5_hem-8,1290.42,2.17382,-0.294986
UID_H23_22_6_hem-24,43041.5,-1.11303,0.927677
UID_H23_22_8_hem-3,20081.8,0.078244,-0.941064
UID_H23_22_9_hem-2,18344.6,0.151165,-1.28387
UID_H23_23_1_hem-6,19819.5,0.0980797,-0.960483
UID_H23_23_10_hem-5,18006,0.171177,-1.3658
UID_H23_23_2_hem-14,28011.5,-0.320155,0.00430298
UID_H23_23_3_hem-15,23604.6,-0.157048,-0.66931
UID_H23_23_4_hem-9,21327,0.156084,-0.396856
UID_H23_23_5_hem-7,35025.5,-0.7799,0.233957
UID_H23_23_6_hem-4,19320.7,0.0946675,-1.15345
UID_H23_23_7_hem-6,18409,0.238204,-0.945899
UID_H23_23_8_hem-3,2647.32,3.32669,0.527913
UID_H23_23_9_hem-3,17467.8,0.233485,-1.31719
UID_H23_24_1_hem-6,24776.6,-0.261483,-0.684616
UID_H23_24_2_hem-6,21226.3,0.0108462,-0.840692
UID_H23_24_3_hem-2,3007.1,3.2271,1.42423
UID_H23_24_4_hem-4,17853.1,0.268191,-1.05718
UID_H23_24_5_hem-3,16794.3,0.27953,-1.34763
UID_H23_24_6_hem-4,21102.2,0.093039,-0.501179
UID_H23_24_7_hem-9,30290.6,0.316165,1.58982
UID_H23_24_8_hem-6,17972.2,0.167369,-1.38592
UID_H23_24_9_hem-10,25563.4,-0.301944,-0.633436
UID_H23_25_1_hem-8,2549.63,3.1503,1.32239
UID_H23_26_1_hem-5,41162.8,-0.383836,1.38039
UID_H23_26_2_hem-11,23561.6,-0.167965,-0.794264
UID_H23_26_3_hem-4,18772.9,0.138329,-1.20258
UID_H23_27_1_hem-2,19146.4,0.110609,-1.16949
UID_H23_27_2_hem-8,21249.2,-0.0476294,-1.03893
UID_H23_27_3_hem-20,23665.4,-0.176663,-0.720952
UID_H23_27_4_hem-3,20456,-0.00473569,-1.15061
UID_H23_27_5_hem-12,24850,-0.206633,-0.456192
UID_H23_27_6_hem-5,19231.4,0.0895343,-1.21609
UID_H23_28_1_hem-11,24660.4,-0.177979,-0.413447
UID_H23_28_2_hem-3,23431.7,-0.170305,-0.807777
UID_H23_29_1_hem-8,31674.7,-0.357793,0.671962
UID_H23_29_2_hem-13,4778.88,3.15599,0.746688
UID_H23_3_1_hem-2,21698.8,0.278209,0.142976
UID_H23_3_10_hem-7,25485.1,-0.0927494,-0.0146459
UID_H23_3_11_hem-8,24707.4,-0.159774,-0.296967
UID_H23_3_12_hem-29,32128.4,0.0559138,2.06274
UID_H23_3_13_hem-5,26813.4,-0.359963,-0.496356
UID_H23_3_14_hem-11,30316,-0.523939,-0.0239415
UID_H23_3_15_hem-11,29951.4,-0.352864,0.443136
UID_H23_3_16_hem-6,24178.3,-0.171158,-0.550942
UID_H23_3_17_hem-15,24388.2,-0.186388,-0.528398
UID_H23_3_18_hem-19,24948.7,-0.163093,-0.200346
UID_H23_3_19_hem-12,21693.4,-0.0482022,-0.951163
UID_H23_3_2_hem-3,3428.15,2.86699,0.527882
UID_H23_3_3_hem-4,21107.7,-0.0203392,-0.990997
UID_H23_3_4_hem-3,19709.7,0.0702688,-1.1138
UID_H23_3_5_hem-5,3807.91,3.2584,0.745531
UID_H23_3_6_hem-17,35438.5,-0.624247,0.707977
UID_H23_3_7_hem-2,20122.4,0.0433762,-1.13858
UID_H23_3_8_hem-3,21239.5,0.00997126,-0.924977
UID_H23_3_9_hem,2686.79,3.1988,0.670688
UID_H23_30_1_hem-2,17695.2,0.24401,-1.18863
UID_H23_30_2_hem-9,24384.6,-0.168058,-0.414246
UID_H23_31_1_hem-6,3347.9,2.87022,2.88254
UID_H23_31_2_hem-10,28687.7,-0.435392,-0.25672
UID_H23_31_3_hem-24,44462.7,-1.15661,1.1163
UID_H23_31_4_hem-13,21186.1,-0.0231921,-0.985341
UID_H23_32_1_hem-7,34060.4,-0.526239,0.683601
UID_H23_32_2_hem-4,25177.9,-0.218333,-0.358511
UID_H23_33_1_hem-3,19665.7,0.279519,-0.593466
UID_H23_33_2_hem-6,23002.9,-0.0927033,-0.6541
UID_H23_33_3_hem-3,19452.7,0.213255,-0.630922
UID_H23_33_4_hem-6,18814.6,0.155511,-1.15222
UID_H23_34_1_hem-2,15434.6,0.406233,-1.42846
UID_H23_34_2_hem-16,23900.9,-0.176511,-0.65773
UID_H23_34_3_hem-12,19783.7,0.0745069,-1.09475
UID_H23_34_4_hem-40,41351.7,-1.01162,0.89558
UID_H23_34_5_hem-18,18815,0.195172,-1.10145
UID_H23_35_1_hem-4,41935.6,-1.03702,0.939244
UID_H23_35_2_hem-5,21951.6,0.0185396,-0.549183
UID_H23_35_3_hem-13,26547.7,-0.316339,-0.443652
UID_H23_36_1_hem-4,17345.5,0.247362,-1.3482
UID_H23_36_2_hem-2,16731.9,0.279299,-1.39267
UID_H23_4_1_hem,4006.63,2.33081,1.19035
UID_H23_4_10_hem-6,24773.6,-0.161433,-0.254333
UID_H23_4_11_hem-6,8401.1,2.80503,0.413786
UID_H23_4_12_hem-5,26339.5,-0.335722,-0.53675
UID_H23_4_13_hem-12,30256.1,-0.512841,-0.00561758
UID_H23_4_14_hem-14,38576.5,-0.760593,0.996946
UID_H23_4_15_hem-4,21493,0.127066,-0.499799
UID_H23_4_16_hem-6,29960.4,-0.338774,0.482442
UID_H23_4_17_hem-4,2755.65,2.90042,1.53362
UID_H23_4_2_hem-4,20193,0.0645972,-1.01904
UID_H23_4_3_hem-4,24278.8,-0.170893,-0.607595
UID_H23_4_4_hem-13,37547.2,-0.839607,0.550283
UID_H23_4_5_hem-3,21004.2,-0.0124171,-0.993162
UID_H23_4_6_hem-2,19994.5,0.0615508,-1.11909
UID_H23_4_7_hem-2,20836.6,0.0854432,-0.777902
UID_H23_4_8_hem-3,21035,0.0196275,-0.952983
UID_H23_4_9_hem-2,2937.03,3.22136,0.536502
UID_H23_5_1_hem-11,29221.8,-0.525591,-0.420131
UID_H23_5_10_hem-2,15552.5,0.417041,-1.31978
UID_H23_5_11_hem-6,22742.4,-0.048283,-0.594448
UID_H23_5_12_hem-4,19147.7,0.169969,-1.01114
UID_H23_5_13_hem-13,22358.6,-0.0990894,-0.88709
UID_H23_5_14_hem-9,24293.5,-0.242425,-0.781426
UID_H23_5_15_hem-10,26415.8,-0.32171,-0.434468
UID_H23_5_2_hem-5,27652.9,-0.382282,-0.305678
UID_H23_5_3_hem-8,21221.1,-0.000213446,-0.866062
UID_H23_5_4_hem-2,19914,0.0716861,-1.05197
UID_H23_5_5_hem-3,18917.1,0.142415,-1.16498
UID_H23_5_6_hem-4,21749.5,-0.0577022,-0.905498
UID_H23_5_7_hem-9,3680.2,3.32225,1.0911
UID_H23_5_8_hem-16,45710.5,-1.03661,1.86953
UID_H23_5_9_hem-7,24763.5,-0.218398,-0.570886
UID_H23_6_1_hem-2,2966.5,3.16934,0.669371
UID_H23_6_10_hem-3,21120,0.0682728,-0.77992
UID_H23_6_11_hem-4,19662.2,0.125015,-0.875345
UID_H23_6_12_hem-11,23119.8,-0.142966,-0.788386
UID_H23_6_13_hem-8,22703.1,-0.0484696,-0.599681
UID_H23_6_2_hem-10,7690.74,3.20438,3.11059
UID_H23_6_3_hem-4,3144.91,2.93981,0.738155
UID_H23_6_4_hem-12,25827.3,-0.244253,-0.351959
UID_H23_6_5_hem-2,17732.8,0.24523,-1.16673
UID_H23_6_6_hem,3389.13,2.80249,0.702698
UID_H23_6_7_hem-9,27273.5,-0.35828,-0.329822
UID_H23_6_8_hem-2,19980.8,0.0688013,-1.03818
UID_H23_6_9_hem-4,21685.9,-0.0535586,-0.905753
UID_H23_7_1_hem-12,25245.8,-0.243342,-0.566715
UID_H23_7_10_hem-6,19844.4,0.0312769,-1.2012
UID_H23_7_2_hem-2,19800.4,0.0453883,-1.18066
UID_H23_7_3_hem-5,18754.4,0.194552,-1.07062
UID_H23_7_4_hem-10,29330.6,2.39061,3.97863
UID_H23_7_5_hem-9,30359.8,-0.468264,0.0240008
UID_H23_7_6_hem-7,18787.7,0.118611,-1.24674
UID_H23_7_7_hem-5,19577.2,0.0961806,-1.03787
UID_H23_7_8_hem-8,24136.3,-0.229031,-0.772443
UID_H23_7_9_hem-8,21149,0.0522516,-0.667252
UID_H23_8_1_hem-5,25288.1,-0.298971,-0.717127
UID_H23_8_2_hem-7,22381.6,-0.106638,-0.869638
UID_H23_8_3_hem-5,4872.87,2.77553,0.807538
UID_H23_8_4_hem-3,18258,0.199401,-1.13045
UID_H23_8_5_hem-2,18465,0.156856,-1.19937
UID_H23_8_6_hem-3,18629.2,0.172623,-1.17498
UID_H23_8_7_hem-5,46479.2,-0.472802,2.67735
UID_H23_8_8_hem-2,18039.9,0.239463,-1.14301
UID_H23_8_9_hem-9,33034.8,-0.286082,1.76786
UID_H23_9_1_hem-8,23050.9,-0.145257,-0.821255
UID_H23_9_10_hem-9,13047,2.71222,0.566858
UID_H23_9_11_hem-9,22930.4,-0.0678757,-0.595654
UID_H23_9_12_hem-10,23225.4,-0.131877,-0.735203
UID_H23_9_13_hem-9,24119.4,-0.0354455,0.35801
UID_H23_9_14_hem-8,10552.4,2.35402,-1.05854
UID_H23_9_15_hem-9,25372.7,-0.233164,-0.477863
UID_H23_9_16_hem-13,22817.7,-0.101455,-0.786814
UID_H23_9_17_hem-10,16343.3,0.737344,0.795836
UID_H23_9_18_hem-3,18818.2,0.149825,-1.14642
UID_H23_9_19_hem-9,16163.6,2.08778,-1.36161
UID_H23_9_2_hem-2,17628.3,0.300334,-0.9925
UID_H23_9_3_hem-4,21298.2,-0.031947,-0.913378
UID_H23_9_4_hem-5,20719.3,0.0255443,-0.984513
UID_H23_9_5_hem-3,18121.7,0.206998,-1.19694
UID_H23_9_6_hem-3,20448.6,0.0141378,-1.06286
UID_H23_9_7_hem-3,19444.5,0.131594,-0.988818
UID_H23_9_8_hem-9,20523.1,0.0921818,-0.852857
UID_H23_9_9_hem-2,18290.8,0.291237,-1.02701
UID_h3_1_1_hem-29,27666.6,-0.351729,-0.235422
UID_h3_10_1_hem-24,28447.3,-0.479763,-0.439604
UID_h3_11_1_hem-16,31109.3,-0.604665,-0.176485
UID_h3_12_1_hem-28,7842.01,2.80131,1.91294
UID_h3_13_1_hem-8,33942.5,-0.431738,1.05104
UID_h3_14_1_hem-15,26328.6,-0.237262,-0.220613
UID_h3_16_1_hem-24,49716.2,-1.23557,1.98267
UID_h3_17_1_hem-15,44233.5,-1.03414,1.49767
UID_h3_18_1_hem-11,25493.8,-0.277844,-0.550577
UID_h3_19_1_hem-11,29062.1,-0.494787,-0.299391
UID_h3_2_1_hem-5,21301.6,-0.0576677,-1.0489
UID_h3_21_1_hem-18,43707.3,-1.13444,0.896567
UID_h3_23_1_hem-14,40318,-0.715242,1.226
UID_h3_26_1_hem-12,44065.8,-1.14757,1.00837
UID_h3_27_1_hem-12,44156.9,-1.17558,1.00665
UID_h3_28_1_hem-15,26123.3,-0.312161,-0.478221
UID_h3_29_1_hem-10,41506,-1.08238,0.694173
UID_h3_3_1_hem-10,28031.9,-0.35621,-0.0683501
UID_h3_3_2_hem-2,19722.3,0.0896839,-1.06748
UID_h3_3_3_hem-3,28537.2,-0.396726,-0.0815971
UID_h3_30_1_hem-22,45341.9,-1.26086,0.82223
UID_h3_31_1_hem-17,25822.5,-0.33507,-0.662109
UID_h3_32_1_hem-17,34399.3,-0.759691,0.12618
UID_h3_33_1_hem-24,37378.8,-0.84514,0.545957
UID_h3_34_1_hem-2,46352.1,-0.725005,2.08367
UID_h3_35_1_hem-16,34599.8,-0.769137,0.155397
UID_h3_36_1_hem-2,28517.6,-0.303746,0.148748
UID_h3_37_1_hem-18,24269.9,-0.150457,-0.46516
UID_h3_38_1_hem-16,22870,-0.15782,-0.918149
UID_h3_39_1_hem-13,35173.4,-0.761095,0.293269
UID_h3_4_1_hem-31,40312.9,-0.948098,0.716848
UID_h3_5_1_hem-14,41175.6,-0.955215,1.10574
UID_h3_6_1_hem-22,38124,-0.788151,0.974211
UID_h3_6_2_hem-36,47708,-1.37509,0.977954
UID_h3_7_1_hem-12,40467,-1.05609,0.479436
UID_h3_9_1_hem-14,37097.8,-0.909269,0.256548
UID_H4_1_1_hem-5,19203.9,0.122763,-1.11615
UID_H4_1_2_hem-20,40319.8,-0.951079,0.673486
UID_H4_3_1_hem-14,32833.9,-0.633017,0.120721
UID_H4_4_1_hem-15,39313.9,-0.876678,0.78655
UID_H4_5_1_hem-16,33197.4,-0.508682,0.643921
UID_H4_6_1_hem-26,38978.9,-0.869953,0.937525
UID_H4_7_1_hem-11,46031.5,-1.21601,1.19191
UID_H4_7_2_hem-20,44585.7,-1.1402,1.17713
UID_H4_8_1_hem-20,42154.8,-0.367613,2.85743
UID_H40_1_1_hem-4,31720.9,-0.493194,0.430635
UID_H40_1_2_hem-11,30247.6,0.259286,1.60292
UID_H40_1_3_hem-19,39641,-0.86957,0.861683
UID_H40_1_4_hem-36,45661.5,-0.708813,2.74908
UID_H40_1_5_hem-13,18398.9,0.215963,-1.00988
UID_H40_10_1_hem-6,31358.5,-0.292069,0.663462
UID_H40_10_2_hem-5,34019.4,-0.709275,0.239075
UID_H40_10_3_hem,36732.7,-0.845908,0.401108
UID_H40_10_4_hem-19,25388.3,-0.113872,0.339887
UID_H40_10_5_hem-18,31264.1,-0.577322,0.0216135
UID_H40_11_1_hem-18,24131.1,-0.173459,-0.591574
UID_H40_11_2_hem,28962.9,-0.446933,-0.120559
UID_H40_11_3_hem-2,37455.7,-0.835371,0.509987
UID_H40_12_1_hem-7,34344.8,-0.764882,0.110461
UID_H40_12_2_hem-13,25495.7,-0.209186,-0.407349
UID_H40_12_3_hem-2,30220.6,-0.48797,0.0107369
UID_H40_12_4_hem-5,39407.6,-0.678547,1.22328
UID_H40_13_1_hem-22,32292.8,-0.631737,-0.0181749
UID_H40_13_2_hem-2,37012.5,-0.849473,0.380091
UID_H40_13_3_hem,21501.2,-0.0473211,-0.995811
UID_H40_13_4_hem-5,25233.5,-0.214885,-0.528444
UID_H40_13_5_hem-20,30686.1,-0.544663,-0.0532827
UID_H40_13_6_hem-7,28610.7,-0.147403,-0.0131125
UID_H40_13_7_hem,27514.2,-0.396457,-0.37709
UID_H40_14_1_hem-6,28212.6,-0.404077,-0.209432
UID_H40_14_2_hem-8,31103.9,-0.527167,0.120537
UID_H40_14_3_hem-19,30018.7,-0.38905,0.368944
UID_H40_14_4_hem,35881.2,-0.819928,0.198945
UID_H40_14_5_hem-3,26697.6,-0.325755,-0.415564
UID_H40_14_6_hem-19,24872.1,-0.154412,-0.245432
UID_H40_15_1_hem-6,37558.9,-0.769755,1.04963
UID_H40_15_2_hem-20,41594.7,-0.900313,1.32694
UID_H40_15_3_hem-21,26970.7,-0.335983,-0.370391
UID_H40_18_1_hem-2,27890.4,-0.323792,-0.0546415
UID_H40_18_2_hem-10,26643.2,-0.245266,-0.379804
UID_H40_18_3_hem-19,23190.8,-0.10715,-0.743908
UID_H40_18_4_hem-24,26619.4,-0.264067,-0.0502772
UID_H40_18_5_hem-14,29923.4,-0.414146,0.3056
UID_H40_19_1_hem-22,45351.6,-0.796515,2.47276
UID_H40_19_2_hem-33,31374.8,-0.471929,0.404942
UID_H40_19_3_hem-10,28889.4,-0.394222,-0.0678956
UID_H40_19_4_hem-20,36098.4,-0.781094,0.413545
UID_H40_19_5_hem-50,45346.3,-1.20174,1.07102
UID_H40_19_6_hem-27,39269.5,-0.835599,0.879884
UID_H40_19_7_hem-14,33972.5,-0.735284,0.0515442
UID_H40_19_8_hem-25,46103,-0.741003,2.79111
UID_H40_19_9_hem-16,25392.6,-0.277215,-0.590199
UID_H40_2_1_hem-10,25766.1,-0.254772,-0.445376
UID_H40_2_2_hem-21,30657.9,-0.488137,0.196084
UID_H40_2_3_hem-23,34758.5,-0.790999,0.0774112
UID_H40_2_4_hem-2,23506.9,-0.0451518,-0.0771892
UID_H40_2_5_hem-7,26161.9,-0.333546,-0.571218
UID_H40_2_6_hem-4,27853.1,-0.309882,-0.0277206
UID_H40_20_1_hem-14,18309.4,3.27425,1.47446
UID_H40_20_2_hem-11,29636,-0.466103,-0.0930678
UID_H40_20_3_hem-14,35675.5,-0.646677,0.659089
UID_H40_20_4_hem-16,35045.9,-0.706638,0.544846
UID_H40_20_5_hem,34667.2,-0.762767,0.19695
UID_H40_21_1_hem-9,24772.6,-0.0402801,0.236972
UID_H40_21_2_hem-15,45438.6,-1.14284,1.41466
UID_H40_21_3_hem-13,29211.4,-0.371943,0.132945
UID_H40_21_4_hem-9,33258.4,-0.61755,0.362036
UID_H40_21_5_hem-13,31255.9,-0.49595,0.148248
UID_H40_21_6_hem-21,24712.9,-0.0814195,-0.168925
UID_H40_22_1_hem-9,32540.4,-0.612586,0.243063
UID_H40_22_2_hem-14,28313.3,-0.412414,-0.218131
UID_H40_22_3_hem-7,30376.2,-0.395661,0.425756
UID_H40_22_4_hem-12,31172.9,-0.634944,-0.240561
UID_H40_22_5_hem-7,25865.8,-0.00688665,0.598172
UID_H40_22_6_hem-5,32751.5,-0.700342,-0.104492
UID_H40_22_7_hem-23,25518.1,-0.192136,-0.177736
UID_H40_23_1_hem-15,47415.1,-1.24171,1.36985
UID_H40_23_2_hem-13,31771.1,-0.634754,-0.107452
UID_H40_23_3_hem-14,27357.8,-0.341718,-0.299376
UID_H40_23_4_hem-7,23102.4,-0.0123393,-0.221757
UID_H40_23_5_hem,29349.1,-0.513458,-0.37125
UID_H40_23_6_hem-6,41838.7,-1.09381,0.728427
UID_H40_23_7_hem-12,27539.7,-0.382211,-0.339518
UID_H40_23_8_hem,29639.1,-0.492164,-0.155818
UID_H40_24_1_hem-17,27378.3,-0.268165,0.303415
UID_H40_24_10_hem-13,30883.5,-0.587625,-0.165454
UID_H40_24_11_hem,25810.6,-0.277175,-0.4743
UID_H40_24_12_hem-31,22426.2,0.0270638,-0.338064
UID_H40_24_13_hem,28936.7,-0.485751,-0.399156
UID_H40_24_14_hem-2,41497.7,-1.0879,0.694642
UID_H40_24_2_hem-34,37637.8,-0.859335,0.486398
UID_H40_24_3_hem-33,29133.7,-0.331714,0.281094
UID_H40_24_4_hem-3,25236.3,-0.115408,-0.127187
UID_H40_24_5_hem-12,31227.9,-0.397299,0.678103
UID_H40_24_6_hem-7,27723,-0.362545,-0.220675
UID_H40_24_7_hem-16,21549.3,-0.00629457,-0.834921
UID_H40_24_8_hem-4,28361.4,-0.217777,0.436278
UID_H40_24_9_hem,43628,-1.19382,0.780352
UID_H40_25_1_hem-20,29081,0.911029,0.922358
UID_H40_25_2_hem-24,25186.3,-0.225085,-0.406835
UID_H40_3_1_hem-2,36477.3,-0.246027,1.97635
UID_H40_3_2_hem-4,37438.7,-0.2694,2.20839
UID_H40_3_3_hem-21,30545.3,-0.48094,0.180566
UID_H40_3_4_hem-19,34464.3,-0.776898,0.0669408
UID_H40_4_1_hem-16,32053.6,-0.462765,0.318063
UID_H40_4_2_hem-22,29313.6,-0.521218,-0.364496
UID_H40_4_3_hem-18,32605.7,2.38074,2.64348
UID_H40_4_4_hem-19,21849.2,0.0241214,-0.606382
UID_H40_4_5_hem-23,31641.3,-0.490094,0.416076
UID_H40_4_6_hem,28479.9,-0.378104,-0.117394
UID_H40_4_7_hem-7,44934.5,-1.21394,0.971247
UID_H40_4_8_hem-33,40137.3,-0.86845,0.945944
UID_H40_4_9_hem-10,45778.4,-0.697422,2.77211
UID_H40_5_1_hem-2,37281.4,-0.713932,0.792101
UID_H40_5_2_hem-7,26384,-0.256421,-0.328128
UID_H40_5_3_hem-9,31324.7,-0.500897,0.165496
UID_H40_5_4_hem-11,30986.7,-0.47986,0.0697522
UID_H40_6_1_hem-3,25406.6,0.0530547,0.512143
