Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9
UID_25_6_6_all-13,33.2523,-147.708,14.9056,-18.2757,-27.3238,-7.69017,11.7319,12.1951,9.38646
UID_25_6_7_all-7,4.90503,-66.8701,3.87948,15.68,7.9635,10.2841,-24.5441,-20.0974,-2.46713
UID_25_6_8_all-30,166.434,93.9324,-58.49,20.8162,48.5548,-16.4427,19.6665,-11.3109,-26.0464
UID_25_7_1_all-5,20.7424,-151.614,13.1849,-27.3246,-22.479,16.4135,-5.22067,-3.11996,7.78597
UID_25_7_2_all-30,17.5875,234.806,10.5932,235.264,45.5097,62.8365,-49.406,49.1907,-15.803
UID_25_7_3_all-4,-3.89888,-149.292,-6.50246,-22.9608,-22.8921,15.2671,5.55063,12.7089,10.6404
UID_25_7_4_all-2,-71.8078,-157.902,-14.6396,51.2328,51.0529,-11.651,6.71994,8.74677,12.3292
UID_25_7_5_all-10,33.8566,-105.117,-20.2014,-4.67996,-3.6606,-2.0632,19.9713,11.7441,10.5745
UID_25_7_6_all-3,-22.4477,-176.977,7.61343,4.22986,1.65803,-7.96496,3.79917,-0.943216,3.11104
UID_25_7_7_all-21,48.7462,-139.124,9.93501,-18.6432,-12.6689,8.95386,5.99944,-8.17476,3.35632
UID_25_8_1_all-16,-9.21002,-175.828,29.3032,-4.3698,-29.1978,-21.6433,14.891,-8.3062,4.16622
UID_25_8_2_all-3,-83.5913,-210.186,2.05049,16.4053,19.8798,-9.28285,-2.65408,-14.5823,-4.29039
UID_25_8_3_all-23,17.3496,-157.597,13.5595,-27.9629,-24.4832,15.5735,-6.37346,-1.54329,9.70956
UID_25_8_4_all-21,165.09,15.0862,-26.8845,-9.41933,26.0271,1.21443,1.97033,0.0669482,-3.768
UID_25_8_5_all-2,-72.3838,-234.314,19.582,-2.88592,-15.7365,7.29721,-7.31217,-12.1884,4.53464
UID_25_9_1_all-7,28.9004,-120.57,-4.6687,-7.53892,12.3671,0.433867,6.15609,-9.4624,1.74272
UID_25_9_2_all-14,-783.921,16.9642,72.7601,-73.1951,64.1666,10.7457,28.5263,-24.0883,-3.14996
UID_25_9_3_all-17,-768.105,131.533,-107.852,-108.358,-10.0713,-37.1868,52.76,98.4542,16.9352
UID_25_9_4_all-29,127.511,-65.7872,9.85354,-41.0767,-22.3844,12.2156,-17.9665,-26.6266,-11.3448
UID_25_9_5_all-6,-6.73411,-173.432,31.8619,-2.98847,-30.448,-24.6286,17.8691,-10.7843,4.61063
UID_25_9_6_all-8,0.131785,-85.8093,-9.49443,46,26.8941,-10.6489,-6.97314,23.2714,8.45231
UID_25_9_7_all-12,-27.1291,-164.134,12.4157,23.4479,14.8257,8.89554,-4.60882,7.56244,17.331
UID_27_10_1_all-16,-14.7087,-199.758,18.7444,-5.68225,-10.0481,3.52183,0.676986,-7.34501,5.71743
UID_27_10_2_all-5,-12.2944,-142.72,27.5564,5.83882,-15.5868,4.6969,-19.7125,-35.2304,-9.95331
UID_27_10_3_all-8,-31.8972,-49.5782,-50.3689,49.9933,77.4642,-23.8164,23.6268,-4.96804,-12.2975
UID_27_10_4_all-18,11.5407,-137.416,-4.4054,4.36075,15.4496,-8.18389,6.55783,-8.65535,-2.42308
UID_27_10_5_all-24,-7.30472,-109.111,4.19433,43.0603,34.5294,5.81377,-4.97606,-0.854381,15.4113
UID_27_10_6_all-13,-13.9893,-168.087,5.08978,-4.93956,-17.4058,18.0476,2.06181,18.7811,16.4147
UID_27_10_7_all-5,-26.3197,-132.138,-3.16246,11.1552,27.8999,6.4349,1.62225,-7.64541,14.3566
UID_27_11_1_all-24,58.1556,-98.8047,5.23246,-12.9594,-8.50585,9.13627,-5.23866,5.47581,10.5961
UID_27_12_1_all-2,-68.8416,-224.38,16.4653,11.7249,3.72298,-4.37535,-8.14606,-8.17698,0.235754
UID_27_12_2_all-16,42.7232,-84.5424,14.2018,10.3672,5.43573,13.1929,3.41537,-15.4162,12.4999
UID_27_12_3_all-7,-1.55767,-156.634,4.78034,-14.7818,-5.19671,7.41953,5.51667,-3.38377,7.88
UID_27_13_1_all-16,107.792,-58.8475,7.83004,-22.1642,1.43868,15.0218,-20.9619,4.26008,8.67662
UID_27_13_2_all-10,-68.5045,-68.8484,37.4616,66.5462,-13.3361,18.5461,-65.028,9.66753,18.4657
UID_27_13_3_all-2,-41.5367,-187.57,8.74176,14.3988,3.05123,2.30511,-2.73949,10.0197,16.3201
UID_27_13_4_all-4,-22.7638,-172.168,1.29908,-10.4815,-5.73316,-5.17612,15.6287,0.284611,6.05458
UID_27_13_5_all-3,-43.1926,-196.617,21.3026,18.0617,-1.03856,0.125204,5.24394,-1.65026,20.9717
UID_27_14_1_all-13,92.9759,80.9687,-37.8559,44.2745,92.7625,-22.2996,-5.74576,-29.8935,-10.0636
UID_27_14_2_all-19,14.2182,-87.2717,-20.9329,38.5813,39.6197,-1.31835,-9.67447,9.01254,14.2865
UID_27_14_3_all-5,-7.09908,-135.984,-10.1004,5.73641,4.16986,4.81654,-1.53807,29.5394,15.5689
UID_27_14_4_all-5,-7.85201,-174.311,14.8276,12.2419,12.9732,-8.45411,-1.37885,10.0662,3.729
UID_27_14_5_all-14,32.7514,-131.886,2.14554,2.47751,14.7128,-7.35901,13.4145,-6.98779,3.54886
UID_27_14_6_all-7,-20.3307,-108.126,-10.994,50.8248,35.1942,-8.43246,11.3511,25.0572,8.50695
UID_27_14_7_all-21,68.7949,151.729,51.6018,70.4113,-0.417452,-6.06691,-39.8901,-33.519,26.2011
UID_27_14_8_all-2,-40.0084,-201.241,28.2835,1.24395,-36.5185,-11.6893,-9.97343,-6.37532,-2.90996
UID_27_15_1_all-27,217.192,32.9504,-14.9917,-48.7153,-19.1272,17.4334,-6.79464,-0.787328,-0.592681
UID_27_15_2_all-18,10.468,-37.6018,39.1716,45.8067,3.6267,10.5861,-36.1135,-46.2217,-6.82634
UID_27_15_3_all-18,82.666,104.778,-20.4599,61.5073,64.1227,-24.2419,-7.36541,-43.8971,-19.9086
UID_27_16_1_all-16,37.0377,-50.9449,36.257,34.5979,24.8177,-8.87503,-4.48594,-46.4327,2.90805
UID_27_16_2_all-16,83.9161,-61.2398,8.00511,-1.76012,7.11092,-14.263,14.8543,-24.035,-2.56747
UID_27_16_3_all-22,30.6161,-155.976,13.2022,-11.1631,-16.6544,-4.5486,9.80315,-2.14608,1.56951
UID_27_16_4_all-29,234.067,29.1048,-2.48253,-60.9258,-21.8612,7.77102,-0.926325,-7.92676,-7.35385
UID_27_16_5_all-7,8.06444,-144.424,2.48053,14.6979,16.5368,-5.26827,4.8287,-11.3017,-2.92603
UID_27_16_6_all-15,46.045,-110.144,-21.0327,-12.2305,8.36351,-1.71947,2.94727,1.99292,3.5884
UID_27_16_7_all-19,57.5355,-131.115,6.98236,-17.2552,-6.76979,2.33586,-0.982057,-4.78667,2.38773
UID_27_16_8_all-27,8.30857,-158.202,27.7506,7.23263,-21.4614,-20.4431,-10.7271,0.469405,2.41989
UID_27_17_1_all-14,11.0257,-152.54,13.2094,5.6762,15.8648,-1.22431,3.98596,-10.3092,13.9722
UID_27_17_2_all-16,116.424,-32.473,-18.979,-16.7423,-11.1961,-2.2862,9.57711,16.2964,-3.13419
UID_27_17_3_all-28,255.549,56.5909,3.40557,-50.0996,-15.6782,9.77656,-3.64851,-2.73908,-0.941847
UID_27_18_1_all-4,67.9887,-86.4283,5.15344,-7.78578,-2.24274,5.67103,-22.5183,-5.45909,6.09123
UID_27_18_2_all-7,11.9663,-69.315,-19.5299,41.562,33.5551,4.49897,7.00203,23.6902,11.2366
UID_27_18_3_all-31,240.991,101.367,-24.2092,-49.7807,18.3562,23.0715,-10.5392,46.6283,6.1368
UID_27_19_1_all-2,-15.8961,-156.551,4.79404,2.57658,11.0905,9.62917,-5.42552,-7.52738,3.24439
UID_27_19_2_all-3,-11.6918,-160.473,8.94374,25.7944,11.5485,-6.01371,1.34669,13.7664,13.3228
UID_27_19_3_all-4,11.9728,-161.215,18.9479,-6.06757,-32.8535,-4.37962,-4.18841,8.9841,-2.84965
UID_27_19_4_all-26,149.819,10.9104,11.3089,-28.0509,-4.66087,32.2001,-35.6395,-24.6265,2.95364
UID_27_1_1_all-17,42.521,-145.755,4.01583,-32.3907,-24.1399,3.2851,1.72824,7.73745,2.22662
UID_27_1_2_all-7,-865.374,2.57483,49.8257,-122.527,-5.6733,34.979,-49.3942,-10.4647,-5.77203
UID_27_1_3_all-17,46.3992,-121.315,13.0275,-34.1095,-0.866027,6.48948,-7.58066,-2.58846,-0.534315
UID_27_1_4_all-3,-67.7061,-171.394,-13.04,35.7536,30.9544,-7.22573,6.23534,-4.99955,-1.02606
UID_27_1_5_all-16,46.4457,-107.501,1.87576,-13.4997,-18.0462,9.55315,-12.7908,6.37566,5.5246
UID_27_1_6_all-21,33.6548,-123.619,10.2182,-1.31766,16.0672,-0.792642,-8.63147,-23.7895,-10.1812
UID_27_1_7_all-3,19.0718,-168.242,17.7299,-15.6838,-19.3143,2.8645,5.28766,-21.3308,1.6578
UID_27_1_8_all-14,-27.6013,-156.85,17.825,36.9463,11.5315,-0.921441,-8.71404,17.5408,13.2808
UID_27_20_1_all-18,75.859,-111.766,9.29808,-26.0633,-13.1296,8.83011,-2.35353,-1.86888,6.66672
UID_27_20_2_all-7,21.846,-134.842,27.3503,2.94854,-3.97237,16.9132,-13.2316,-15.6549,6.75298
UID_27_20_3_all-5,23.4385,-148.106,11.7693,-9.46759,-7.69082,-9.41787,6.32369,5.87169,-1.32346
UID_27_21_1_all-18,23.8086,-90.1097,3.85823,-10.1238,-45.3412,-11.4828,4.35305,8.85893,-6.55352
UID_27_21_2_all-6,-72.8593,-105.12,65.3199,94.3376,44.3954,-5.95493,-11.9604,-50.6275,2.54786
UID_27_21_3_all-22,-21.4818,-88.6544,-11.623,32.5902,55.282,-13.3367,-6.70242,28.577,7.09013
UID_27_21_4_all-6,-102.043,-121.421,92.4584,95.2636,-31.8757,-23.043,-39.0066,-26.594,36.7683
UID_27_22_1_all-9,2.54596,-20.7863,36.45,65.957,3.86816,26.0276,-25.1031,-45.7656,-16.5175
UID_27_22_2_all-25,165.098,56.1108,-26.6313,4.85708,61.918,11.479,7.96,-6.78858,5.97593
UID_27_22_3_all-8,-7.40789,-150.097,-2.44355,20.8366,24.6619,-9.37494,4.72783,0.845213,1.67551
UID_27_22_4_all-10,-21.2707,-182.931,8.37743,-2.01897,6.24992,-11.0968,4.77161,0.240833,-0.963695
UID_27_23_1_all-19,171.671,61.596,-25.149,4.80048,60.4197,12.869,6.76304,-3.65063,8.29309
UID_27_23_2_all-4,11.4461,-144.521,8.37315,16.9633,6.84027,-3.45653,6.68276,21.7665,12.9093
UID_27_23_3_all-4,-2.90812,-145.194,-4.3727,20.5342,22.9321,-8.83916,3.74542,0.00664243,2.29266
UID_27_24_1_all-3,56.6459,-99.8247,-0.0355478,-0.961642,22.7222,-5.35605,-0.252949,10.6758,-0.879097
UID_27_24_2_all-3,-0.268122,-178.746,9.51285,0.849898,6.39349,8.13302,-3.51853,-10.0269,2.4311
UID_27_24_3_all-22,153.339,3.65379,-9.66787,-44.821,-19.2987,13.7601,6.37022,39.5717,10.4241
UID_27_24_4_all-4,0.177489,-44.7102,53.552,38.2894,-15.9957,2.10324,-42.2545,-69.1939,-10.661
UID_27_24_5_all-24,54.129,-23.1327,38.06,37.1356,-3.76114,11.9196,-37.0874,-25.3301,4.96804
UID_27_25_1_all-2,7.59613,-134.235,9.39735,9.39659,-0.0832701,23.7207,-4.45224,-0.601324,4.36021
UID_27_25_2_all-17,32.8179,-103.166,20.4772,-10.1322,-20.5221,44.0621,-28.9761,-33.3246,-7.401
UID_27_25_3_all-5,-21.0442,-113.068,28.9259,52.6408,30.4295,-32.8318,5.08025,-18.1405,-5.00461
UID_27_25_4_all-7,-29.6824,-127.796,-12.2811,14.0454,22.0274,-1.19522,-3.03455,-0.813758,2.0764
UID_27_25_5_all-10,28.7186,-55.3959,-26.6956,46.0732,63.4459,-17.7472,19.0232,6.42577,11.7293
UID_27_25_6_all-13,23.4927,-139.689,3.7133,-7.90221,-0.706465,6.22891,1.67452,1.31966,6.56309
UID_27_25_7_all-7,6.0815,-11.3549,-47.9587,34.1381,61.793,-21.3841,18.258,14.3142,-9.8357
UID_27_26_1_all-10,-5.23322,-94.0197,-16.888,32.1931,35.8058,-4.8478,-0.771001,16.4561,2.91176
UID_27_26_2_all-24,179.487,83.3978,7.12435,-31.784,7.19628,34.0796,-30.2718,-49.331,4.79601
UID_27_26_3_all-12,100.97,-62.8683,0.309037,-13.7466,-8.67425,3.02414,-0.864738,-3.21783,-0.867675
UID_27_26_4_all-16,21.0379,-100.457,-14.0611,30.9063,33.4297,-5.71597,11.7314,3.02917,6.5363
UID_27_27_1_all-2,-793.467,27.2029,70.3271,-109.811,63.763,-21.785,-25.0583,-26.4424,-5.05944
UID_27_27_2_all-11,-17.7428,-168.323,13.7907,23.4747,24.6622,-3.06631,9.68263,-3.32794,7.93385
UID_27_27_3_all-25,46.3083,-84.6568,-4.68384,19.3656,30.231,-0.00310458,4.33346,-3.3632,5.09181
UID_27_27_4_all-24,99.5095,-38.2899,-14.7087,5.3497,31.0544,-9.91778,-4.0926,16.3369,-4.366
UID_27_27_5_all-10,6.4142,-128.794,7.43477,31.4213,29.3406,-4.15415,5.60209,3.77048,12.6407
UID_27_28_1_all-17,58.9669,-79.4464,-9.60592,-15.1192,3.71022,-15.1276,-1.78689,-2.78211,-14.3494
UID_27_28_2_all-16,11.2967,-137.531,12.4937,6.96765,11.6801,0.577734,7.98164,6.02041,6.37722
UID_27_28_3_all-17,48.8057,-71.7144,-8.07031,34.4761,33.8016,-10.54,3.02469,20.7271,2.72172
UID_27_28_4_all-7,-4.49099,-151.755,12.1851,23.736,16.3195,-18.5073,13.2506,-3.2472,1.77853
UID_27_29_1_all-8,-36.8316,-169.677,-0.452069,13.0556,-4.79012,-18.6203,8.49119,6.14169,-4.7368
UID_27_29_2_all-16,37.9458,-87.4432,45.8743,20.9654,-17.8367,-10.1195,-13.1633,-10.0687,23.6508
UID_27_29_3_all-7,-19.5456,-139.292,-6.11921,28.7467,27.9941,-5.55671,12.8533,8.48693,8.6217
UID_27_29_4_all-11,-27.7369,-122.653,-6.85377,59.2283,37.3251,10.9578,12.3682,6.63283,0.72507
UID_27_29_5_all-23,-18.4432,-184.522,3.12709,4.26376,7.36291,-6.77814,8.76527,-4.50636,1.34625
UID_27_29_6_all-17,6.71284,-162.355,21.215,4.20568,-2.62504,-13.0126,6.40713,-9.40939,4.22616
UID_27_29_7_all-8,2.04997,-91.9318,24.7849,40.3098,4.26209,8.67559,-6.58351,-1.66596,17.1453
UID_27_2_1_all-2,-12.8922,-181.985,17.7483,2.90203,-5.18005,3.55819,-1.47778,2.50333,11.6142
UID_27_2_2_all-9,-5.96842,-115.631,-6.82339,26.7191,22.9981,-2.81246,9.05494,-2.48837,1.02476
UID_27_2_3_all-5,70.802,-58.3376,-24.6531,4.17705,24.4139,-3.70903,10.8263,17.3762,4.59052
UID_27_2_4_all-18,146.422,-33.7879,-4.80324,-35.2365,-0.653239,11.6467,1.61697,-0.120367,2.26072
UID_27_30_1_all-9,-11.5085,-141.745,-3.81142,3.81814,13.4475,2.13066,-2.04106,-5.79522,-0.394655
UID_27_30_2_all-20,59.0385,-24.2486,-9.32184,17.8294,48.3297,8.57281,-0.96592,82.3897,25.5567
UID_27_30_3_all-3,5.80871,-143.474,4.47419,21.9217,29.507,-9.94423,12.9855,-0.982413,4.80948
UID_27_30_4_all-19,103.43,-38.836,15.6268,1.47511,-4.65758,-25.256,4.65234,-5.84432,-6.0542
UID_27_30_5_all-17,16.0144,-160.474,9.39711,-19.3283,-15.1221,7.98594,9.64641,0.714819,14.8468
UID_27_31_1_all-19,-828.382,152.971,-90.9814,-82.8852,-21.2195,100.434,46.7871,143.314,64.7499
UID_27_31_2_all-16,76.3418,-92.1394,9.22417,-23.2907,-7.15292,5.96889,-8.2072,-19.2711,3.33297
UID_27_31_3_all-13,-13.4338,-122.812,9.27855,41.8518,30.9103,-3.99419,-3.00026,-15.9603,7.78683
UID_27_31_4_all-17,131.971,20.6818,-8.58781,-47.7684,-11.0422,24.3553,11.6295,9.86203,14.4943
UID_27_31_5_all-24,82.597,-102.407,5.06803,-13.4868,0.844985,10.3709,8.45161,-11.688,-6.81861
UID_27_31_6_all-13,-645.83,53.9278,6.64377,-19.3241,88.0593,-46.0931,7.68494,-111.596,60.0307
UID_27_31_7_all-8,60.8414,-108.224,8.34316,4.76874,13.5201,-2.43779,7.07714,2.83548,8.50636
UID_27_32_1_all-12,8.0331,-142.828,25.4289,-16.905,-9.64937,19.2652,-27.873,-37.1095,-1.63873
UID_27_32_2_all-29,88.5216,57.9473,4.27037,36.5772,2.05168,27.7634,-50.6411,10.0858,9.35041
UID_27_32_3_all-22,44.023,-91.5438,2.52232,15.0799,2.91214,-2.18623,3.56839,3.92469,6.91623
UID_27_32_4_all-2,-61.9777,-9.78098,21.8083,109.113,119.837,8.59056,-0.789375,45.4051,63.4293
UID_27_32_5_all-11,-0.319552,-165.026,5.42035,-9.18758,2.42344,1.14324,8.51571,11.3341,9.34387
UID_27_32_6_all-13,15.6886,-160.526,20.201,-2.41826,0.151751,10.5177,-1.59561,-26.0523,-1.14148
UID_27_33_1_all-19,40.265,-126.291,1.71891,-29.2055,-11.0951,-3.55241,-1.71469,6.24175,0.885717
UID_27_33_2_all-34,230.289,90.68,-29.6132,-20.4888,21.4635,9.24779,5.48218,17.3141,4.32286
UID_27_33_3_all-9,62.1271,-118.982,5.75405,-15.9042,-3.63122,-0.761617,0.971497,-12.0492,-3.15065
UID_27_33_4_all-11,14.0035,-102.933,-0.499632,17.1622,16.3156,14.1456,-28.844,20.6319,16.5432
UID_27_33_5_all-9,-53.6376,-121.224,24.0209,39.319,25.7824,-2.80495,-22.3819,-45.9519,-15.503
UID_27_33_6_all-22,40.2931,-52.0133,-11.5242,12.5171,29.2678,5.42202,-8.50864,18.3053,14.2581
UID_27_34_1_all-5,-8.59854,-66.8911,10.2966,44.6051,48.0705,25.5442,-15.473,-23.6368,9.65409
UID_27_34_2_all-3,77.291,-96.4659,5.42633,-18.325,0.39946,8.79375,3.61369,-6.1217,5.02785
UID_27_34_3_all-3,8.00924,-151.941,6.63703,11.5434,19.3123,-9.78633,11.3566,-14.5941,2.41024
UID_27_34_4_all-12,-723.111,54.559,-9.0401,-56.9227,169.492,-6.92084,-9.96053,-52.5033,-1.15041
UID_27_34_5_all-31,94.3333,31.5231,84.4631,41.9003,-74.9779,11.6098,-29.3898,-48.6982,1.61479
UID_27_34_6_all-2,-33.7395,-181.79,5.14859,19.7698,9.47943,-3.73546,3.89202,5.07864,3.74311
UID_27_34_7_all-9,-742.532,-5.87502,-64.2931,-75.5973,46.0494,-64.4752,-39.3603,-4.81995,20.8056
UID_27_34_8_all-3,-809.976,-32.8941,91.2003,-81.6912,28.7201,-2.0104,2.65461,-10.5912,29.5961
UID_27_3_1_all-4,-881.338,208.201,48.7505,-165.113,43.3311,19.2093,-93.3431,-49.0708,-45.875
UID_27_3_2_all-13,-681.062,117.482,-325.735,8.35541,-120.16,-124.822,-6.79766,-154.751,78.4165
UID_27_3_3_all-14,75.0894,-96.6987,8.06522,-11.7511,14.9109,3.73143,1.645,-0.318053,9.92623
UID_27_3_4_all-21,76.3977,-15.5076,-8.9717,34.7867,56.0965,-43.6423,25.7774,16.8547,-13.9088
UID_27_3_5_all-19,58.6733,-106.2,2.39881,-3.38657,0.540877,33.5722,-8.00819,-30.5002,-22.8006
UID_27_4_1_all-12,17.914,-148.803,12.4878,5.06891,-0.21421,8.16436,-5.68183,-6.78493,5.69937
UID_27_4_2_all-16,2.8263,-176.184,13.491,-1.72752,6.89212,3.88752,-7.60965,-1.12015,2.93091
UID_27_4_3_all-9,-61.5084,-204.725,9.88714,26.793,9.0217,-8.54633,2.43475,-1.3714,1.8004
UID_27_4_4_all-19,-2.89629,-127.784,-12.2145,5.99979,20.5562,-0.401986,16.1179,-7.39973,7.59263
UID_27_4_5_all-26,76.3223,-105.894,7.20882,-25.9359,-15.0669,4.24981,8.12085,1.14083,8.22414
UID_27_4_6_all-5,-28.1673,-196.41,25.8797,11.8968,2.53853,-7.70844,2.44558,-1.42744,8.12671
UID_27_4_7_all-3,-85.8382,-247.03,16.8175,18.6988,-4.28823,-10.1599,5.12229,3.09921,5.29578
UID_27_5_1_all-11,-7.69709,-106.742,-23.0435,3.02489,14.5082,-12.7017,0.117509,19.9504,-3.0894
UID_27_5_2_all-2,-760.348,12.5744,79.6391,-70.7579,79.3969,8.4852,7.59503,-78.9188,16.2398
UID_27_5_3_all-8,29.4037,-101.785,10.4,9.17214,21.323,10.9324,-1.53865,-9.46031,11.4034
UID_27_5_4_all-19,39.1528,-128.051,7.6217,-9.32925,-4.45608,-18.2068,27.7907,5.47283,4.84576
UID_27_5_5_all-10,57.6612,-140.763,17.1362,-16.9945,-10.3137,-1.1979,-2.63739,-6.72116,0.955072
UID_27_5_6_all-6,-11.0118,-165.686,17.7255,21.2408,9.3316,-18.8912,18.3388,-3.31298,12.8182
UID_27_5_7_all-6,273.124,96.4845,-23.3974,-36.6117,4.50037,4.37361,-1.56246,4.10002,-2.77923
UID_27_5_8_all-3,-21.5947,-204.439,18.573,-6.95,-15.5213,1.71172,-2.29799,-8.8696,2.41059
UID_27_6_1_all-15,79.1933,-12.5807,-34.0672,45.5096,39.1987,-7.22749,8.23957,29.3881,-4.18285
UID_27_6_2_all,-792.988,23.5652,71.8519,-82.8994,54.6223,-42.4671,-21.1327,-26.5098,18.3649
UID_27_6_3_all-8,-25.3245,-141.204,-5.42108,11.3402,0.642728,-8.69333,10.3794,-13.7407,-4.17765
UID_27_6_4_all-12,89.796,-28.0539,-16.4569,2.53182,38.1543,-2.45719,6.7377,-0.933524,-4.43589
UID_27_7_1_all-14,-656.472,-256.96,-312.999,220.298,-24.1143,108.742,26.5944,-50.8434,68.8215
UID_27_7_2_all-2,-802.098,-7.49075,35.1887,-81.7836,41.5509,37.1238,-22.5393,-50.169,1.29989
UID_27_7_3_all-4,-50.0884,-200.11,0.17152,5.85499,8.96119,-12.0236,4.27709,-12.0838,3.49739
UID_27_7_4_all-40,-38.6306,-0.709452,182.733,134.185,-117.863,2.08452,7.32758,-124.065,-29.3068
UID_27_7_5_all-21,66.2799,-41.7874,-10.8052,8.08755,37.858,-11.3254,8.81653,19.7933,7.73775
UID_27_7_6_all-12,3.94737,-175.166,23.5657,-6.52148,-2.22018,11.497,-5.21793,-20.9195,2.17008
UID_27_8_1_all-4,-18.9043,-182.902,11.6296,13.2803,8.59655,-6.54066,-2.00215,9.03759,6.80626
UID_27_8_2_all-5,-87.3081,-208.252,1.29769,25.0164,24.0847,-11.1037,11.6387,-8.37105,3.46836
UID_27_8_3_all-7,-70.8649,-239.124,21.5991,20.1912,8.84781,-10.3237,3.26335,-5.74144,7.98584
UID_27_8_4_all-4,-81.9552,-226.897,10.8665,9.01403,-3.86714,-1.4364,5.22388,1.46772,10.3829
UID_27_8_5_all-17,20.0448,-52.7193,-8.75879,10.1224,25.5599,1.87201,-9.8487,30.552,14.0746
UID_27_8_6_all-35,34.4789,-92.2053,-13.8632,-7.72912,10.0196,27.5044,10.092,13.1341,10.7418
UID_27_8_7_all-23,38.1313,-134.594,-3.54341,-15.4388,-5.54318,2.06802,-6.01251,-8.61318,-3.13523
UID_27_8_8_all-22,-6.44304,-52.8166,-24.2044,62.6927,73.824,-16.7521,11.1869,33.0614,8.97139
UID_27_9_1_all-7,15.806,-86.8102,4.54919,38.5958,42.8972,24.3944,1.99536,-0.340652,11.4934
UID_27_9_2_all-22,56.736,-109.488,0.548847,-7.05296,0.0403495,-4.54321,18.9289,6.27099,8.15953
UID_27_9_3_all-23,-44.3354,-99.2425,-11.4212,7.98579,2.37466,-4.27786,-23.5166,-19.0437,-9.21469
UID_27_9_4_all-5,-51.6222,-212.868,12.0966,12.2043,4.80501,-6.58312,4.59894,-3.28495,0.330398
UID_27_9_5_all-21,119.866,-38.7943,-10.7238,-24.2791,10.7477,4.57682,4.12013,-3.05654,2.07474
UID_31_10_1_all-7,99.708,6.30536,-12.1727,-17.1614,17.5898,3.87868,-16.4681,-12.1841,-5.03366
UID_31_11_1_all-5,0.420048,34.7311,37.2295,36.2014,-62.2095,-103.617,59.5748,6.06846,-15.0952
UID_31_11_2_all-8,102.569,-65.2133,-3.02215,-37.197,-19.1709,22.128,-9.65826,2.6985,3.03797
UID_31_11_3_all-14,110.409,38.2251,-31.8601,-13.7605,14.8919,6.96392,-36.2273,-0.500679,-6.0145
UID_31_12_1_all-3,59.026,-83.6951,-9.53755,5.90534,20.5443,17.289,24.7386,5.9504,7.82743
UID_31_12_2_all-2,45.8705,-15.7375,-1.01288,14.6671,3.04414,-41.279,-59.5341,-15.3062,-33.4353
UID_31_13_1_all-5,155.569,44.3422,-47.9961,-7.10318,35.6065,-16.2141,24.1119,-16.5954,-12.4196
UID_31_14_1_all-4,39.5067,-30.9513,-30.944,28.276,49.4871,-5.99102,12.1724,16.3829,4.31483
UID_31_14_2_all-9,0.723336,11.123,-18.4232,-11.0541,-26.7806,-84.7661,74.8385,45.5415,5.71679
UID_31_14_3_all-14,80.7634,-79.0156,-3.92391,-36.81,-14.2849,14.9974,-14.08,3.31875,-1.56771
UID_31_15_1_all-6,-816.583,76.5373,-341.235,168.658,-140.602,29.0033,-53.184,117.574,154.368
UID_31_15_2_all-6,176.963,11.3242,-1.4641,-51.9216,-42.0011,25.6763,-25.0661,16.7849,0.814372
UID_31_15_3_all-8,224.99,152.219,-62.1257,24.1545,90.2546,-9.3369,12.5905,8.55729,-1.82838
UID_31_15_4_all-9,77.1242,-57.0138,-13.9475,-3.68743,22.1923,-7.0607,10.509,-9.29351,-2.92183
UID_31_16_1_all-4,137.049,-62.3145,2.83985,-34.8492,-20.6865,12.4383,-11.4808,-2.33655,-2.53906
UID_31_16_2_all-26,167.985,255.481,3.28505,59.6805,57.0347,-5.80094,-91.5941,-35.3803,-11.7226
UID_31_16_3_all-23,153.75,-15.5245,-13.3789,-51.1054,-7.71239,12.3338,15.7327,8.05326,15.6093
UID_31_16_4_all-4,94.0835,-66.1918,-2.65967,-29.8596,-14.7487,15.2248,-12.5728,2.47563,1.58863
UID_31_16_5_all-8,-112.459,-6.97092,51.6048,59.9977,-77.4779,-137.403,65.4382,30.261,-0.192817
UID_31_17_1_all-7,97.1438,-84.7574,22.2628,-31.1457,-9.55745,37.7609,-19.5126,-37.1201,-5.75899
UID_31_17_2_all-4,93.1073,-12.2729,-27.4436,14.2236,26.8706,-2.96323,11.89,12.9188,0.419276
UID_31_18_1_all-9,27.1498,-143.189,6.41164,3.41483,13.7486,-4.4083,8.03472,-7.44899,3.09876
UID_31_18_2_all-5,24.5662,-138.069,-0.40737,4.77898,12.4815,-6.28775,12.4427,-8.85789,-2.13263
UID_31_18_3_all-7,39.0723,-142.182,17.5426,-15.6658,-6.2693,4.6893,8.38599,-5.17033,10.1422
UID_31_18_4_all-3,61.5761,-60.1772,-18.3047,-9.05679,12.8633,-6.87953,14.3065,-1.63052,8.99152
UID_31_18_5_all-15,30.7947,-68.504,-21.3224,18.6197,36.9865,-10.6278,6.59402,-19.0825,-19.3753
UID_31_19_1_all-5,185.558,24.9272,-20.2697,-40.3377,9.13177,5.8257,0.391508,-4.90322,-7.42016
UID_31_19_2_all-12,155.91,-41.0951,-0.00880005,-47.7061,-24.899,9.38397,0.158283,2.89555,0.888982
